MTR_IDENT	ORIG_ACT	SCH_ACT	ICAO_REGION	CTRY	LOC_HDATUM	WGS_DATUM	EFF_TIMES	CYCLE_DATE
IR206	Commander Naval Air Warfare Center, Weapons Division, Code P3524, NAWS, Pt. Mugu	Commander Naval Air Warfare Center, Weapons Division, Code P3506, NAWS, Pt. Mugu	KZ	US	WGE	WGE	Daylight hours by NOTAM	199905
IR207	Commander Strike Fighter Wing, US. Pacific Fleet, 001 (K) Street, Room 121, NAS	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, OT by NOTAM	200009
IR211	G-3, 3D MAW, MCAS Miramar, San Diego, CA 92145 DSN 267-9462, C858-577-9462. Non-	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200406
IR212	G-3, 3D MAW, MCAS Miramar, San Diego, CA 92145 DSN 267-9462, C858-577-9462. Non-	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200406
IR213	G-3, 3D MAW, MCAS Miramar, San Diego, CA 92145 DSN 267-9462, C858-577-9462. Non-	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200406
IR214	G-3, 3D MAW, MCAS Miramar, San Diego, CA 92145 DSN 267-9462, C858-577-9462. Non-	Same as Originating Activity	KZ	US	WGE	WGE	Even numbered days only	200406
IR216	G-3, 3D MAW, MCAS Miramar, San Diego, CA 92145 DSN 267-9462, C858-577-9462. Non-	Same as Originating Activity	KZ	US	WGE	WGE	Even numbered days- daylight only	200406
IR217	G-3, 3D MAW, MCAS Miramar, San Diego, CA 92145 DSN 267-9462, C858-577-9462. Non-	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200406
IR218	G-3, 3D MAW, MCAS Miramar, San Diego, CA 92145 DSN 267-9462, C858-577-9462. Non-	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200406
IR234	Commander AFFTC, 412 OSS/OSAA, 235 S Flightline Rd, Edwards AFB, CA 93523-6460 D	Commander AFFTC, 412 OSS/OSR, 300 E Yeager Blvd, Edwards AFB, CA 93524 DSN 527-4	KZ	US	WGE	WGE	Daylight hours by NOTAM	200606
IR235	Commander AFFTC, 412 OSS/OSAA, 235 S Flightline Rd, Edwards AFB, CA 93523-6460 D	Commander AFFTC, 412 OSS/OSR, 300 E Yeager Blvd, Edwards AFB, CA 93524 DSN 527-4	KZ	US	WGE	WGE	Daylight hours by NOTAM	200606
IR236	Commander AFFTC, 412 OSS/OSAA, 235 S Flightline Rd, Edwards AFB, CA 93523-6460 D	Commander AFFTC, 412 OSS/OSR, 300 E Yeager Blvd, Edwards AFB, CA 93524 DSN 527-4	KZ	US	WGE	WGE	0600-2200 local, daily	200606
IR237	Commander AFFTC, 412 OSS/OSAA, 235 S Flightline Rd, Edwards AFB, CA 93523-6460 D	Commander AFFTC, 412 OSS/OSR, 300 E Yeager Blvd, Edwards AFB, CA 93524 DSN 527-4	KZ	US	WGE	WGE	Daylight hours by NOTAM	200606
IR238	Commander AFFTC, 412 OSS/OSAA, 235 S Flightline Rd, Edwards AFB, CA 93523-6460 D	Commander AFFTC, 412 OSS/OSCS, 306 E. Popson, Edwards AFB, CA 93524-6680 DSN 527	KZ	US	WGE	WGE	Daylight hours by NOTAM	200606
IR250	G-3, 3D MAW, MCAS Miramar, San Diego, CA 92145 DSN 267-9462, C858-577-9462. Non-	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours on even even numbered days	200406
IR252	G-3, 3D MAW, MCAS Miramar, San Diego, CA 92145 DSN 267-9462, C858-577-9462. Non-	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours on odd numbered days	200406
IR254	G-3, 3D MAW, MCAS Miramar, San Diego, CA 92145 DSN 267-9462, C858-577-9462. Non-	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, Mon-Fri	200406
IR255	G-3, 3D MAW, MCAS Miramar, San Diego, CA 92145 DSN 267-9462, C858-577-9462. Non-	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, daily	200406
IR264	366 OSS/OSTA, Mountain Home AFB, ID 83648 DSN 728-4722, C208-828-4722.	366 OSS/OSOS, Mountain Home AFB, ID 83648 DSN 728-2172, C208-828-4722.	KZ	US	WGE	WGE	By NOTAM	199908
IR266	7 OSS/OSOR, 966 Ave. D-4, Ste. 118, Dyess AFB, TX 79607 DSN 461-3666, C325-696-3	7 OSS/OSOR, 966 Ave. D-4, Ste. 117, Dyess AFB, TX 79607 DSN 461-3663, C325-696-3	KZ	US	WGE	WGE	Continuous	200410
IR275	366 OSS/OSTA, Mountain Home AFB, ID 83648 DSN 728-4722, C208-828-4722.	366 OSS/OSOS, Mountain Home AFB, ID 83648 DSN 728-2172, C208-828-2172.	KZ	US	WGE	WGE	By NOTAM	199910
IR279	57 OSS/OSM, Nellis AFB, NV 89191 DSN 682-7891, C702-652-7891.	57 OSS/OSOS, 4450 Tyndall Ave., Nellis AFB, NV 89191 DSN 682-2040, C702-652-2040	KZ	US	WGE	WGE	Continuous	200013
IR280	366 OSS/OSTA, Mountain Home AFB, ID 83648 DSN 728-4722, C208-828-4722.	366 OSS/OSOS Mountain Home AFB, ID 83648 DSN 728-2172, C208-828-2172. 366 WG/CP	KZ	US	WGE	WGE	By NOTAM	199912
IR281	366 OSS/OSTA, Mountain Home AFB, ID 83648 DSN 728-4722, C208-828-4722.	366 OSS/OSOS Mountain Home AFB, ID 83648 DSN 728-2172, C208-828-2172. 366 WG/CP	KZ	US	WGE	WGE	By NOTAM	199912
IR282	366 OSS/OSTA, Mountain Home AFB, ID 83648 DSN 728-4722, C208-828-4722.	366 OSS/OSOS Mountain Home AFB, ID 83648 DSN 728-2172, C208-828-2172. 366 WG/CP	KZ	US	WGE	WGE	By NOTAM	199912
IR286	57 OSS/OSM, Nellis AFB, NV 89191 DSN 682-7891, C702-652-7891.	57 OSS/OSOS, 4450 Tyndall Ave., Nellis AFB, NV 89191 DSN 682-2040, C702-652-2040	KZ	US	WGE	WGE	Continuous	200013
IR293	366 OSS/OSOS, Mountain Home AFB, ID 83648 DSN 728-2172/4607 C208-828-2172. Airsp	Same as Originating Activity. Scheduling requests 0730-1630 local Mon-Fri. After	KZ	US	WGE	WGE	By NOTAM	200604
IR300	366 OSS/OSOS, Mountain Home AFB, ID 83648 DSN 728-2172/4607 C208-828-2172. Airsp	Same as Originating Activity. Scheduling requests 0730-1630 local Mon-Fri. After	KZ	US	WGE	WGE	By NOTAM	200604
IR301	124 WG/OGAM (ANG), 3996 W. Aeronca St., Boise Air Terminal, ID 83705-8004 DSN 42	124 WG/OSS (ANG), 3996 W. Aeronca St., Boise Air Terminal, ID 83705-8004 DSN 422	KZ	US	WGE	WGE	Continuous or by NOTAM	200006
IR302	124 WG/OGAM (ANG), 3996 W. Aeronca St., Boise Air Terminal, ID 83705-8004 DSN 42	124 WG/OSS (ANG), 3996 W. Aeronca St., Boise Air Terminal, ID 83705-8004 DSN 422	KZ	US	WGE	WGE	Continuous or by NOTAM	200006
IR303	366 OSS/OSOS, Mountain Home AFB, ID 83648 DSN 728-2172/4607 C208-828-2172. Airsp	Same as Originating Activity. Scheduling requests 0730-1630 local Mon-Fri. After	KZ	US	WGE	WGE	By NOTAM	200604
IR304	366 OSS/OSOS, Mountain Home AFB, ID 83648 DSN 728-2172/4607 C208-828-2172. Airsp	Same as Originating Activity. Scheduling requests 0730-1630 local Mon-Fri. After	KZ	US	WGE	WGE	By NOTAM	200604
IR305	124 WG/OGAM (ANG), 3996 W. Aeronca St., Boise Air Terminal, ID 83705-8004 DSN 42	124 WG/OSS (ANG), 3996 W. Aeronca St., Boise Air Terminal, ID 83705-8004 DSN 422	KZ	US	WGE	WGE	Continuous or by NOTAM	200006
IR307	124 WG/OGAM (ANG), 3996 W. Aeronca St., Boise Air Terminal, ID 83705-8004 DSN 42	124 WG/OSS (ANG), 3996 W. Aeronca St., Boise Air Terminal, ID 83705-8004 DSN 422	KZ	US	WGE	WGE	Continuous or by NOTAM	200006
IR308	58 OSS/DOO, Kirtland AFB, NM 87117-5861 DSN 263-5979/5888, C505-853-5979/5888/57	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200410
IR320	7 OSS/OSOR, 966 Ave. D-4, Ste. 118, Dyess AFB, TX 79607 DSN 461-3666, C325-696-3	7 OSS/OSOR, 1001 Ave. D-4, Ste. 107, Dyess AFB, TX 79607 DSN 461-3665, C325-696-	KZ	US	WGE	WGE	Continuous	200507
IR324	62 OSS/OSK, 305 Pitsenberger Blvd., McCord AFB, WA 98438 DSN 382-4057, C253-982-	62 OSS/OSO, 100 Main St., McChord AFB, WA 98438 DSN 382-9925, C253-982-9925. Dut	KZ	US	WGE	WGE	Continuous	200610
IR325	62 OSS/OSK, 305 Pitsenberger Blvd., McCord AFB, WA 98438 DSN 382-4057, C253-982-	62 OSS/OSO, 100 Main St., McChord AFB, WA 98438 DSN 382-9925, C253-982-9925. Dut	KZ	US	WGE	WGE	Continuous	200610
IR326	62 OSS/OSK, 305 Pitsenberger Blvd., McCord AFB, WA 98438 DSN 382-4057, C253-982-	62 OSS/OSO, 100 Main St., McChord AFB, WA 98438 DSN 382-9925, C253-982-9925. Dut	KZ	US	WGE	WGE	Continuous	200610
IR327	62 OSS/OSK, 305 Pitsenberger Blvd., McCord AFB, WA 98438 DSN 382-4057, C253-982-	62 OSS/OSO, 100 Main St., McChord AFB, WA 98438 DSN 382-9925, C253-982-9925. Dut	KZ	US	WGE	WGE	Continuous	200610
IR328	62 OSS/OSK, 305 Pitsenberger Blvd., McCord AFB, WA 98438 DSN 382-4057, C253-982-	62 OSS/OSO, 100 Main St., McChord AFB, WA 98438 DSN 382-9925, C253-982-9925. Dut	KZ	US	WGE	WGE	Continuous	200610
IR329	62 OSS/OSK, 305 Pitsenberger Blvd., McCord AFB, WA 98438 DSN 382-4057, C253-982-	62 OSS/OSO, 100 Main St., McChord AFB, WA 98438 DSN 382-9925, C253-982-9925. Dut	KZ	US	WGE	WGE	Continuous	200610
IR330	62 OSS/OSK, 305 Pitsenberger Blvd., McCord AFB, WA 98438 DSN 382-4057, C253-982-	62 OSS/OSO, 100 Main St., McChord AFB, WA 98438 DSN 382-9925, C253-982-9925. Dut	KZ	US	WGE	WGE	Continuous	200610
IR341	Commanding Officer (N38), NAS Whidbey Island, 3730 N. Charles Porter Ave., Oak H	Same as Originating Activity. Scheduling hours 0700-1600 local, Mon-Fri only. Sa	KZ	US	WGE	WGE	Continuous	200507
IR342	Commanding Officer (N38), NAS Whidbey Island, 3730 N. Charles Porter Ave., Oak H	Same as Originating Activity. Scheduling hours 0700-1600 local, Mon-Fri only. Sa	KZ	US	WGE	WGE	Continuous	200507
IR343	Commanding Officer (N38), NAS Whidbey Island, 3730 N. Charles Porter Ave., Oak H	Same as Originating Activity. Scheduling hours 0700-1600 local, Mon-Fri only. Sa	KZ	US	WGE	WGE	Continuous	200511
IR344	Commanding Officer (N38), NAS Whidbey Island, 3730 N. Charles Porter Ave., Oak H	Same as Originating Activity. Scheduling hours 0700-1600 local, Mon-Fri only. Sa	KZ	US	WGE	WGE	Continuous	200511
IR346	Commanding Officer (N38), NAS Whidbey Island, 3730 N. Charles Porter Ave., Oak H	Same as Originating Activity. Scheduling hours 0700-1600 local, Mon-Fri only. Sa	KZ	US	WGE	WGE	Continuous	200511
IR348	Commanding Officer (N38), NAS Whidbey Island, 3730 N. Charles Porter Ave., Oak H	Same as Originating Activity. Scheduling hours 0700-1600 local, Mon-Fri only. Sa	KZ	US	WGE	WGE	Continuous	200511
IR409	140th OG/CC Buckley ANGB Aurora, CO 80011-9546 DSN 847-9466, C720-847-9466.	140th OG/CC Buckley AFB Aurora, CO 80011-9546. Duty Hrs 0700-1700 DSN 847-9472,	KZ	US	WGE	WGE	0800-1600 local, Tue-Sat	200408
IR414	140th Wing/Airspace Office Buckley AFB Aurora, CO 80011-9546 DSN 847-9470/9471,	140th Wing/Airspace Office Buckley AFB Aurora, CO 80011-9546. Duty Hrs 0700-1700	KZ	US	WGE	WGE	0800-1600 local, Tue-Sat; OT by NOTAM	200602
IR415	140th OG/CC Buckley ANGB Aurora, CO 80011-9546 DSN 847-9466, C720-847-9466.	140th OG/CC Buckley AFB Aurora, CO 80011-9546. Duty Hrs 0700-1700 DSN 847-9472,	KZ	US	WGE	WGE	0800-1600 local, Tue-Sat; OT by NOTAM	200507
IR416	140th Wing/Airspace Office Buckley AFB Aurora, CO 80011-9546 DSN 847-9470/9471,	140th Wing/Airspace Office Buckley AFB Aurora, CO 80011-9546. Duty Hrs 0700-1700	KZ	US	WGE	WGE	0800-1600 local, Tue-Sat; OT by NOTAM	200602
IR418	388 RANS/RST, 5887 D. Ave., Bldg 120, Hill AFB, UT 84056-5232 DSN 777-9384, C801	388 RANS/RST, 6066 Cedar Lane, Hill AFB, UT 84056-5812 DSN 777-4401, C801-777-44	KZ	US	WGE	WGE	0700-2400 local Mon-Thu, 0700-1800 local Fri, 0800-1700 local Sat	200602
IR420	388 RANS/RST, 5887 D Ave., Bldg 120, Hill AFB, UT 84056-5232 DSN 777-9384, C801-	388 RANS/RST, 6066 Cedar Lane, Hill AFB, UT 84056-5812 DSN 777-4401, C801-777-44	KZ	US	WGE	WGE	0700-2400 local Mon-Thu, 0700-1800 local Fri, 0800-1700 local Sat	200602
IR424	140th Wing/Airspace Office Buckley AFB Aurora, CO 80011-9546 DSN 847-9470/9471,	140th Wing/Airspace Office Buckley AFB Aurora, CO 80011-9546. Duty Hrs 0700-1700	KZ	US	WGE	WGE	0800-1600 local, Tue-Sat; OT by NOTAM	200602
IR425	Commander AFFTC, 412 OSS/OSAA, 235 S. Flightline Rd. Edwards AFB, CA 93523-6460	Commander AFFTC, 412 OSS/OSR, 300 E Yeager Blvd, Edwards AFB, CA 93524 DSN 527-4	KZ	US	WGE	WGE	Sunrise-Sunset by NOTAM	200606
IR473	28 OSS/OSXA, 1956 Scott Dr., Ste. 201, Ellsworth AFB, SD 57706-4710 DSN 675-1230	28 OSS/OSXS, 1956 Scott Dr., Ste. 201, Ellsworth AFB, SD 57706-4710 DSN 675-4246	KZ	US	WGE	WGE	Continuous	200507
IR479	120 FW/OSAD (ANG) 2800 Airport Ave. B, Great Falls, MT 59404 DSN 791-0186, C406-	Same as Originating Activity	KZ	US	WGE	WGE	By NOTAM	200505
IR480	120 FW/OSAD (ANG) 2800 Airport Ave. B, Great Falls, MT 59404 DSN 791-0186, C406-	Same as Originating Activity	KZ	US	WGE	WGE	By NOTAM	200505
IR485	28 OSS/OSXA, 1956 Scott Dr., Ste. 201, Ellsworth AFB, SD 57706-4710 DSN 675-1230	28 OSS/OSXS, 1956 Scott Dr., Ste. 201, Ellsworth AFB, SD 57706-4710 DSN 675-4246	KZ	US	WGE	WGE	Continuous	200404
IR492	28 OSS/OSXA, 1956 Scott Dr., Ste. 201, Ellsworth AFB, SD 57706-4710 DSN 675-1230	28 OSS/OSXS, 1956 Scott Dr., Ste. 201, Ellsworth AFB, SD 57706-4710 DSN 675-4246	KZ	US	WGE	WGE	Continuous	200404
IR499	28 OSS/OSXA, 1956 Scott Dr., Ste. 201, Ellsworth AFB, SD 57706-4710 DSN 675-1230	28 OSS/OSXS, 1956 Scott Dr., Ste. 201, Ellsworth AFB, SD 57706-4710 DSN 675-4246	KZ	US	WGE	WGE	Continuous	200408
IR500	7 OSS/OSOR, 966 Ave. D-4, Ste. 117, Dyess AFB, TX 79607 DSN 461-3666, C325-696-3	7 OSS/OSOR, 966 Ave. D-4, Ste. 117, Dyess AFB, TX 79607 DSN 461-3665, C325-696-3	KZ	US	WGE	WGE	Continuous	200408
IR501	7 OSS/OSOR, 966 Ave. D-4, Ste. 117, Dyess AFB, TX 79607 DSN 461-3666, C325-696-3	7 OSS/OSOR, 966 Ave. D-4, Ste. 117, Dyess AFB, TX 79607 DSN 461-3665, C325-696-3	KZ	US	WGE	WGE	Continuous	200408
IR503	184 ARW, Det 1, (SHANGR), Smoky Hill ANG Range, 8429 West Farrelly Road, Salina,	184 ARW (Kansas ANG), McConnell AFB, KS 67221-9010 (1330-2215Z wkd, sked rqr 2 h	KZ	US	WGE	WGE	Continuous	200406
IR504	509 OSS/OSKA, 905 Spirit Blvd., Whiteman AFB, MO 65305 DSN 975-1713/1754, C660-6	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200402
IR505	114 FW (ANG), Joe Foss Field, Siouz Falls, SD 57104-0264 DSN 798-7754/46, C605-9	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, Mon-Sat, OT By NOTAM	200602
IR508	114 FW (ANG), Joe Foss Field, Sioux Falls, SD 57104-0264 DSN 798-7745, C605-988-	114 FW (ANG), Joe Foss Field, Sioux Falls, SD 57104-0264 DSN 798-7754/7746, C605	KZ	US	WGE	WGE	Daylight hours, Mon-Sat, OT by NOTAM	200408
IR509	114 FW (ANG), Joe Foss Field, Sioux Falls, SD 57104-0264 DSN 798-7745, C605-988-	114 FW (ANG), Joe Foss Field, Sioux Falls, SD 57104-0264 DSN 798-7754/7746, C605	KZ	US	WGE	WGE	Daylight hours, Tue-Sat, OT by NOTAM	200408
IR514	114 FW (ANG), Joe Foss Field, Sioux Falls, SD 57104-0264 DSN 798-7754/46, C605-9	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, Tue-Sat, OT by NOTAM	200602
IR518	114 FW (ANG), Joe Foss Field, Sioux Falls, SD 57104-0264 DSN 798-7745, C605-988-	114 FW (ANG), Joe Foss Field, Sioux Falls, SD 57104-0264 DSN 798-7754/7746, C605	KZ	US	WGE	WGE	Daylight hours, Mon-Sat, OT by NOTAM	200408
IR527	183 FW/OSF, Capital Airport, Springfield, IL 62707 DSN 892-8202.	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset	200212
IR592	509 OSS/OSKA, 905 Spirit Blvd., Whiteman AFB, MO 65305 DSN 975-1683, C660-687-16	509 OSS/OSOS, 905 Spirit Blvd., Whiteman AFB, MO 65305 DSN 975-1713/1754, C660-6	KZ	US	WGE	WGE	Continuous	200505
IR605	148th FIG (ANG), Duluth Intl., MN 55811 DSN 825-7265.	Same as Originating Activity	KZ	US	WGE	WGE	Daily 1400-0500Z++, available OT	200009
IR606	148th FIG (ANG), Duluth Intl., MN 55811 DSN 825-7265.	Same as Originating Activity	KZ	US	WGE	WGE	Daily 1400-0500Z++, Usage between 0500-1400Z++ is allowable	199905
IR608	FACSFACNPA, Pensacola NAS, FL 32508 DSN 922-2735, C904-452-2735.	Same as Originating Activity	KZ	US	WGE	WGE	1200-0400Z++ Mon-Fri, weekends by NOTAM	200009
IR609	5 OSS/OSTC, 300 Summit Dr., Minot AFB, ND 58705-5044 DSN 453-2967, C701-723-2967	23 BS/DOS, 300 Summit Dr., Minot AFB, ND 58705 DSN 453-2002/3527, C701-723-2002.	KZ	US	WGE	WGE	Continuous	200305
IR610	5 OSS/OSTC, 300 Summit Dr., Minot AFB, ND 58705-5044 DSN 453-2967, C701-723-2967	23 BS/DOS, 300 Summit Dr., Minot AFB, ND 58705 DSN 453-2002/3527, C701-723-2002/	CZ	CA	WGE	WGE	Continuous	200011
IR613	114 FW (ANG), Joe Foss Field, Sioux Falls, SD 57104-0264 DSN 798-7754/46, C605-9	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours, Tue-Sat, OT by NOTAM	200602
IR614	183 FW/OSF, Capital Airport, Springfield, IL 62707 DSN 892-8202.	Same as Originating Activity	KZ	US	WGE	WGE	Daylight hours	200212
IR618	181 FW (ANG), Hulman Regional Airport, 1100 S. Petercheff St., Tere Haute, IN 47	Same as Originating Activity	KZ	US	WGE	WGE	Sunrise-Sunset, Tue-Sun, OT by NOTAM	200009
IR644	5 OSS/OSTC, 300 Summit Dr., Minot AFB, ND 58705-5044 DSN 453-2967, C701-723-2967	23 BS/DOS, 300 Summit Dr., Minot AFB, ND 58705 DSN 453-2639/3527, C701-723-2639/	KZ	US	WGE	WGE	Continuous	200212
IR649	5 OSS/OSTC, 300 Summit Dr., Minot AFB, ND 58705-5044 DSN 453-2967, C701-723-2967	23 BS/DOS, 300 Summit Dr., Minot AFB, ND 58705 DSN 453-2639/3527, C701-723-2639/	KZ	US	WGE	WGE	Continuous	200212
IR654	5 OSS/OSTC, 300 Summit Dr., Minot AFB, ND 58705-5044 DSN 453-2967, C701-723-2967	23 BS/DOS, 300 Summit Dr., Minot AFB, ND 58705 DSN 453-2002/3527, C701-723-2002/	CZ	CA	WGE	WGE	Continuous	200204
IR655	5 OSS/OSTC, 300 Summit Dr., Minot AFB, ND 58705-5044 DSN 453-2967, C701-723-2967	23 BS/DOS, 300 Summit Dr., Minot AFB, ND 58705 DSN 453-2002/3527, C701-723-2002/	CZ	CA	WGE	WGE	Continuous	200204
IR656	5 OSS/OSTC, 300 Summit Dr., Minot AFB, ND 58705-5044 DSN 453-2967, C701-723-2967	23 BS/DOS, 300 Summit Dr., Minot AFB, ND 58705 DSN 453-2002/3527, C701-723-2002/	CZ	CA	WGE	WGE	Continuous	200204
IR678	5 OSS/A-3C, 300 Summit Dr., Minot AFB, ND 58705-5044 DSN 453-2967, C701-723-2967	23 BS/DOS, 300 Summit Dr., Minot AFB, ND 58705-5044 DSN 453-2002/3527, C701-723-	KZ	US	WGE	WGE	Continuous	200305
IR714	COMSTRKFIGHTWINGLANT, Oceana NAS, Virginia Beach, VA 23460 DSN 433-4013, C757-43	FACSFAC VACAPES, Oceana NAS, Virginia Beach, VA 23460 DSN 433-1228, C757-433-122	KZ	US	WGE	WGE	Continuous	200505
IR715	COMSTRKFIGHTWINGLANT, Oceana NAS, Virginia Beach, VA 23460 DSN 433-4013, C757-43	FACSFAC VACAPES, Oceana NAS, Virginia Beach, VA 23460 DSN 433-1228, C757-433-122	KZ	US	WGE	WGE	Continuous	200505
IR718	COMSTRKFIGHTWINGLANT, Oceana NAS, Virginia Beach, VA 23460 DSN 433-4013, C757-43	FACSFAC VACAPES, Oceana NAS, Virginia Beach, VA 23460 DSN 433-1228, C757-433-122	KZ	US	WGE	WGE	Continuous	200505
IR719	COMSTRKFIGHTWINGLANT, Oceana NAS, Virginia Beach, VA 23460 DSN 433-4013, C757-43	FACSFAC VACAPES, Oceana NAS, Virginia Beach, VA 23460 DSN 433-1228, C757-433-122	KZ	US	WGE	WGE	Continuous	200505
IR720	COMSTRKFIGHTWINGLANT, Oceana NAS, Virginia Beach, VA 23460 DSN 433-4013, C757-43	FACSFAC VACAPES, Oceana NAS, Virginia Beach, VA 23460 DSN 433-1228, C757-433-122	KZ	US	WGE	WGE	Continuous	200505
IR721	20 OSS/OSOA, Shaw AFB, SC 29152-5000 DSN 965-1121/1122, C803-895-1121/1122, Fax	20 OSS/OSOS, Shaw AFB, SC 29152 Duty hrs DSN 965-1118/1119, C803-895-1118/1119.	KZ	US	WGE	WGE	Continuous	200602
IR723	FACSFACNPA, NAS Penscola, FL DSN 922-2735, C904-452-2735.	Same as Originating Activity	KZ	US	WGE	WGE	1200-0400Z++ Mon-Fri, occasionally weekends	200103
IR726	20 OSS/OSOA, Shaw AFB, SC 29152-5000 DSN 965-1121/1122, C803-895-1121/1122, Fax	20 OSS/OSOS, Shaw AFB, SC 29152-5000 Duty hours DSN 965-1118/1119, C803-895-1118	KZ	US	WGE	WGE	Continuous	200602
IR743	20 OSS/OSOA, Shaw AFB, SC 29152-5000 DSN 965-1121/1122, C803-895-1121/1122, Fax	20 OSS/OSOS, Shaw AFB, SC 29152 Duty hrs DSN 965-1118/1119, C803-895-1118/1119.	KZ	US	WGE	WGE	Continuous	200602
IR760	COMSTRKFIGHTWINGLANT, Oceana NAS, Virginia Beach, VA 23460 DSN 433-4013, C757-43	FACSFAC VACAPES, Oceana NAS, Virginia Beach, VA 23460 DSN 433-1228, C757-433-122	KZ	US	WGE	WGE	Continuous	200505
IR761	COMSTRKFIGHTWINGLANT, Oceana NAS, Virginia Beach, VA 23460 DSN 433-4013, C757-43	FACSFAC VACAPES, Oceana NAS, Virginia Beach, VA 23460 DSN 433-1228, C757-433-122	KZ	US	WGE	WGE	Continuous	200505
IR762	COMSTRKFIGHTWINGLANT, Oceana NAS, Virginia Beach, VA 23460 DSN 433-4013, C757-43	FACSFAC VACAPES, Oceana NAS, Virginia Beach, VA 23460 DSN 433-1228, C757-433-122	KZ	US	WGE	WGE	Continuous	200505
IR800	104 FW, Barnes ANGB, Westfield, MA 01085-1385 DSN 636-9228/9229, C413-568-9151 e	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200406
IR801	174 FW, Det 1, Ft. Drum, NY 13608 DSN 772-5990/2835, C315-772-5990.	Same as Originating Activity	KZ	US	WGE	WGE	Continuous	200406
IR802	5 OSS/OSTC, 300 Summit Dr., Minot AFB, ND 58705-5044 DSN 453-2967, C701-723-2967	23 BS/DOS, 300 Summit Dr., Minot AFB, ND 58705 DSN 453-2002/3527, C701-723-2002/	CZ	CA	WGE	WGE	Continuous	200011
IR803	5 OSS/OSTC, 300 Summit Dr., Minot AFB, ND 58705-5044 DSN 453-2967, C701-723-2967	23 BS/DOS, 300 Summit Dr., Minot AFB, ND 58705 DSN 453-2002/3527, C701-723-2002/	CZ	CA	WGE	WGE	Continuous	200011
IR804	5 OSS/OSTC, 300 Summit Dr., Minot AFB, ND 58705-5044 DSN 453-2967, C701-723-2967	23 BS/DOS, 300 Summit Dr., Minot AFB, ND 58705 DSN 453-2002/3527, C701-723-2002/	KZ	US	WGE	WGE	Continuous	200011
IR805	5 OSS/OSTC, 300 Summit Dr., Minot AFB, ND 58705-5044 DSN 453-2967, C701-723-2967	23 BS/DOS, 300 Summit Dr., Minot AFB, ND 58705 DSN 453-2002/3527, C701-723-2002/	CZ	CA	WGE	WGE	Continuous	200011
IR850	Commander, Naval Air Warfare Center Weapons Division, Code 52EOOOE, NAWS, Pt. Mu	Commander, Naval Air Warfare Center Weapons Division, Code 52911GE, NAWS, Pt. Mu	KZ	US	WGE	WGE	Sunrise-Sunset by NOTAM	200009
IR851	Commander, Naval Air Warfare Center Weapons Division, Code 52EOOOE, NAWS, Pt. Mu	Commander, Naval Air Warfare Center Weapons Division, Code 52911GE, NAWS, Pt. Mu	KZ	US	WGE	WGE	Daily Sunrise-Sunset	200009
IR852	Commander, Naval Air Warfare Center Weapons Division, Code 52EOOOE, NAWS, Pt. Mu	Commander, Naval Air Warfare Center Weapons Division, Code 52911GE, NAWS, Pt. Mu	KZ	US	WGE	WGE	Sunrise-Sunset	199906
IR900	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	353 CTS/JSO, Eielson AFB, AK 99702 DSN 317-377-3005, C907-377-3005.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR901	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	3 OSS/OSOS, Elmendorf AFB, AK 99506 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR902	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	3 OSS/OSOS, Elmendorf AFB, AK 99506 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
IR903	611 AOG/CC, 9480 Pease Ave., Ste. 102, Elmendorf AFB, AK 99506-2100 DSN 317-552-	3 OSS/OSOS, Elmendorf AFB, AK 99506 DSN 317-552-2406, C907-552-2406.	PA	US	WGE	WGE	Normal use 0800-2000 local Mon-Fri, Not available 2200-0700 local	200602
