MTR_IDENT	PT_IDENT	NX_POINT	ICAO_REGION	CRSALT_DESC	CRS_ALT1	CRS_ALT2	ENRALT_DESC	ENR_ALT1	ENR_ALT2	PT_NAV_FLAG	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	BEARING	DISTANCE	MTR_WIDTH_L	MTR_WIDTH_R	USAGE_CD	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	TURN_RAD	TURN_DIR	ADD_INFO	CYCLE_DATE
IR300	F	G	KZ	BT	00100AGL	11000MSL	BT	00100AGL	11000MSL		SDO	2	US	1	92.0	10.0	4.0	4.0	T	N41210000	41.350000	W117490000	-117.816667	7.5	L		200011
IR300	G	GA	KZ	BT	00100AGL	11000MSL	BT	00100AGL	11000MSL		SDO	2	US	1	62.0	14.0	3.0	4.0	T	N41270000	41.450001	W117440000	-117.733333				200011
IR300	GA	GB	KZ	BT	00100AGL	11000MSL	BT	00100AGL	11000MSL		REO	2	US	1	148.0	43.0	3.0	4.0	T	N41533000	41.891666	W117390000	-117.650000			descend direct to GB	200011
IR300	GB	H	KZ	BT	00100AGL	11000MSL	BT	00100AGL	09000MSL		REO	2	US	1	145.0	37.0	3.0	4.0	T	N41593000	41.991667	W117380000	-117.633333				200011
IR300	H	I	KZ	BT	00100AGL	09000MSL	BT	00100AGL	09000MSL		REO	2	US	1	141.0	32.0	4.0	4.0	T	N42050000	42.083332	W117370000	-117.616667	7.5	R	turn right to	200011
IR300	I	J	KZ	BT	00100AGL	09000MSL	BT	00100AGL	09000MSL		REO	2	US	1	136.0	30.0	4.0	4.0	T	N42083000	42.141666	W117350000	-117.583333				200011
IR300	J	K	KZ	BT	00100AGL	09000MSL	BT	00100AGL	09000MSL		REO	2	US	1	65.0	29.0	4.0	4.0	T	N42383000	42.641666	W117123000	-117.208333	7.5	L	turn left to K	200011
IR300	K	L	KZ	BT	00100AGL	09000MSL	BT	00100AGL	09000MSL		REO	2	US	1	57.0	32.0	4.0	4.0	A	N42430000	42.716667	W117100000	-117.166667			descend direct to L	200011
IR300	L	M	KZ	BT	00100AGL	09000MSL	BT	00100AGL	08000MSL		REO	2	US	1	40.0	36.0	9.0	4.0	T	N42540000	42.900000	W117093000	-117.158333			START MANEUVER AREA	200011
IR300	M	N	KZ	BT	00100AGL	08000MSL	BT	00100AGL	08000MSL		BOI	2	US	1	272.0	44.0	9.0	3.0	T	N43473000	43.791668	W117093000	-117.158333				200011
IR300	N	O	KZ	BT	00100AGL	08000MSL	BT	00100AGL	08000MSL		BOI	2	US	1	276.0	46.0	4.0	3.0	A	N43510000	43.850000	W117093000	-117.158333	7.5	L	END MANEUVER AREA	200508
IR300	O	P	KZ	BT	00100AGL	08000MSL	BT	00100AGL	08000MSL		BOI	2	US	1	280.0	48.0	4.0	4.0	T	N43550000	43.916668	W117110000	-117.183333	7.5	L	TA/TFR TERMINATION POINT. CONTACT SALT LAKE CITY ARTCC ON 387.15 PRIOR TO P	200508
IR300	P	Q	KZ	AT	08000MSL		AT	08000MSL			BOI	2	US	1	278.0	58.0	4.0	4.0	T	N43570000	43.950001	W117250000	-117.416667				200508
IR300	Q	R	KZ	AT	08000MSL		BT	08000MSL	15000MSL		BOI	2	US	1	270.0	70.0	4.0	4.0	T	N43530000	43.883333	W117433000	-117.725000				200508
IR300	R		KZ	AT	15000MSL						BOI	2	US	1	260.0	93.0			X	N43440000	43.733334	W118190000	-118.316667				200508
IR301	A	B	KZ	AT	12000MSL		BT	00100AGL	12000MSL		BOI	2	US	1	10.0	51.0	8.0	8.0	S	N44180000	44.299999	W115390000	-115.650000				199513
IR301	B	C	KZ	BT	00100AGL	12000MSL	BT	00100AGL	12000MSL		BOI	2	US	1	27.0	73.0	8.0	8.0	T	N44250000	44.416668	W115000000	-115.000000				199513
IR301	C	D	KZ	BT	00100AGL	12000MSL	BT	00100AGL	13000MSL		BOI	2	US	1	41.0	99.0	8.0	8.0	T	N44250000	44.416668	W114150000	-114.250000				199513
IR301	D	E	KZ	BT	00100AGL	13000MSL	BT	00100AGL	12000MSL		DLN	4	US	1	183.0	53.0	8.0	8.0	C	N44250000	44.416668	W112590000	-112.983333				199708
IR301	E	F	KZ	BT	00100AGL	12000MSL	BT	00100AGL	12000MSL		DLN	4	US	1	229.0	26.0	8.0	8.0	T	N45050000	45.083332	W113060000	-113.100000				199513
IR301	F	G	KZ	BT	00100AGL	12000MSL	BT	00100AGL	11000MSL		DLN	4	US	1	290.0	34.0	8.0	8.0	C	N45360000	45.600000	W113113000	-113.191667				199708
IR301	G	H	KZ	BT	00100AGL	11000MSL	BT	00100AGL	11000MSL		CPN	4	US	1	221.0	51.0	8.0	8.0	T	N45340000	45.566666	W113450000	-113.750000				199513
IR301	H	I	KZ	BT	00100AGL	11000MSL	BT	00100AGL	11000MSL		CPN	4	US	1	231.0	74.0	5.0	5.0	C	N45320000	45.533333	W114214800	-114.363333				199708
IR301	I	J	KZ	BT	00100AGL	11000MSL	BT	00100AGL	11000MSL		DNJ	2	US	1	358.0	80.0	4.0	4.0	C	N46020000	46.033333	W115390000	-115.650000				199513
IR301	J	K	KZ	BT	00100AGL	11000MSL	BT	00100AGL	11000MSL		DNJ	2	US	1	329.0	41.0	4.0	4.0	T	N45263000	45.441666	W116250000	-116.416667				199708
IR301	K	L	KZ	BT	00100AGL	11000MSL	BT	00100AGL	11000MSL		DNJ	2	US	1	271.0	20.0	4.0	4.0	T	N44530000	44.883333	W116390000	-116.650000				199708
IR301	L		KZ	AT	11000MSL						BOI	2	US	1	320.0	63.0			X	N44330000	44.549999	W116470000	-116.783333				199708
IR302	A	B	KZ	AT	13000MSL		BT	00100AGL	13000MSL		BOI	2	US	1	70.0	46.0	8.0	4.0	S	N43353000	43.591667	W115081800	-115.138333				199708
IR302	B	C	KZ	BT	00100AGL	13000MSL	BT	00100AGL	13000MSL		BOI	2	US	1	57.0	98.0	8.0	8.0	A	N43591200	43.986668	W114003000	-114.008333				199708
IR302	C	D	KZ	BT	00100AGL	13000MSL	BT	00100AGL	12000MSL		PIH	2	US	1	300.0	65.0	8.0	8.0	T	N43390000	43.650000	W113403000	-113.675000				199708
IR302	D	E	KZ	BT	00100AGL	13000MSL	BT	00100AGL	08000MSL		PIH	2	US	1	298.0	51.0	8.0	8.0	T	N43273000	43.458332	W113283000	-113.475000				199511
IR302	E	F	KZ	BT	00100AGL	11000MSL	BT	00100AGL	07000MSL		PIH	2	US	1	295.0	40.0	8.0	8.0	A	N43183000	43.308334	W113193000	-113.325000				199511
IR302	F	FA	KZ	BT	00100AGL	07000MSL	BT	00100AGL	06500MSL		PIH	2	US	1	257.0	26.0	4.0	4.0	C	N42540000	42.900000	W113143000	-113.241667				199708
IR302	FA	FB	KZ	BT	00100AGL	06500MSL	BT	00100AGL	06000MSL		PIH	2	US	1	250.0	26.0	4.0	4.0	T	N42510000	42.850000	W113140000	-113.233333				199708
IR302	FB	G	KZ	BT	00100AGL	06000MSL	BT	00100AGL	06000MSL		PIH	2	US	1	245.0	26.0	4.0	4.0	T	N42483000	42.808334	W113133000	-113.225000				199511
IR302	G	H	KZ	BT	00100AGL	06000MSL	BT	00100AGL	08000MSL		PIH	2	US	1	224.0	28.0	4.0	4.0	T	N42383000	42.641666	W113120000	-113.200000				199511
IR302	H	I	KZ	BT	00100AGL	08000MSL	BT	00100AGL	10000MSL		PIH	2	US	1	203.0	42.0	4.0	4.0	T	N42194800	42.330000	W113154200	-113.261667				199708
IR302	I	J	KZ	BT	00100AGL	10000MSL	BT	00100AGL	11000MSL		BYI	4	US	1	120.0	37.0	8.0	5.0	C	N42070000	42.116667	W113183000	-113.308333				199708
IR302	J	JJ	KZ	BT	00100AGL	11000MSL	BT	00100AGL	10000MSL		BYI	4	US	1	153.0	32.0	8.0	8.0	C	N42030000	42.049999	W113450000	-113.750000				199511
IR302	JJ	K	KZ	BT	00100AGL	10000MSL	BT	00100AGL	10000MSL		BYI	4	US	1	200.0	67.0	8.0	8.0	C	N41421200	41.703333	W114470000	-114.783333				199708
IR302	K	L	KZ	BT	00100AGL	10000MSL	BT	00100AGL	12000MSL		BOI	2	US	1	150.0	130.0	8.0	8.0	C	N41260000	41.433334	W115333000	-115.558333				199708
IR302	K1	X	KZ	BT	00100AGL	10000MSL	BT	00100AGL	10000MSL		BOI	2	US	1	150.0	130.0	8.0	8.0	T	N41260000	41.433334	W115333000	-115.558333				200508
IR302	L	M	KZ	BT	00100AGL	12000MSL	BT	00100AGL	12000MSL		BOI	2	US	1	163.0	117.0	8.0	8.0	T	N41365000	41.613889	W116120000	-116.200000				199708
IR302	M	N	KZ	BT	00100AGL	12000MSL	BT	00100AGL	12000MSL		BOI	2	US	1	185.0	109.0	8.0	8.0	C	N41520000	41.866667	W117060000	-117.100000				199708
IR302	N	O	KZ	BT	00100AGL	12000MSL	AT	13000MSL			BOI	2	US	1	196.0	75.0	5.0	5.0	T	N42300000	42.500000	W117060000	-117.100000				199511
IR302	O		KZ	AT	13000MSL						BOI	2	US	1	206.0	59.0			X	N42500000	42.833332	W117060000	-117.100000				200011
IR302	X	Y	KZ	BT	00100AGL	12000MSL	BT	00100AGL	12000MSL		BOI	2	US	1	149.0	119.0	4.0	4.0	T	N41370000	41.616667	W115333000	-115.558333				200508
IR302	Y		KZ	BT	00100AGL	12000MSL					BOI	2	US	1	146.0	97.0			B	N42000000	42.000000	W115333000	-115.558333			ALTERNATE EXIT: PT Y	199708
IR303	A	B	KZ	AT	FL190		AA	12000MSL			REO	2	US	1	237.0	27.0	1.0	1.0	S	N42290000	42.483334	W118270000	-118.450000			MTR WIDTH ON CENTERLINE.	200011
IR303	B	C	KZ	AA	12000MSL		AT	12000MSL			REO	2	US	1	208.0	42.0	1.0	1.0	T	N42070000	42.116667	W118330000	-118.550000			MTR WIDTH: ON CENTERLINE.	199708
IR303	C	D	KZ	AT	12000MSL		BT	00100AGL	12000MSL		REO	2	US	1	202.0	50.0	1.0	1.0	T	N41570000	41.950001	W118360000	-118.600000			MTR WIDTH: ON CENTERLINE.	199513
IR303	D	E	KZ	BT	00100AGL	12000MSL	BT	00100AGL	10000MSL		REO	2	US	1	198.0	54.0	5.0	5.0	A	N41520000	41.866667	W118350000	-118.583333				199708
IR303	E	F	KZ	BT	00100AGL	10000MSL	BT	00100AGL	10000MSL		REO	2	US	1	180.0	63.0	5.0	5.0	T	N41360000	41.600000	W118200000	-118.333333				199708
IR303	F	G	KZ	BT	00100AGL	10000MSL	BT	00100AGL	10000MSL		BAM	2	US	1	311.0	38.0	8.0	8.0	T	N41063000	41.108334	W117213000	-117.358333				199708
IR303	G	H	KZ	BT	00100AGL	10000MSL	BT	00100AGL	10000MSL		BAM	2	US	1	348.0	41.0	8.0	8.0	T	N41150000	41.250000	W116500000	-116.833333				199708
IR303	H	I	KZ	BT	00100AGL	10000MSL	BT	00100AGL	14000MSL		BQU	4	US	1	309.0	50.0	4.0	4.0	T	N41270000	41.450001	W116230000	-116.383333				200011
IR303	H1	I1	KZ	BT	00100AGL	10000MSL	BT	00100AGL	14000MSL		BQU	4	US	1	309.0	50.0	4.0	4.0	T	N41270000	41.450001	W116230000	-116.383333			ALTERNATE EXIT POINT I. MTR WIDTH 0/L;0/R.	200508
IR303	I	J	KZ	BT	00100AGL	14000MSL	BT	00100AGL	14000MSL		BQU	4	US	1	323.0	50.0	4.0	4.0	B	N41330000	41.549999	W116083000	-116.141667				199708
IR303	I1		KZ	AT	14000MSL						BQU	4	US	1	323.0	50.0			B	N41330000	41.549999	W116083000	-116.141667			CONTACT SALT LAKE CITY ARTCC ON 363.15 MHZ.	200508
IR303	J	K	KZ	BT	00100AGL	14000MSL	BT	00100AGL	14000MSL		BQU	4	US	1	343.0	57.0	5.0	15.0	T	N41423000	41.708332	W115450000	-115.750000				199513
IR303	J1	K	KZ	AT	14000MSL		BT	00100AGL	14000MSL		BQU	4	US	1	343.0	57.0	5.0	15.0	T	N41423000	41.708332	W115450000	-115.750000			THEN VIA THE PUBLISHED ROUTE. MTR WIDTH 0/L;0/R.	200205
IR303	K		KZ	BT	00100AGL	14000MSL					MUO	3	US	1	150.0	64.0			X	N42000000	42.000000	W115340000	-115.566667				200011
IR303	M	J1	KZ	AT	FL180		BT	14000MSL	FL180		BQU	4	US	1	344.0	34.0	1.0	1.0	A	N41200000	41.333332	W115450000	-115.750000			ALTERNATE ENTRY PT. M. MTR WIDTH 0/L;0/R.	200508
IR304	A	B	KZ	AT	17000MSL		BT	14000MSL	17000MSL		BOI	2	US	1	285.0	71.0	1.0	1.0	S	N44100000	44.166668	W117350000	-117.583333			ROUTE WIDTH IS ON CENTERLINE.	200011
IR304	B	C	KZ	AT	14000MSL		AT	14000MSL			BKE	4	US	1	200.0	13.0	1.0	1.0	T	N44403000	44.674999	W118000000	-118.000000			ROUTE WIDTH IS ON CENTERLINE.	200011
IR304	C	D	KZ	AT	14000MSL		BT	00100AGL	10000MSL		BKE	4	US	1	219.0	21.0	1.0	1.0	T	N44394200	44.661667	W118134200	-118.228333			ROUTE WIDTH IS ON CENTERLINE.	200011
IR304	D	DD	KZ	BT	00100AGL	10000MSL	BT	00100AGL	10000MSL		BKE	4	US	1	203.0	34.0	8.0	8.0	A	N44250000	44.416668	W118210000	-118.350000				199513
IR304	DD	E	KZ	BT	00100AGL	10000MSL	BT	00100AGL	09000MSL		BKE	4	US	1	188.0	49.0	6.0	8.0	T	N44070000	44.116667	W118210000	-118.350000				199708
IR304	E	EE	KZ	BT	00100AGL	09000MSL	BT	00100AGL	09000MSL		BKE	4	US	1	185.0	56.0	8.0	8.0	T	N44000000	44.000000	W118210000	-118.350000				199513
IR304	EE	F	KZ	BT	00100AGL	09000MSL	BT	00100AGL	08000MSL		BKE	4	US	1	180.0	69.0	8.0	8.0	T	N43460000	43.766666	W118210000	-118.350000				199513
IR304	F	FF	KZ	BT	00100AGL	08000MSL	BT	00100AGL	08000MSL		REO	2	US	1	323.0	68.0	8.0	8.0	T	N43400000	43.666668	W118210000	-118.350000				199513
IR304	FF	G	KZ	BT	00100AGL	08000MSL	BT	00100AGL	09000MSL		REO	2	US	1	318.0	53.0	8.0	8.0	T	N43240000	43.400000	W118210000	-118.350000				199708
IR304	G	H	KZ	BT	00100AGL	09000MSL	BT	00100AGL	09000MSL		REO	2	US	1	299.0	33.0	8.0	5.0	T	N43000000	43.000000	W118220000	-118.366667				200011
IR304	H	I	KZ	BT	00100AGL	09000MSL	BT	00100AGL	08500MSL		REO	2	US	1	246.0	15.0	8.0	8.0	T	N42340000	42.566666	W118120000	-118.200000				200011
IR304	H1	I1	KZ	BT	00100AGL	11000MSL	BT	00100AGL	08500MSL		REO	2	US	1	246.0	15.0	8.0	8.0	T	N42340000	42.566666	W118120000	-118.200000				199513
IR304	I	J	KZ	BT	00100AGL	08500MSL	BT	00100AGL	08500MSL		REO	2	US	1	229.0	12.0	8.0	8.0	T	N42310000	42.516666	W118070000	-118.116667				199708
IR304	I1	J	KZ	BT	00100AGL	08500MSL	BT	00100AGL	08500MSL		REO	2	US	1	229.0	12.0	8.0	8.0	T	N42310000	42.516666	W118070000	-118.116667			THENCE VIA PUBLISHED ROUTE.	200011
IR304	J	K	KZ	BT	00100AGL	08500MSL	BT	00100AGL	08500MSL		REO	2	US	1	144.0	16.0	8.0	8.0	T	N42200000	42.333332	W117453000	-117.758333				199708
IR304	J1	O	KZ	BT	00100AGL	08500MSL	BT	00100AGL	14000MSL		REO	2	US	1	144.0	16.0	1.0	1.0	T	N42200000	42.333332	W117453000	-117.758333			ROUTE WIDTH IS ON CENTERLINE.	200508
IR304	K	L	KZ	BT	00100AGL	08500MSL	BT	00100AGL	08500MSL		REO	2	US	1	125.0	30.0	8.0	8.0	T	N42110000	42.183334	W117280000	-117.466667				199708
IR304	L	M	KZ	BT	00100AGL	08500MSL	BT	00100AGL	09500MSL		REO	2	US	1	113.0	44.0	8.0	8.0	T	N42060000	42.100000	W117083000	-117.141667				200011
IR304	M		KZ	BT	00100AGL	09500MSL					REO	2	US	1	108.0	49.0			X	N42060000	42.100000	W117000000	-117.000000				200011
IR304	N	H1	KZ	AT	17000MSL		BT	00100AGL	11000MSL		REO	2	US	1	275.0	48.0	1.0	1.0	A	N42550000	42.916668	W118520000	-118.866667			ROUTE WIDTH IS ON CENTERLINE.	200508
IR304	O		KZ	AT	14000MSL						REO	2	US	1	131.0	35.0			B	N42050000	42.083332	W117280000	-117.466667			CONTACT SALT LAKE CITY ARTCC ON 387.15 MHZ.	200011
IR305	A	B	KZ	AT	12000MSL		BT	00100AGL	12000MSL		BOI	2	US	1	206.0	59.0	5.0	5.0	S	N42500000	42.833332	W117060000	-117.100000				199511
IR305	B	C	KZ	BT	00100AGL	12000MSL	BT	00100AGL	12000MSL		BOI	2	US	1	196.0	75.0	5.0	5.0	T	N42300000	42.500000	W117060000	-117.100000				199511
IR305	C	D	KZ	BT	00100AGL	12000MSL	BT	00100AGL	12000MSL		BOI	2	US	1	185.0	109.0	8.0	8.0	C	N41520000	41.866667	W117060000	-117.100000				199708
IR305	D	E	KZ	BT	00100AGL	12000MSL	BT	00100AGL	12000MSL		BOI	2	US	1	163.0	117.0	8.0	8.0	T	N41365000	41.613889	W116120000	-116.200000				200006
IR305	E	F	KZ	BT	00100AGL	12000MSL	BT	00100AGL	10000MSL		BOI	2	US	1	150.0	130.0	8.0	8.0	C	N41260000	41.433334	W115333000	-115.558333				200006
IR305	E1	X	KZ	BT	00100AGL	10000MSL	BT	00100AGL	12000MSL		BOI	2	US	1	150.0	130.0	4.0	4.0	T	N41260000	41.433334	W115333000	-115.558333				200508
IR305	F	G	KZ	BT	00100AGL	10000MSL	BT	00100AGL	10000MSL		BYI	4	US	1	200.0	67.0	8.0	8.0	C	N41421200	41.703333	W114470000	-114.783333				199708
IR305	G	H	KZ	BT	00100AGL	10000MSL	BT	00100AGL	11000MSL		BYI	4	US	1	153.0	32.0	5.0	8.0	C	N42030000	42.049999	W113450000	-113.750000				199511
IR305	H	I	KZ	BT	00100AGL	11000MSL	BT	00100AGL	08000MSL		BYI	4	US	1	120.0	37.0	4.0	4.0	C	N42070000	42.116667	W113183000	-113.308333				199708
IR305	I	J	KZ	BT	00100AGL	08000MSL	BT	00100AGL	06000MSL		PIH	2	US	1	203.0	42.0	4.0	4.0	T	N42194800	42.330000	W113154200	-113.261667				199708
IR305	J	JA	KZ	BT	00100AGL	06000MSL	BT	00100AGL	06000MSL		PIH	2	US	1	224.0	28.0	4.0	4.0	T	N42383000	42.641666	W113120000	-113.200000				199511
IR305	JA	JB	KZ	BT	00100AGL	06000MSL	BT	00100AGL	06500MSL		PIH	2	US	1	245.0	26.0	4.0	4.0	T	N42483000	42.808334	W113133000	-113.225000				199511
IR305	JB	K	KZ	BT	00100AGL	06500MSL	BT	00100AGL	07000MSL		PIH	2	US	1	250.0	26.0	4.0	4.0	T	N42510000	42.850000	W113140000	-113.233333				199708
IR305	K	L	KZ	BT	00100AGL	07000MSL	BT	00100AGL	11000MSL		PIH	2	US	1	257.0	26.0	8.0	8.0	C	N42540000	42.900000	W113143000	-113.241667				199708
IR305	L	M	KZ	BT	00100AGL	11000MSL	BT	00100AGL	13000MSL		PIH	2	US	1	295.0	40.0	8.0	8.0	C	N43183000	43.308334	W113193000	-113.325000				199511
IR305	M	N	KZ	BT	00100AGL	13000MSL	BT	00100AGL	13000MSL		PIH	2	US	1	298.0	50.0	8.0	8.0	T	N43273000	43.458332	W113283000	-113.475000				199511
IR305	N	O	KZ	BT	00100AGL	13000MSL	BT	00100AGL	13000MSL		PIH	2	US	1	300.0	65.0	8.0	8.0	T	N43390000	43.650000	W113403000	-113.675000				199708
IR305	O	P	KZ	BT	00100AGL	13000MSL	BT	00100AGL	14000MSL		PIH	2	US	1	302.0	89.0	4.0	8.0	C	N43591200	43.986668	W114003000	-114.008333				199708
IR305	P		KZ	BT	00100AGL	14000MSL					BOI	2	US	1	60.0	75.0			X	N43490000	43.816666	W114300000	-114.500000				200011
IR305	X	Y	KZ	BT	00100AGL	12000MSL	BT	00100AGL	12000MSL		BOI	2	US	1	149.0	119.0	4.0	4.0	T	N41370000	41.616667	W115333000	-115.558333				200508
IR305	Y		KZ	BT	00100AGL	12000MSL					BOI	2	US	1	146.0	97.0			B	N42000000	42.000000	W115333000	-115.558333				199708
IR307	A	B	KZ	AT	11000MSL		BT	00100AGL	11000MSL		BOI	2	US	1	320.0	65.0	4.0	4.0	S	N44330000	44.549999	W116470000	-116.783333				199708
IR307	B	C	KZ	BT	00100AGL	11000MSL	BT	00100AGL	11000MSL		DNJ	2	US	1	271.0	20.0	4.0	4.0	T	N44530000	44.883333	W116390000	-116.650000				199708
IR307	C	D	KZ	BT	00100AGL	11000MSL	BT	00100AGL	11000MSL		DNJ	2	US	1	329.0	41.0	4.0	4.0	T	N45263000	45.441666	W116250000	-116.416667				199708
IR307	D	E	KZ	BT	00100AGL	11000MSL	BT	00100AGL	11000MSL		DNJ	2	US	1	358.0	80.0	5.0	5.0	C	N46020000	46.033333	W115390000	-115.650000				199513
IR307	E	F	KZ	BT	00100AGL	11000MSL	BT	00100AGL	11000MSL		CPN	4	US	1	231.0	74.0	8.0	8.0	C	N45320000	45.533333	W114214800	-114.363333				199708
IR307	F	G	KZ	BT	00100AGL	11000MSL	BT	00100AGL	12000MSL		CPN	4	US	1	221.0	51.0	8.0	8.0	T	N45340000	45.566666	W113450000	-113.750000				199513
IR307	G	H	KZ	BT	00100AGL	12000MSL	BT	00100AGL	12000MSL		DLN	4	US	1	290.0	34.0	8.0	8.0	C	N45360000	45.600000	W113113000	-113.191667				199708
IR307	H	I	KZ	BT	00100AGL	12000MSL	BT	00100AGL	12000MSL		DLN	4	US	1	229.0	26.0	8.0	8.0	T	N45050000	45.083332	W113060000	-113.100000				199513
IR307	I	J	KZ	BT	00100AGL	12000MSL	BT	00100AGL	13000MSL		DLN	4	US	1	183.0	53.0	8.0	8.0	C	N44250000	44.416668	W112590000	-112.983333				199708
IR307	J	K	KZ	BT	00100AGL	13000MSL	BT	00100AGL	12000MSL		BOI	2	US	1	41.0	99.0	8.0	8.0	T	N44250000	44.416668	W114150000	-114.250000				199513
IR307	K	L	KZ	BT	00100AGL	12000MSL	AT	12000MSL			BOI	2	US	1	27.0	73.0	8.0	8.0	T	N44250000	44.416668	W115000000	-115.000000				199513
IR307	L		KZ	AT	12000MSL						BOI	2	US	1	10.0	51.0			X	N44180000	44.299999	W115390000	-115.650000				199513
IR308	A	B	KZ	AS			BT	00200AGL	10000MSL		PUB	2	US	1	173.0	18.0	5.0	5.0	S	N38000000	38.000000	W104280000	-104.466667				200206
IR308	B	C	KZ	BT	00200AGL	10000MSL	BT	00200AGL	13000MSL		ALS	2	US	1	72.0	46.0	5.0	5.0	A	N37250000	37.416667	W104520000	-104.866667				200206
IR308	C	D	KZ	BT	00200AGL	13000MSL	BT	00200AGL	11000MSL		ALS	2	US	1	69.0	22.0	5.0	5.0	T	N37240000	37.400000	W105220000	-105.366667				200206
IR308	D	E	KZ	BT	00200AGL	11000MSL	BT	SFC	13000MSL		ALS	2	US	1	112.0	26.0	5.0	5.0	A	N37060000	37.100000	W105220000	-105.366667				200206
IR308	E	F	KZ	BT	SFC	13000MSL	BT	00200AGL	13000MSL		ALS	2	US	1	202.0	28.0	5.0	5.0	A	N36580000	36.966667	W106090000	-106.150000				200206
IR308	F	G	KZ	BT	00200AGL	13000MSL	BT	00200AGL	11000MSL		ALS	2	US	1	224.0	36.0	5.0	5.0	T	N37010000	37.016667	W106270000	-106.450000				200206
IR308	G	H	KZ	BT	00200AGL	11000MSL	BT	00200AGL	11000MSL		ALS	2	US	1	227.0	54.0	5.0	5.0	T	N36540000	36.900000	W106470000	-106.783333				200206
IR308	H	I	KZ	BT	00200AGL	11000MSL	BT	00200AGL	11000MSL		ALS	2	US	1	214.0	71.0	5.0	5.0	T	N36320000	36.533333	W106530000	-106.883333				200206
IR308	I		KZ	BT	00200AGL	11000MSL					ABQ	2	US	1	341.0	46.0			X	N35480000	35.800000	W106550000	-106.916667				200206
IR320	A	B	KZ	AT	FL230		BT	00100AGL	FL230		JNC	2	US	1	183.0	42.0	3.0	5.0	S	N38240000	38.400000	W109040000	-109.066667			START TFR POINT.	200011
IR320	AD	AE	KZ	AT	FL230		AB	17000MSL			ZUN	2	US	1	124.0	24.0	4.0	4.0	A	N34400000	34.666668	W108500000	-108.833333				200508
IR320	AE	AF	KZ	AB	17000MSL		BT	10000MSL	17000MSL		ZUN	2	US	1	175.0	15.0	4.0	4.0	T	N34430000	34.716667	W109120000	-109.200000	7.5	L		200508
IR320	AF	AG	KZ	BT	10000MSL	17000MSL	AT	10000MSL			ZUN	2	US	1	191.0	19.0	4.0	4.0	T	N34410000	34.683333	W109190000	-109.316667				200508
IR320	AG	M1	KZ	AT	10000MSL		AT	10000MSL			SJN	2	US	1	300.0	17.0	4.0	4.0	T	N34370000	34.616667	W109240000	-109.400000				200508
IR320	B	C	KZ	BT	00100AGL	FL230	BT	00600AGL	09500MSL		DVC	2	US	1	251.0	12.0	4.0	4.0	T	N37473000	37.791668	W109103000	-109.175000			(Start TA Point)	200011
IR320	C	D	KZ	BT	00600AGL	09500MSL	BT	00100AGL	09500MSL		DVC	2	US	1	190.0	43.0	4.0	4.0	T	N37090000	37.150000	W109180000	-109.300000				200011
IR320	D	E	KZ	BT	00100AGL	09500MSL	BT	00100AGL	09500MSL		DVC	2	US	1	192.0	51.0	4.0	4.0	T	N37030000	37.049999	W109240000	-109.400000				200011
IR320	E	F	KZ	BT	00100AGL	09500MSL	BT	00100AGL	09500MSL		DVC	2	US	1	202.0	62.0	4.0	4.0	T	N36580000	36.966667	W109410000	-109.683333				200011
IR320	F	G	KZ	BT	00100AGL	09500MSL	BT	00100AGL	09500MSL		TBC	2	US	1	43.0	84.0	4.0	4.0	T	N36510000	36.850000	W109473000	-109.791667				200011
IR320	F1	G1	KZ	AT	12000MSL		BT	00100AGL	10000MSL		TBC	2	US	1	53.0	77.0	4.0	4.0	A	N36360000	36.600000	W109473000	-109.791667				200210
IR320	G	H	KZ	BT	00100AGL	09500MSL	BT	00100AGL	09500MSL		TBC	2	US	1	58.0	75.0	4.0	4.0	T	N36283000	36.475000	W109473000	-109.791667				200210
IR320	G1	H1	KZ	BT	00100AGL	10000MSL	BT	00100AGL	10000MSL		TBC	2	US	1	58.0	75.0	4.0	4.0	T	N36283000	36.475000	W109473000	-109.791667				200210
IR320	H	I	KZ	BT	00100AGL	09500MSL	BT	00400AGL	09500MSL		TBC	2	US	1	63.0	74.0	4.0	4.0	T	N36213000	36.358334	W109470000	-109.783333				200210
IR320	H1	I	KZ	BT	00100AGL	10000MSL	BT	00400AGL	09500MSL		TBC	2	US	1	63.0	74.0	4.0	4.0	T	N36213000	36.358333	W109470000	-109.783333				200210
IR320	I	J	KZ	BT	00400AGL	09500MSL	BT	00100AGL	09000MSL		TBC	2	US	1	80.0	75.0	4.0	4.0	T	N36000000	36.000000	W109433000	-109.725000				200210
IR320	J	K	KZ	BT	00100AGL	09000MSL	BT	00100AGL	09000MSL		TBC	2	US	1	89.0	79.0	4.0	4.0	T	N35480000	35.799999	W109420000	-109.700000				200210
IR320	K	L	KZ	BT	00100AGL	09000MSL	BT	00100AGL	09000MSL		SJN	2	US	1	322.0	50.0	4.0	4.0	T	N35100000	35.166668	W109353000	-109.591667				200011
IR320	L	M	KZ	BT	00100AGL	09000MSL	BT	00100AGL	09000MSL		SJN	2	US	1	284.0	20.0	4.0	4.0	T	N34340000	34.566666	W109300000	-109.500000	7.5	R		200011
