ATS_IDENT	SEQ_NBR	DIRECTION	TYPE	ICAO	RMK_SEQ	REMARK	CYCLE_DATE
B933	9900	W	W	UESO	1	Vert Limits FL429/FL315 and FL528/FL463.  FL528/FL463 AVBL on coordination with ATC.	200403
B933	9910	W	W	UEMH	1	Vert Limits FL429/FL315 and FL528/FL463.  FL528/FL463 AVBL on coordination with ATC.	200403
B933	9920	W	W	UEMH	1	Vert Limits FL429/FL315 and FL528/FL463.  FL528/FL463 AVBL on coordination with ATC.	200403
B933	9930	W	W	UHOO	1	Vert Limits FL429/FL315 and FL528/FL463.  FL528/FL463 AVBL on coordination with ATC.	200403
B933	9940	W	W	UHOO	1	Vert Limits FL429/FL315 and FL528/FL463.  FL528/FL463 AVBL on coordination with ATC.	200403
B933	9950	W	W	UHOO	1	Vert Limits FL429/FL315 and FL528/FL463.  FL528/FL463 AVBL on coordination with ATC.	200403
B933	9960	W	W	UHOO	1	Vert Limits FL429/FL315 and FL528/FL463.  FL528/FL463 AVBL on coordination with ATC.	200403
B933	9970	W	W	UHSH	1	Vert Limits FL429/FL315 and FL528/FL463.  FL528/FL463 AVBL on coordination with ATC.	200403
B933	9980	W	W	UHSH	1	Vert Limits FL429/FL315 and FL528/FL463.  FL528/FL463 AVBL on coordination with ATC.	200403
B933	9990	W	W	UHSH	1	Vert Limits FL429/FL315 and FL528/FL463.  FL528/FL463 AVBL on coordination with ATC.	200403
B935	10	E	W	UWKE	1	FL397/FL246 BIDIRECTIONAL. FL226/FL69 ONE WAY EAST.	200506
B935	20	E	W	UWKE	1	FL397/FL246 BIDIRECTIONAL. FL226/FL69 ONE WAY EAST.	200506
B935	30	E	W	UWUU	1	FL397/FL246 BIDIRECTIONAL. FL226/FL69 ONE WAY EAST.	200506
B935	9970	W	W	UWUU	1	FL397/FL246 BIDIRECTIONAL. FL226/FL69 ONE WAY EAST.	200506
B935	9980	W	W	UWKE	1	FL397/FL246 BIDIRECTIONAL. FL226/FL69 ONE WAY EAST.	200506
B935	9990	W	W	UWKE	1	FL397/FL246 BIDIRECTIONAL. FL226/FL69 ONE WAY EAST.	200506
B936	10	E	W	UHHH	1	VERT LIMITS FL347/FL168. FL128/FL69 AVBL ON COORDINATION WITH ATC.	200506
B936	20	E	W	UHHH	1	VERT LIMITS FL347/FL168. FL128/FL69 AVBL ON COORDINATION WITH ATC	200506
B936	9980	W	W	UHHH	1	VERT LIMITS FL347/FL168. FL128/FL69 AVBL ON COORDINATION WITH ATC	200506
B936	9990	W	W	UHHH	1	VERT LIMITS FL347/FL168. FL128/FL69 AVBL ON COORDINATION WITH ATC.	200506
B946	20	E	W	URRV	1	VERT LIMITS FL298/FL40.  FL 429/FL315 AVBL ON REQUEST WITH ATC.	200602
B946	9980	W	W	URRV	1	VERT LIMITS FL298/FL40.  FL 429/FL315 AVBL ON REQUEST WITH ATC.	200602
B948	110	E	W	URRV	1	VERT LTD FL118/FL89 AND FL299/FL167.	200605
B948	9890	W	W	URRV	1	VERT LTD FL118/FL89 AND FL299/FL167.	200605
B949	10	E	W	URRV	1	One Way East Bound  at FL177	200602
B949	9990	W	W	URRV	1	One Way East Bound  at FL177	200602
B953	10	E	W	USDK	1	VERT LIMITS ARE FL397/FL236, (FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC).	200602
B953	30	E	W	UOOO	1	host brg btn memur crp and karsi crp are 073/269.	200602
B953	60	E	W	UERP	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON COORDINATION WITH ATC.	200602
B953	9940	W	W	UERP	1	VERT LIMITS ARE FL397/FL237 AND FL528/FL430.  FL528/FL430 AVAILABLE ON COORDINATION WITH ATC.	200602
B953	9970	W	W	UOOO	1	host brg btn memur crp and karsi crp are 073/269.	200602
B953	9990	W	W	USDK	1	VERT LIMITS ARE FL397/FL236, (FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC).	200602
B954	10	E	W	ULAL	1	Vert Limits FL118/FL50 and FL331/158.	200602
B954	20	E	W	ULAL	1	Vert Limits FL118/FL50 and FL331/158.	200602
B954	30	E	W	ULAM	1	Vert Limits FL118/FL50 and FL331/158.	200602
B954	40	E	W	ULAA	1	Vert Limits FL118/FL50 and FL331/158.	200602
B954	90	E	W	UODD	1	ATS PROVIDED BY ACC NORLISK-NORTH (8822, 4720).	200602
B954	100	E	W	UODD	1	ATS PROVIDED BY ACC NORLISK-NORTH (8822, 4720).	200602
B954	9900	W	W	UODD	1	ATS PROVIDED BY ACC NORLISK-NORTH (8822, 4720).	200602
B954	9910	W	W	UODD	1	ATS PROVIDED BY ACC NORLISK-NORTH (8822, 4720).	200602
B954	9960	W	W	ULAA	1	Vert Limits FL118/FL50 and FL331/158.	200602
B954	9970	W	W	ULAM	1	Vert Limits FL118/FL50 and FL331/158.	200602
B954	9980	W	W	ULAL	1	Vert Limits FL118/FL50 and FL331/158.	200602
B954	9990	W	W	ULAL	1	Vert Limits FL118/FL50 and FL331/158.	200602
B958	10	E	W	ULWC	1	VERT LIMITS FL98/FL59 AND FL347/FL158.	200602
B959	20	E	W	UELL	1	VERT LIMITS FL397/FL99 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENT WITHATC.	200602
B959	30	E	W	UELL	1	VERT LIMITS FL397/FL99 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENT WITHATC.	200602
B959	9970	W	W	UELL	1	VERT LIMITS FL397/FL99 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENT WITHATC.	200602
B959	9980	W	W	UELL	1	VERT LIMITS FL397/FL99 AND FL528/FL430.  FL528/FL430 AVAILABLE ON AGREEMENT WITHATC.	200602
B964	10	W	W	UUWV	1	VERT LIMITS FL98/FL69 AND FL397/FL158.	200602
B968	20	E	W	UWPP	1	Vert Limits FL98/FL59 and FL380/FL168. FL 380/FL266 AVBL East bound only.	200602
B968	9980	W	W	UWPP	1	Vert Limits FL98/FL59 and FL380/FL168. FL 380/FL266 AVBL East bound only.	200602
BRAVO	10	E	C	LIRR	1	All requests shall be forwarded to EUCARF 14 days in advance. Contact EUCARF at DSN 314-480-7065.  Lateral limits are 20 NM except Alpha corridor and portion ofBravo corridor between 3851N 0956E and Bular which are 10 NM wide. Operated on	200604
BRAVO	10	E	C	LIRR	2	a tactical basis without NOTAM publication.  Corridor altitude blocks are FL 280to FL260 or FL 230 to FL 210. The block levels depicted cannot be used simultaneously.	200604
BRAVO	20	E	C	LIRR	1	All requests shall be forwarded to EUCARF 14 days in advance. Contact EUCARF at DSN 314-480-7065.  Lateral limits are 20 NM except Alpha corridor and portion ofBravo corridor between 3851N 0956E and Bular which are 10 NM wide. Operated on	200410
BRAVO	20	E	C	LIRR	2	a tactical basis without NOTAM publication.  Corridor altitude blocks are FL 280to FL260 or FL 230 to FL 210. The block levels depicted cannot be used simultaneously.	200410
BRAVO	30	E	C	LIRR	1	All requests shall be forwarded to EUCARF 14 days in advance. Contact EUCARF at DSN 314-480-7065.  Lateral limits are 20 NM except Alpha corridor and portion ofBravo corridor between 3851N 0956E and Bular which are 10 NM wide. Operated on	200603
BRAVO	30	E	C	LIRR	2	a tactical basis without NOTAM publication.  Corridor altitude blocks are FL 280to FL260 or FL 230 to FL 210. The block levels depicted cannot be used simultaneously.	200603
BRAVO	9970	W	C	LIRR	1	All requests shall be forwarded to EUCARF 14 days in advance. Contact EUCARF at DSN 314-480-7065.  Lateral limits are 20 NM except Alpha corridor and portion ofBravo corridor between 3851N 0956E and Bular which are 10 NM wide. Operated on	200603
BRAVO	9970	W	C	LIRR	2	a tactical basis without NOTAM publication.  Corridor altitude blocks are FL 280to FL260 or FL 230 to FL 210. The block levels depicted cannot be used simultaneously.	200603
BRAVO	9980	W	C	LIRR	1	All requests shall be forwarded to EUCARF 14 days in advance. Contact EUCARF at DSN 314-480-7065.  Lateral limits are 20 NM except Alpha corridor and portion ofBravo corridor between 3851N 0956E and Bular which are 10 NM wide. Operated on	200410
BRAVO	9980	W	C	LIRR	2	a tactical basis without NOTAM publication.  Corridor altitude blocks are FL 280to FL260 or FL 230 to FL 210. The block levels depicted cannot be used simultaneously.	200410
BRAVO	9990	W	C	LIRR	1	All requests shall be forwarded to EUCARF 14 days in advance. Contact EUCARF at DSN 314-480-7065.  Lateral limits are 20 NM except Alpha corridor and portion ofBravo corridor between 3851N 0956E and Bular which are 10 NM wide. Operated on	200604
BRAVO	9990	W	C	LIRR	2	a tactical basis without NOTAM publication.  Corridor altitude blocks are FL 280to FL260 or FL 230 to FL 210. The block levels depicted cannot be used simultaneously.	200604
G10	9760	E	W	EHAA	1	Westbound between EEL and SPY and only for flights direction (U)L602.  FL150/160for pressurised ACFT overflying Amsterdam DIR.	200513
G10	9770	E	W	EDWW	1	Flights with Y/Z FPL with dep/destn north of G10 and southwest of L619 shall be conducted WSR-MASIX or vice versa. MNM 4000 ft MSL (MASIX, N 53 31 30 E 008 00 20, R288 WSR-DIST 33.0 R175-39.8 DME DHE).	200601
G10	9780	E	W	EDWW	1	Flights with Y/Z FPL with dep/destn north of G10 and southwest of L619 shall be conducted WSR-MASIX or vice versa. MNM 4000 ft MSL (MASIX, N 53 31 30 E 008 00 20, R288 WSR-DIST 33.0 R175-39.8 DME DHE). Between WSR and LBE not available for	200605
G10	9780	E	W	EDWW	2	destn EDDH, EDHI and EDHL. These flights shall file WSR-T903-RITSI.	200605
G10	9790	E	W	EDWW	1	Flights with Y/Z FPL with dep/destn north of G10 and southwest of L619 shall be conducted WSR-MASIX or vice versa. MNM 4000 ft MSL (MASIX, N 53 31 30 E 008 00 20, R288 WSR-DIST 33.0 R175-39.8 DME DHE). Between WSR and LBE not available for	200605
G10	9790	E	W	EDWW	2	destn EDDH, EDHI and EDHL. These flights shall file WSR-T903-RITSI.	200605
G10	210	W	W	EDWW	1	Flights with Y/Z FPL with dep/destn north of G10 and southwest of L619 shall be conducted WSR-MASIX or vice versa. MNM 4000 ft MSL (MASIX, N 53 31 30 E 008 00 20, R288 WSR-DIST 33.0 R175-39.8 DME DHE). Between WSR and LBE not available for	200605
G10	210	W	W	EDWW	2	destn EDDH, EDHI and EDHL. These flights shall file WSR-T903-RITSI.	200605
G10	220	W	W	EDWW	1	Flights with Y/Z FPL with dep/destn north of G10 and southwest of L619 shall be conducted WSR-MASIX or vice versa. MNM 4000 ft MSL (MASIX, N 53 31 30 E 008 00 20, R288 WSR-DIST 33.0 R175-39.8 DME DHE). Between WSR and LBE not available for	200605
G10	220	W	W	EDWW	2	destn EDDH, EDHI and EDHL. These flights shall file WSR-T903-RITSI.	200605
G10	230	W	W	EDWW	1	Flights with Y/Z FPL with dep/destn north of G10 and southwest of L619 shall be conducted WSR-MASIX or vice versa. MNM 4000 ft MSL (MASIX, N 53 31 30 E 008 00 20, R288 WSR-DIST 33.0 R175-39.8 DME DHE).	200601
G10	240	W	W	EHAA	1	Westbound between EEL and SPY and only for flights direction (U)L602.  FL150/160for pressurised ACFT overflying Amsterdam DIR.	200513
G10	250	W	W	EHAA	1	Westbound between EEL and SPY and only for flights direction (U)L602.  FL150/160for pressurised ACFT overflying Amsterdam FIR.	200607
G10	260	W	W	EHAA	1	Westbound between EEL and SPY and only for flights direction (u)L602. FL150/160 for predssured ACFT overflying Amsterdam FIR.	200607
G102	10	E	W	UMMM	1	FL 190/FL 100 can be used without coordination with ATC from 1800Z on Fri and the day before Holidays till 0300Z on Tue and the day after Holidays. Other times by request to Minsk ACC.	200402
G102	20	E	W	UMMM	1	FL 190/FL 100 can be used without coordination with ATC from 1800Z on Fri and the day before Holidays till 0300Z on Tue and the day after Holidays. Other times by request to Minsk ACC.	200610
G102	9980	W	W	UMMM	1	FL 190/FL 100 can be used without coordination with ATC from 1800Z on Fri and the day before Holidays till 0300Z on Tue and the day after Holidays. Other times by request to Minsk ACC.	200610
G102	9990	W	W	UMMM	1	FL 190/FL 100 can be used without coordination with ATC from 1800Z on Fri and the day before Holidays till 0300Z on Tue and the day after Holidays. Other times by request to Minsk ACC.	200402
G103	10	E	W	UHSS	1	Vert Limit FL315/FL397 and FL430/FL528.  Flight levels available on coordinationwith ATC unit.	200509
G103	20	E	W	UHSS	1	VERT LIMITS FL331/FL138 AND FL528/430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
G103	30	E	W	UHSS	1	VERT LIMITS FL331/FL138 AND FL528/430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200608
G103	40	E	W	UHSS	1	VERT LIMITS FL187/FL168, FL397/FL315, AND FL528/FL430.  FL528/FL430 AVAILABLE ONAGREEMENT WITH ATC.	200509
G103	9800	E	W	EDFF	1	Between GIBSA and NISTE westbound max FL110.	200510
G103	9810	E	W	EDFF	1	Between GIBSA and NISTE westbound max FL110.	200510
G103	9820	E	W	EDFF	1	Between GIBSA and NISTE westbound max FL110.	200510
G103	9830	E	W	EDFF	1	Between GIBSA and NISTE westbound max FL110.	200510
G103	9840	E	W	EDFF	1	Between GIBSA and NISTE westbound max FL110.	200510
G103	9850	E	W	EDFF	1	After WUR eastbound only avialable at FL130 and below.            Between GIBSA and NISTE westbound max FL110.	200510
G103	9860	E	W	EDFF	1	After WUR eastbound only avialable at FL130 and below.	200512
G103	140	W	W	EDFF	1	After WUR eastbound only avialable at FL130 and below.	200512
G103	150	W	W	EDFF	1	After WUR eastbound only avialable at FL130 and below.            Between GIBSA and NISTE westbound max FL110.	200510
G103	160	W	W	EDFF	1	Between GIBSA and NISTE westbound max FL110.	200510
G103	170	W	W	EDFF	1	Between GIBSA and NISTE westbound max FL110.	200510
G103	180	W	W	EDFF	1	Between GIBSA and NISTE westbound max FL110.	200510
G103	190	W	W	EDFF	1	Between GIBSA and NISTE westbound max FL110.	200510
G103	200	W	W	EDFF	1	Between GIBSA and NISTE westbound max FL110.	200510
G103	9960	W	W	UHSS	1	VERT LIMITS FL187/FL168, FL397/FL315, AND FL528/FL430.  FL528/FL430 AVAILABLE ONAGREEMENT WITH ATC.	200509
G103	9970	W	W	UHSS	1	VERT LIMITS FL331/FL138 AND FL528/430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200608
G103	9980	W	W	UHSS	1	VERT LIMITS FL331/FL138 AND FL528/430. FL528/FL430 AVAILABLE ON AGREEMENT WITH ATC.	200509
G103	9990	W	W	UHSS	1	Vert Limit FL315/FL397 and FL430/FL528.  Flight levels available on coordinationwith ATC unit.	200509
G110	10	E	W	EBBE	1	Compulsory for TFC DEST EHAM.	200508
G12	30	E	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200412
G12	40	E	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200412
G12	180	E	W	LTBB	1	EKI to YAA not available at or below FL280. Traffic shall file EKI - IST - YAA.	200607
G12	9820	W	W	LTBB	1	EKI to YAA not available at or below FL280. Traffic shall file EKI - IST - YAA.	200607
G12	9960	W	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200412
G12	9970	W	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200412
G120	10	W	W	EBBE	1	Compulsory for TFC DEST EHAM.	200508
G121	140	E	W	UNBB	1	VERT LIMITS FL118/FL109 AND FL397/FL168.	200602
G121	150	E	W	UNBB	1	VERT LIMITS FL118/FL109 AND FL397/FL168.	200602
G121	9850	W	W	UNBB	1	VERT LIMITS FL118/FL109 AND FL397/FL168.	200602
G121	9860	W	W	UNBB	1	VERT LIMITS FL118/FL109 AND FL397/FL168.	200602
G128	50	E	W	URRV	1	VERT LIMITS FL98/FL89 AND FL397/FL138. FL98 AVBL AFTER COOR WITH ATC.	200608
G128	60	E	W	URRV	1	VERT LIMITS FL98/FL89 AND FL397/FL138. FL98 AVBL AFTER COOR WITH ATC.	200608
G128	70	E	W	URWW	1	VERT LIMITS FL98/FL69 AND FL397/FL138.  FL98 AVBL AFTER COOR  WITH ATC.	200608
G128	9930	W	W	URWW	1	VERT LIMITS FL98/FL69 AND FL397/FL138.  FL98 AVBL AFTER COOR  WITH ATC.	200608
G128	9940	W	W	URRV	1	VERT LIMITS FL98/FL89 AND FL397/FL138. FL98 AVBL AFTER COOR WITH ATC.	200608
G128	9950	W	W	URRV	1	VERT LIMITS FL98/FL89 AND FL397/FL138. FL98 AVBL AFTER COOR WITH ATC.	200608
G134	30	E	W	UTKK	1	DO NOT OVERFLY UT(R)127, 129 BELOW FL157.	200610
G134	40	E	W	UTKK	1	DO NOT OVERFLY UT(R)127, 129 BELOW FL157.	200212
G134	9960	W	W	UTKK	1	DO NOT OVERFLY UT(R)127, 129 BELOW FL157.	200212
G134	9970	W	W	UTKK	1	DO NOT OVERFLY UT(R)127, 129 BELOW FL157.	200610
G18	30	E	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200408
G18	40	E	W	LGGG	1	CDR3 MON-FRI 0500-1900Z, SAT-SUN 0500-1400Z.	200609
G18	50	E	W	LGGG	1	CDR3 MON-FRI 0500-1900Z, SAT-SUN 0500-1400Z.	200609
G18	130	E	W	LGGG	1	FL245 OR ABOVE.	200609
G18	140	E	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200408
G18	9860	W	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200408
G18	9870	W	W	LGGG	1	FL245 OR ABOVE.	200609
G18	9950	W	W	LGGG	1	CDR3 MON-FRI 0500-1900Z, SAT-SUN 0500-1400Z.	200609
G18	9960	W	W	LGGG	1	CDR3 MON-FRI 0500-1900Z, SAT-SUN 0500-1400Z.	200609
G18	9970	W	W	LGGG	1	For latest changes to Route Availablity Document (RAD) see www.cfmu.eurocontrol.be.	200408
G202	40	E	R	ORBB	1	CLASS E FL150 UP TO FL280, CLASS A FL290 TO FL460	200605
G202	50	E	R	ORBB	1	CLASS E FL150 UP TO FL280, CLASS A FL290 TO FL460	200605
G202	60	E	R	ORBB	1	CLASS E FL150 UP TO FL280, CLASS A FL290 TO FL460	200610
G202	70	E	R	ORBB	1	CLASS E FL150 UP TO FL280, CLASS A FL290 TO FL460	200610
G202	80	E	R	ORBB	1	CLASS E FL150 UP TO FL280, CLASS A FL290 TO FL460	200605
G202	9920	W	R	ORBB	1	CLASS E FL150 UP TO FL280, CLASS A FL290 TO FL460	200605
G202	9930	W	R	ORBB	1	CLASS E FL150 UP TO FL280, CLASS A FL290 TO FL460	200610
G202	9940	W	R	ORBB	1	CLASS E FL150 UP TO FL280, CLASS A FL290 TO FL460	200610
G202	9950	W	R	ORBB	1	CLASS E FL150 UP TO FL280, CLASS A FL290 TO FL460	200605
G202	9960	W	R	ORBB	1	CLASS E FL150 UP TO FL280, CLASS A FL290 TO FL460	200605
G208	140	E	W	OIIX	1	FL410 AND ABV N/A IN KARACHI FIR. FL160 TO FL180 AND FL230 TO FL260 (BOTH INCLUSIVE) N/A AVBL IN KARACHI FIR TIL 06JUN30, PER NOTAM A0762/05.	200605
G208	9850	W	W	OPKR	1	FL410 AND ABV N/A IN KARACHI FIR. FL160 TO FL180 AND FL230 TO FL260 (BOTH INCLUSIVE) N/A AVBL IN KARACHI FIR TIL 06JUN30, PER NOTAM A0762/05.	200605
G208	9860	W	W	OIIX	1	FL410 AND ABV N/A IN KARACHI FIR. FL160 TO FL180 AND FL230 TO FL260 (BOTH INCLUSIVE) N/A AVBL IN KARACHI FIR TIL 06JUN30, PER NOTAM A0762/05.	200605
G21	160	E	W	EDFF	1	FL 100-FL 240 - CDR1 1700Z++ FRI-0700Z++ MON. MON-THU 2300-0000Z++; TUE-FRI 0000-0600Z++, and during legal holidays. Outside these times between FL100-FL240 notavailable.	200510
G21	9840	W	W	EDFF	1	FL 100-FL 240 - CDR1 1700Z++ FRI-0700Z++ MON. MON-THU 2300-0000Z++; TUE-FRI 0000-0600Z++, and during legal holidays. Outside these times between FL100-FL240 notavailable.	200510
G210	10	E	R	OPKR	1	FL410 AND ABV N/A IN KARACHI FIR. FL160 TO FL180 AND FL230 TO FL260 (BOTH INCLUSIVE) N/A AVBL IN KARACHI FIR TIL 06JUN30, PER NOTAM A0762/05.	200605
G212	270	E	W	UHHH	1	Vert Limits FL98/FL69, FL167/FL109, FL397/FL178, and FL528/FL430.  FL167/FL109 and FL528/FL430 available on cordination with ATC.	200605
G212	280	E	W	UHHH	1	Vert Limits FL397/FL40 and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	290	E	W	UHHH	1	Vert Limits FL397/FL40 and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	300	E	W	UHHH	1	Vert Limits FL397/FL168 and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	310	E	W	UHHH	1	Vert Limits FL397/FL168 and FL528/FL430. FL528/FL430 available on cordination with ATC.	200605
G212	320	E	W	UHHH	1	Vert Limits FL298/FL168, FL397/FL332, and FL528/FL430.  FL528/FL430 available oncordination with ATC.	200605
G212	330	E	W	UHHH	1	Vert Limits FL298/FL168, FL397/FL332, and FL528/FL430.  FL528/FL430 available oncordination with ATC.	200605
G212	340	E	W	UHNN	1	Vert Limits FL298/FL168, FL397/FL332, and FL528/FL430.  FL528/FL430 available oncordination with ATC.	200605
G212	350	E	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	360	E	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	370	E	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	380	E	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	390	E	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	400	E	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	410	E	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	420	E	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	430	E	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	440	E	W	UHMG	1	Vert Limits FL397/FL187 and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	450	E	W	UHMG	1	Vert Limits FL397/187 and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	460	E	W	UHMO	1	Vert Limits FL397/FL187 and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	470	E	W	UHMO	1	Vert Limits FL147/FL69, FL397/FL187, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	480	E	W	UHMA	1	Vert Limits FL147/FL69, FL397/FL187, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	490	E	W	UHMA	1	Vert Limits FL397/FL99, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	500	E	W	UHMA	1	Vert Limits FL397/FL99, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	510	E	W	UHMA	1	Vert Limits FL397/FL99, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	520	E	W	UHMA	1	Vert Limits  FL397/FL59, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	530	E	W	UHMD	1	Vert Limits  FL397/FL59, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9470	W	W	UHMD	1	Vert Limits  FL397/FL59, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9480	W	W	UHMA	1	Vert Limits  FL397/FL59, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9490	W	W	UHMA	1	Vert Limits FL397/FL99, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9500	W	W	UHMA	1	Vert Limits FL397/FL99, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9510	W	W	UHMA	1	Vert Limits FL397/FL99, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9520	W	W	UHMA	1	Vert Limits FL147/FL69, FL397/FL187, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9530	W	W	UHMO	1	Vert Limits FL147/FL69, FL397/FL187, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9540	W	W	UHMO	1	Vert Limits FL397/FL187 and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9550	W	W	UHMG	1	Vert Limits FL397/187 and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9560	W	W	UHMG	1	Vert Limits FL397/FL187 and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9570	W	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9580	W	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9590	W	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9600	W	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9610	W	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9620	W	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9630	W	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9640	W	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9650	W	W	UHNN	1	Vert Limits FL397/FL237, and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9660	W	W	UHNN	1	Vert Limits FL298/FL168, FL397/FL332, and FL528/FL430.  FL528/FL430 available oncordination with ATC.	200605
G212	9670	W	W	UHHH	1	Vert Limits FL298/FL168, FL397/FL332, and FL528/FL430.  FL528/FL430 available oncordination with ATC.	200605
G212	9680	W	W	UHHH	1	Vert Limits FL298/FL168, FL397/FL332, and FL528/FL430.  FL528/FL430 available oncordination with ATC.	200605
G212	9690	W	W	UHHH	1	Vert Limits FL397/FL168 and FL528/FL430. FL528/FL430 available on cordination with ATC.	200605
G212	9700	W	W	UHHH	1	Vert Limits FL397/FL168 and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9710	W	W	UHHH	1	Vert Limits FL397/FL40 and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9720	W	W	UHHH	1	Vert Limits FL397/FL40 and FL528/FL430.  FL528/FL430 available on cordination with ATC.	200605
G212	9730	W	W	UHHH	1	Vert Limits FL98/FL69, FL167/FL109, FL397/FL178, and FL528/FL430.  FL167/FL109 and FL528/FL430 available on cordination with ATC.	200605
G216	60	E	W	OPKR	1	FL410 AND ABV N/A IN KARACHI FIR. FL160 TO FL180 AND FL230 TO FL260 (BOTH INCLUSIVE) N/A AVBL IN KARACHI FIR TIL 06JUN30, PER NOTAM A0762/05.	200605
G216	70	E	W	OPKR	1	FL410 AND ABV N/A IN KARACHI FIR. FL160 TO FL180 AND FL230 TO FL260 (BOTH INCLUSIVE) N/A AVBL IN KARACHI FIR TIL 06JUN30, PER NOTAM A0762/05.	200605
