ARPT_IDENT	COMM_TYPE	COMM_NAME	SYM	FREQ_1	FREQ_2	FREQ_3	FREQ_4	FREQ_5	SEC	S_OPR_H	CYCLE_DATE
CA00605	UNIC	CTAF/UNICOM		122.7   M					5NM to 3400'.	UNICOM Opr 1400-2200Z++.	200105
CA00641	CTAF	CTAF		123.2   M					5 NM  to 3400'.		200403
CA00644	CTAF	CTAF		123.2   M					5 NM TO 3200'.		200403
CA00665	CTAF	CTAF		123.0   M					5 NM to 6500'.		200609
CA00704	APP	TORONTO CNTR		124.025 M							200307
CA00704	UNIC	CTAF/UNICOM		123.0   M					5 NM to 4000'.	UNICOM opr ltd hr.	200302
CA00721	UNIC	CTAF/UNICOM		122.8   M					5 NM TO 3700'.	UNICOM opr ltd hr.	200308
CA00726	CTAF	CTAF		120.0   M					3 NM to 4600'.	Opr 0400-1500Z++(DT 0300-1400Z).	200304
CA00726	GND	GND		120.8   M						Opr 1500-0400Z++(DT 1400-0300).	200009
CA00726	TWR	TWR	V	120.0   M						Opr 1500-0400Z++(DT 1400-0300).	200009
CA00727	A/G	427 OPS	E	126.4   M	250.1   M	126.2   M	236.6   M	45.8    M			200304
CA00727	INFO	RANGE CON		49.9    M	126.4   M						200304
CA00727	PMSV	PMSV		297.4   M						Ltd svc 1100-2100Z.	200006
CA00727	RDO	MF PETAWAWA ADVSY		126.4   M	250.1   M				5NM TO 3400'.	Opr ltd hr.	200304
CA00741	CTAF	CTAF		122.8   M					5 NM TO 3600'.		200208
CA00754	CTAF	CATF		123.2   M					5 NM to 3600'.		200102
CA00777	DEP	TORONTO CNTR		119.3   M	253.1   M						200209
CA00777	UNIC	CTAF/UNICOM		123.5   M					5 NM blw 2500'.	UNICOM opr ltd hrs.	200203
CA00786	A/D	TORONTO TRML		128.27  M	268.75  M						200112
CA00786	TWR	HAMILTON TWR		125.0   M	308.475 M						200112
CA00786	UNIC	CTAF/UNICOM		123.35  M					5 NM to 3600'.	UNICOM opr ltd hr.	200210
CA00796	CTAF	CTAF		123.2   M					5 NM to 5400'.		200009
CA00814	CTAF	CTAF		123.2   M					5 NM to 6900'.		200008
CA00817	CTAF	CTAF		123.2   M					5NM TO 3100 FT MSL.		200006
CA00827	CTAF	MF/CTAF		122.1   M					5 NM to 3100'.		200406
CA00827	INFO	ARPT RDO	V	122.1   M						1230-2230Z++	200406
CA00827	RDO	QUEBEC RDO		126.7   M							200310
CA00839	CTAF	CTAF		123.0   M					5 NM to 3250'.		200206
CA00868	CTAF	CTAF		123.0   M					5 NM TO 4000'.		200208
CA01437	RCO	QUEBEC RDO		126.7   M							200212
CA01437	UNIC	CTAF/UNICOM		123.5   M						UNICOM opr ltd hr.	200212
CA01893	APP	TRML		134.1   M	342.9   M						200509
CA01893	ARR	ARR		128.1   M	134.1   M	289.4   M	342.9   M				200501
CA01893	ATIS	ATIS		118.6   M	282.2   M						200005
CA01893	DEP	DEP		123.7   M	227.6   M						200002
CA01893	GND	GND		119.75  M	250.3   M						200002
CA01893	OPS	MIL OPS		135.9   M	278.4   M	308.6   M	316.5   M	363.0   M	(135.9 363.0 SNAKE OPS) (308.6 DEMON OPS) (278.4 KNIGHT OPS) (316.5 BASE OPS)		200208
CA01893	PMSV	PMSV		344.6   M							200005
CA01893	RDO	CAMPBELL RIVER RDO								Opr 1330-0530Z++.	200103
CA01893	TWR	TWR	E	126.2   M	236.6   M	358.1   M					200208
CA01895	CTAF	CTAF		123.2   M					5NM TO 5300 FT ASL.		200512
CA01949	UNIC	CTAF/UNICOM		122.8   M					5 NM to 5000'.		200402
CA02017	CTAF	CTAF		123.2   M					5 NM TO 5900'.		200402
CA02017	RCO	PACIFIC RDO		126.7   M							200507
CA02181	CTAF	CTAF		123.2   M					4 NM TO 3300'.		200405
CA02181	RCO	PACIFIC RDO		126.7   M							200507
CA02207	UNIC	CTAF/UNICOM		123.5   M					5 NM to 3300'.	Opr ltd hr.	200403
CA02280	A/G	MF RDO		122.2   M					5 NM to 3100'		200405
CA02280	MISC	VDF	V	122.2   M							200102
CA02280	RCO	ARCTIC RDO		126.7   M							200402
CA02280	RDO	RDO	V	122.2   M							200312
CA02443	A/G	MF		122.3   M					5 NM to 4000'.		200007
CA02443	ATIS	ATIS		124.95  M						Opr 1000-0500Z++.	200404
CA02443	CNTR	TORONTO CNTR		128.3   M	226.3   M						200212
CA02443	RCO	LONDON RDO		123.55  M	126.7   M						200506
CA02443	RDO	RDO	E	122.3   M							200402
CA02860	A/D	APP/DEP	E	120.6   M	335.9   M						200105
CA02860	ATIS	ATIS		128.85  M	244.3   M					Opr 1100-2400Z++.	200511
CA02860	CLD	CLNC DEL		128.025 M	283.9   M						200005
CA02860	GND	GND		133.75  M	289.4   M						200005
CA02860	INFO	WING OPS		308.6   M							200006
CA02860	OPS	TUSKER OPS		129.775 M						Opr 1130-2000Z++ Mon-Fri exc hol.	200207
CA02860	PMSV	PMSV METRO		344.6   M							200005
CA02860	TWR	TWR	E	119.5   M	126.2   M	236.6   M	324.3   M				200005
CA03080	APP	APP		128.6   M	133.1   M	352.7   M			(128.6 Outer.) (133.1 Inner.)		200208
CA03080	ATIS	ATIS		124.6   M	124.75  M						200005
CA03080	CLD	CLNC DEL		121.4   M							200005
CA03080	DEP	DEP		126.125 M	132.3   M	363.8   M			(126.125 N) (132.3 S)		200006
CA03080	GND	GND		121.7   M	127.15  M	275.8   M			(121.7 S) (127.15 N)		200207
CA03080	RCO	PACIFIC RDO	E	123.15  M							200508
CA03080	TWR	TWR	E	118.7   M	119.55  M	124.0   M	125.65  M	226.5   M	(118.7 S) (119.55 N) (124.0 Outer)		200207
CA03220	CNTR	VANCOUVER CNTR		134.2   M	227.3   M						199905
CA03220	CTAF	CTAF		122.1   M					5 NM to 6500'.	Opr 1330-0130Z++.	200007
CA03220	RCO	KAMLOOPS RDO		126.7   M							200509
CA03220	RDO	RDO	V	122.1   M					1 NM 2700' ASL	Opr 1330-0130Z++.	200509
CA03487	CNTR	MONTREAL CNTR		127.3   M							200108
CA03487	RCO	QUEBEC RDO		122.0   M	126.7   M					Opr 1100-0100Z++.	200608
CA03499	UNIC	CTAF/UNICOM		122.8   M					5 NM TO 5100'.		200406
CA04691	ATIS	ATIS		125.8   M						1400-0200Z(DT 1300-0300Z)	199905
CA04691	CTAF	CTAF		118.5   M					4NM TO 3000' MSL.	02-14Z(DT 03-13Z)	199905
CA04691	GND	GND		121.8   M						14-02Z(DT 13-03Z)	199905
CA04691	TWR	TWR	V	118.5   M	120.7   M					14-02Z(DT 13-03Z)	199905
CA04953	CTAF	CTAF		123.2   M					5 NM TO 5300'.		200402
CA05100	CNTR	TORONTO CNTR		135.3   M	266.3   M						200108
CA05100	UNIC	CTAF/UNICOM		122.7   M					5 NM to 3700'.	UNICOM opr ltd hr.	200108
CA05367	CTAF	CTAF		123.2   M					5NM TO 3200 FT MSL.		200006
CA06451	A/D	LONDON RDO		126.7   M							200506
CA06451	UNIC	CTAF/UNICOM		122.8   M					5 NM TO 4200'.	UNICOM opr ltd hr.	200208
CA07663	CNTR	MONCTON CNTR		123.9   M							200108
CA07663	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3300'.	UNICOM opr ltd hr.	200208
CA07813	CTAF	CTAF		123.2   M					5 NM TO 3900'.		200209
CA08015	CTAF	CTAF		123.2   M					5 NM to 3800'.		200007
CA08025	RCO	WINNIPEG RDO		122.2   M							200305
CA08025	RDO	MF THUNDER BAY RDO		122.2   M					5NM TO 4300 FT MSL.		200006
CA08248	AWOS	AWOS		122.55  M							199805
CA08248	CNTR	GANDER CNTR		126.025 M							200211
CA08248	CTAF	CTAF		123.5   M					5NM to 4400'.		200007
CA08248	RCO	HALIFAX RDO		123.25  M							200208
CA08319	A/G	MF CHURCHILL RDO		122.2   M					5 NM to 3100'.		200202
CA08319	CNTR	WINNIPEG CNTR		134.6   M							200202
CA08319	FSS	RDO	V	122.2   M							200202
CA08319	INFO	INTL AIR		126.9   M							200101
CA08319	RCO	ARCTIC RDO		126.7   M							200203
CA09050	CTAF	CTAF		122.8   M					5 NM to 5100'.		200304
CA09265	CNTR	EDMONTON CNTR		134.7   M	250.05  M						200408
CA09265	CTAF	CTAF		123.2   M					5 NM to 4900'.		200008
CA09265	RCO	EDMONTON RDO		126.7   M							200008
CA09430	CTAF	CTAF		123.2   M					5 NM to 5500'.		200402
CA09511	A/D	TORONTO TRML	R	133.4   M	358.1   M						200406
CA09511	A/G	MF/UNICOM		126.2   M	295.6   M				3 NM to 1900'.	UNICOM opr ltd hr.	200406
CA09753	CTAF	CTAF		122.8   M					5 NM TO 5300'.		200008
CA10078	CTAF	CTAF		123.2   M					5NM TO 5200' MSL.		199813
CA10821	A/G	MF		122.2   M					15 NM to 4800'.		200403
CA10821	AWOS	AWOS		124.6   M							200401
CA10821	CNTR	MONTREAL CNTR		132.9   M							200402
CA10821	FSS	QUEBEC RDO		126.7   M	312.7   M					Opr 1 Oct-30 Jun.	200006
CA10821	RCO	QUEBEC RDO		126.7   M	312.7   M					Opr 1 Jul-30 Sep.	200503
CA10962	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3800'.	UNICOM opr ltd hr.	200105
CA11028	RCO	QUEBEC RDO		122.3   M	126.7   M						199906
CA11028	RDO	MF QUEBEC RDO		122.3   M					5 NM to 3200'.		200403
CA11074	A/D	TRML CON	R	124.0   M	127.85  M	322.8   M			(185.65 Quebec Twr VFR acft at or blw 3000'.)		200602
CA11074	ATIS	ATIS		134.6   M							200005
CA11074	CNTR	MONTREAL CNTR		135.025 M	270.9   M						200207
CA11074	GND	GND		121.9   M	250.0   M						200005
CA11074	RDO	RDO	E	123.55  M	126.7   M				(123.55 abv 12,500'.)(126.7 blw 12,500'.)		200207
CA11074	TWR	TWR	E	118.65  M	236.6   M						200409
CA11098	RCO	QUEBEC RDO		123.45  M						Opr 1015-0400Z++.	200301
CA11098	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3200'.	UNICOM opr ltd hr.	200113
CA11129	A/D	OTTAWA TRML		124.275 M	135.15  M	247.0   M	252.5   M				200307
CA11129	UNIC	CTAF/UNICOM		122.7   M					5 NM to 3400'.	UNICOM opr ltd hr.	200108
CA11513	CTAF	CTAF		123.5   M					5NM TO 5100 FT MSL.		200006
CA11620	A/D	APP/DEP	R	128.4   M	324.3   M						200208
CA11620	ATIS	ATIS		135.45  M	257.7   M						199805
CA11620	CLD	CLNC DEL		124.35  M	286.4   M						200105
CA11620	EMR	TIGER SAR OPS		232.1   M						Opr 1300-2130Z++.	200005
CA11620	GND	GND		121.9   M	275.8   M						200005
CA11620	OPS	WING OPS		122.35  M	268.0   M						200005
CA11620	PMSV	PMSV METRO		344.6   M							200005
CA11620	TWR	TWR	E	128.7   M	236.6   M						199908
CA11657	A/G	MF REGINA RDO	E	118.6   M	236.6   M				5 NM TO 5000'.	Opr 0500-1200Z NOV 1-MAR 31; 04-12Z APR1-OCT 31.	200303
CA11657	ARR	ARR		120.1   M	279.8   M						200002
CA11657	ATIS	ATIS		127.0   M	276.0   M					Opr 1200-0500Z NOV 1-MAR 31;1200-0400Z APR 1-OCT 31.	200006
CA11657	CNTR	WINNIPEG		123.8   M	266.3   M	124.3   M	283.4   M		LOW AND HIGH ALTITUDE SECTORS.		199608
CA11657	DEP	DEP		120.1   M	279.8   M						199905
CA11657	GND	GND		121.9   M	277.3   M					Opr 1200-0500Z NOV 1-MAR 31; 1200-0400Z APR 1-0CT 31.	200006
CA11657	RCO	EDMONTON RDO	E	122.5   M	126.7   M						200303
CA11657	TWR	TWR	E	118.6   M	236.6   M					Opr 1200-0500Z NOV 1-MAR 31;1200-0400Z APR 1-OCT 31.	200006
CA12104	CTAF	CTAF		123.2   M					5 NM to 5200'.		200512
CA12896	CNTR	MONCTON CNTR		123.7   M							200108
CA12896	UNIC	CTAF/UNICOM		122.7   M					5 NM to 3100'.	UNICOM opr ltd hr.	200209
CA13372	CNTR	TORONTO CNTR		124.025 M							200307
CA13372	RDO	LONDON RDO									200303
CA13372	UNIC	CTAF/UNICOM		122.85  M					5 NM to 3800'.	UNICOM opr ltd hr.	200108
CA13598	AWOS	AWOS		118.375 M							200108
CA13598	CNTR	TORONTO CNTR		134.375 M	254.9   M						200208
CA13598	CTAF	CTAF		123.0   M					5 NM to 3600'.		200007
CA13598	RDO	LONDON RDO		126.7   M							200102
CA14309	A/G	MF		122.3   M					5 NM to 4900'.		200008
CA14309	CNTR	EDMONTON CNTR		133.275 M							200109
CA14309	FSS	RDO	V	122.3   M							200208
CA14309	RCO	EDMONTON RDO		123.275 M	126.7   M						200507
CA14605	UNIC	CTAF/UNICOM		123.0   M					5 NM TO 6400'.		200402
CA14665	ATIS	ATIS		125.0   M						Opr 1500-0700Z++(DT 1400-0600).	200009
CA14665	CTAF	CTAF		120.0   M					3 NM to 1900'.	Opr 0700-1500Z++(DT0600-1400).	200009
CA14665	GND	GND		123.8   M						Opr 1500-0700Z++(DT 1400-0600).	200309
CA14665	TWR	TWR	V	120.0   M	126.3   M					Opr 1500-0700Z++(DT 1400-0600).	200309
CA14692	CTAF	CTAF		123.2   M					5 NM TO 5400'.		200402
CA14820	A/G	MF		121.0   M					5 NM to 6000'.	Opr ltd hr.	200007
CA14820	ATIS	ATIS		124.4   M						Opr 1300-0545Z++.	200408
CA14820	CNTR	EDMONTON CNTR		132.75  M	265.2   M						200302
CA14820	RCO	EDMONTON RDO		122.5   M	126.7   M						200202
CA14820	RDO	RDO	E	121.0   M	236.6   M					Opr 1245-0545Z++,OT ctc MEDICINE HAT RDO.	200406
CA15255	A/D	GREENWOOD TRML		120.6   M	335.9   M						200005
CA15255	TWR	GREENWOOD TWR	E	119.5   M	324.3   M						200105
CA15255	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3100'.	UNICOM opr ltd hr.	200207
CA15898	CTAF	CTAF		122.8   M					5 NM TO 5100'.		200405
CA15898	RCO	EDMONTON RDO		123.55  M							200405
CA16345	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3800'.	UNICOM opr ltd hr.	200403
CA16714	UNIC	CTAF/UNICOM		123.5   M					5 NM TO 5600'		200510
CA16789	A/D	VANCOUVER CNTR		134.0   M	381.4   M						200312
CA16789	CTAF	CTAF		123.2   M					5 NM to 6100'.		200309
CA16902	A/G	MF		118.5   M					5 NM to 3400'.		200007
CA16902	CNTR	MONCTON CNTR		124.3   M	135.5   M	270.8   M					200108
CA16902	RDO	RDO	E	118.5   M	236.6   M						200102
CA16946	AWOS	AWOS		126.925 M							200202
CA16946	CNTR	TORONTO CNTR		134.25  M							200108
CA16946	UNIC	CTAF/UNICOM		123.0   M					5 NM to 3600'.	UNICOM opr 1300-2300Z++.	200109
CA16983	CTAF	CTAF		122.8   M					5NM TO 5600 FT MSL.		200006
CA17310	CNTR	WINNIPEG CNTR		134.075 M	235.0   M						200007
CA17310	RCO	WINNIPEG RDO		123.55  M							200305
CA17310	UNIC	CTAF/UNICOM		122.8   M					5 NM TO 4000'.	UNICOM OPS LTD HRS, OT TFC 122.8.	200409
CA17606	UNIC	CTAF		122.8   M					5 NM TO 6100'.		200502
CA17679	RCO	PACIFIC RDO		126.7   M							200507
CA17679	UNIC	CTAF/UNICOM		122.8   M					2 NM TO 2500'.		200405
CA17755	A/G	MF		118.3   M					7 NM to 5000'.	Opr 1130-0330Z++.	200108
CA17755	ATIS	ATIS		124.9   M	228.2   M					Opr 1130-0330Z++.	200005
CA17755	CNTR	TORONTO CNTR		121.225 M	127.25  M	233.4   M	356.3   M				200312
CA17755	PMSV	PMSV METRO		344.6   M							200005
CA17755	RDO	RDO	E	118.3   M	236.6   M	257.2   M				Opr 1130-0330Z++.	200102
CA17985	CTAF	CTAF		122.7   M					5NM TO 3900' MSL.		200002
CA18519	CNTR	TORONTO CNTR		132.575 M							200109
CA18519	UNIC	CTAF/UNICOM		122.85  M					5 NM to 3700'.	UNICOM opr ltd hr.	200105
CA18580	A/D	APP/DEP		127.8   M	133.85  M	308.4   M					200311
CA18580	A/G	MF		119.7   M					7 NM to 2500'	Opr 0800-1400Z++	200207
CA18580	ATIS	ATIS		118.8   M							200507
CA18580	CLD	CLNC DEL		126.4   M						Opr 1700-0100Z++.	200005
CA18580	CTAF	CTAF		119.7   M						Opr 0800-1400Z++.	200311
CA18580	GND	GND		121.9   M	361.4   M					Opr 1400-0800Z++, OT ctc  133.85  308.4	200311
CA18580	MISC	ESSO		122.95  M							200005
CA18580	OPS	443 SQUADRON		349.3   M							200005
CA18580	TWR	TWR	E	119.1   M	119.7   M	239.6   M			(119.1 Outer.) (119.7 Inner.)	Opr 1400-0800Z++.	200207
CA18659	A/D	GANDER CNTR		132.1   M	289.4   M						200208
CA18659	CTAF	CTAF		123.2   M					5 NM to 3200'.		200510
CA18663	CNTR	MONTREAL CNTR		134.65  M	227.2   M						200108
CA18663	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3200'.	Opr ltd hr.	200504
CA18914	APP	VICTORIA TRML		133.95  M	252.3   M						199806
CA18914	CTAF	CTAF		122.1   M					MANDATORY FREQ, 5 NM to 2500'.	Opr 1330-0730Z++(DT 1230-0630) OT TFC	200410
CA18914	FSS	RDO	E	122.1   M	291.8   M					Opr 1330-0730Z++(DT1230-0630),OT  VANCOUVER FSS	200410
CA18914	RCO	PACIFIC RDO		126.7   M							200508
CA19362	CNTR	VANCOUVER		135.0   M	351.3   M						199601
CA19362	CTAF	CTAF		123.2   M					5 NM to 5300'.		200009
CA19362	RCO	PACIFIC RDO	V	126.7   M							200507
CA20005	UNIC	CTAF/UNICOM		123.5   M					5 NM to 2000'.	UNICOM opr ltd hr.	200208
CA20071	CTAF	CTAF		123.2   M					5 NM TO 3100'		200510
CA20376	A/D	MONTREAL CNTR		134.675 M	231.95  M						200406
CA20376	AWOS	AWOS		118.525 M							200503
CA20376	UNIC	CTAF/UNICOM		123.0   M					5 NM to 3400'.	UNICOM opr ltd hr.	200105
CA20458	CTAF	CTAF		123.2   M					5 NM to 6000'.		200512
CA20913	CNTR	TORONTO CNTR		135.4   M	260.9   M						200101
CA20913	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3900'	UNICOM opr ltd hr.	200108
CA20981	CTAF	CTAF		123.2   M					5 NM TO  3800'.		200308
CA20981	RCO	EDMONTON RDO		123.45  M							199811
CA21133	CTAF	CTAF		122.8   M					5 NM to 3900'.		200208
CA21277	A/D	TORONTO RDO		126.7   M							200111
CA21277	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3800'.	UNICOM opr ltd hr.	200108
CA21968	A/G	MF		122.3   M					5 NM to 5700' ASL		200508
CA21968	AWOS	AWOS		124.7   M							199803
CA21968	CNTR	WINNIPEG CNTR		132.8   M	232.3   M						200311
CA21968	RCO	EDMONTON RDO		123.275 M	351.3   M						200508
CA22068	A/D	VICTORIA TRML	R	132.7   M	290.8   M						200005
CA22068	A/G	MF		119.4   M	295.0   M				CZ shape irregular to 2500'.	Opr 0700-1500Z++.	200412
CA22068	ATIS	ATIS		119.8   M						Opr 1500-0700Z++.	200512
CA22068	GND	GND		121.8   M						Opr 1500-0700Z++.	200512
CA22068	RDO	PACIFIC RDO		122.5   M	126.7   M						200603
CA22068	TWR	TWR	E	119.4   M	121.0   M	295.0   M			(119.4 Inner.) (121.0 Outer.)	Opr 1500-0700Z++.	200207
CA22127	A/G	MF		123.5   M					5 NM to 3800'.	Opr ltd hr.	200102
CA22127	AWOS	AWOS		126.25  M							200207
CA22127	CNTR	MONTREAL CNTR		132.55  M	226.0   M						200309
CA22127	RCO	QUEBEC RDO									200403
CA22127	UNIC	CTAF/UNICOM		123.5   M					5 NM to 3800'.	UNICOM opr 1300-0100Z++ May-Sep; 1300-2300Z++ Oct-Apr.	200209
CA22227	A/G	MF LLOYDMINSTER RDO		122.2   M					5 NM TO 5200'.		200013
CA22227	CNTR	EDMONTON CNTR		133.45  M	340.7   M						199905
CA22227	RCO	EDMONTON RDO		126.7   M							200202
CA22227	RDO	RDO	E	122.2   M							200202
CA22840	CNTR	TORONTO CNTR		132.65  M							200108
CA22840	RCO	LONDON RDO	E	122.5   M	126.7   M						200401
CA22840	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3600'.	UNICOM opr ltd hr.	200108
CA23180	CNTR	MONTREAL CNTR		125.9   M							200007
CA23180	CTAF	CTAF		122.8   M					5 NM to 4100'.		200403
CA23180	RDO	QUEBEC RDO		126.7   M							200311
CA23415	ARR	APP	R	124.65  M	268.3   M						200602
CA23415	ATIS	ATIS		125.7   M							200209
CA23415	CLD	MIRABEL CLNC DEL		121.8   M							200313
CA23415	DEP	DEP	R	124.65  M							200313
CA23415	GND	MIRABEL GND		121.8   M	246.6   M						200313
CA23415	RDR	VFR ADVSY		134.15  M							200313
CA23415	RMP	APRON ADVSY		122.4   M							200202
CA23415	TWR	MIRABEL TWR	E	119.1   M	282.4   M						200313
CA23507	A/D	VANCOUVER APP/DEP		133.5   M	351.3   M						200105
CA23507	A/G	MF		118.5   M					5 NM to 4100'.		200008
CA23507	RCO	PACIFIC RDO		122.5   M	126.7   M						200507
CA23507	RDO	RDO	E	118.5   M	295.4   M						200102
CA23992	UNIC	CTAF/UNICOM		122.8   M					5NM TO 4100'.	UNICOM opr ltd hr.	200301
CA24665	A/G	MANDATORY FREQ RDO		122.0   M					5 NM to 3700'.		200009
CA24665	CNTR	VANCOUVER CNTR		128.4   M	269.1   M						199905
CA24665	RCO	PACIFIC RDO		126.7   M							200507
CA24665	RDO	RDO	E	122.0   M	239.8   M						199813
CA24903	CTAF	CTAF		123.2   M					5 NM to 4900'.		200402
CA25220	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3800'.	UNICOM opr ltd hr.	200108
CA25637	A/G	MF WINNIPEG RDO		122.2   M					5 NM TO 3900' ASL.	Opr 1300-0500Z++	200507
CA25637	CNTR	WINNIPEG CNTR		135.625 M							200010
CA25637	RCO	WINNIPEG RDO		122.2   M	126.7   M						200507
CA25699	ATIS	ATIS		128.5   M						LIMITED HOURS	199812
CA25699	CNTR	EDMONTON CNTR	V	132.4   M							199908
CA25699	CTAF	MANDATORY FREQ		122.3   M					5 NM UP TO 3200'.		200412
CA25699	MISC	VDF	V	122.3   M	126.7   M				DIRECTION FINDER.		200302
CA25699	RDO	RDO	E	122.3   M	126.7   M	262.7   M	5680    K				200311
CA25904	A/D	OTTAWA TRML		128.175 M	252.5   M						200602
CA25904	UNIC	CTAF/UNICOM		122.7   M					5 NM to 3400'.	UNICOM opr ltd hr.	200108
CA26195	A/D	HALIFAX APP/DEP		119.2   M	225.2   M						200207
CA26195	ATIS	ATIS		129.175 M						Opr ltd hr.	200005
CA26195	CTAF	CTAF		126.2   M					5 NM to 3500'.	Opr 2000-1200Z++.	200206
CA26195	GND	GND		121.7   M	250.1   M					Opr ltd hr.	200302
CA26195	OPS	OPS		308.8   M							200302
CA26195	PMSV	PMSV METRO		344.6   M							200005
CA26195	TWR	TWR	E	119.0   M	126.2   M	340.2   M	360.2   M			Opr 1200-2000Z++ Mon-Fri exc hol, OT ltd hr.	200302
CA26531	CNTR	EDMONTON CNTR		134.3   M							199905
CA26531	CTAF	CTAF		122.8   M					5 NM to 6300'.		200510
CA26538	CTAF	CTAF		122.8   M					5NM TO 4700 FT MSL.		200006
CA26581	UNIC	CTAF/UNICOM		123.5   M					5 NM to 3300'.	UNICOM opr ltd hr.	200208
CA26865	A/D	MONTREAL CNTR	R	134.65  M	227.2   M						200211
CA26865	RCO	MONT JOLI RDO		118.3   M							199809
CA26865	RDO	MF MONT JOLI RDO		118.3   M					5NM to 3000'.		200007
CA26924	A/D	HALIFAX TRML		119.2   M							200112
CA26924	UNIC	CTAF/UNICOM		123.0   M					5 NM to 3100'.	UNICOM opr ltd hr.	200112
CA27134	UNIC	CTAF/UNICOM		122.8   M					5 NM TO 5200'.		200105
CA27512	A/D	TORONTO TRML	R	128.275 M	268.75  M						200306
CA27512	ATIS	ATIS		125.1   M						Opr 1200-0400Z++.	200604
CA27512	CTAF	CTAF		126.0   M					5 NM to 4000'.	Opr 0400-1200Z++.	200604
CA27512	GND	GND		121.8   M						Opr 1200-0400Z++.	200604
CA27512	TWR	TWR	V	118.55  M	126.0   M					Opr 1200-0400Z++.	200604
CA27771	A/D	WINNIPEG CNTR		135.325 M							200306
CA27771	CTAF	CTAF		122.3   M						Opr 0400-1200Z++.	200507
CA27771	RCO	WINNIPEG RDO		122.3   M	123.55  M					Opr 1200-0400Z++.	200507
CA27771	RDO	MF		122.3   M					5 NM to 4300'.	Opr 1200-0400Z++.	200507
CA27783	A/D	GANDER CNTR		132.1   M							200310
CA27783	CTAF	CTAF		123.2   M					5 NM to 3400'.		200310
CA28159	ATIS	ATIS		120.85  M							200510
CA28159	CTAF	CTAF		126.2   M					10 NM to 4000'.	Opr 2300-1400Z++ Mon-Fri; H24 Sat, Sun and hol.	200007
CA28159	GND	GND		121.7   M	275.8   M						200510
CA28159	TWR	TWR	E	126.2   M	384.2   M						200005
CA28311	A/G	MF NELSON RDO		122.2   M					5 NM to 4300'		200014
CA28311	CNTR	EDMONTON CNTR		132.87  M	134.85  M	290.6   M					200209
CA28311	FSS	RDO	E	122.2   M	295.0   M						200208
CA28311	MISC	VDF	V	121.9   M	122.2   M						200209
CA28311	RCO	EDMONTON RDO		126.7   M							200209
CA28359	A/D	ARR/DEP		119.5   M	226.3   M						200105
CA28359	A/G	MF RED DEER RDO		119.1   M					5 NM to 3400'	Opr 0600-1300Z++.	200604
CA28359	AAS	VFR ADVSY		118.8   M						Opr  1300-0600Z++,OT EDMONTON TML 119.5.	200006
CA28359	ATIS	ATIS		114.9   M	125.4   M					Opr 1300-0600Z++.	200006
CA28359	AWOS	AWOS		128.625 M							200604
CA28359	CLD	CLNC DEL		121.3   M						Opr 1300-0600Z++.	200006
CA28359	GND	GND		121.9   M						Opr 1300-0600Z++.	200006
CA28359	INFO	AIR AMBULANCE		122.45  M							199604
CA28359	RCO	RED DEER RDO		119.1   M						Opr 0600-1300Z++.	200604
CA28359	TWR	TWR	E	119.1   M	283.7   M					Opr 1300-0600Z++.	200311
CA28674	AWOS	AWOS		126.25  M							200403
CA28674	RCO	QUEBEC RDO		122.2   M	126.7   M					Opr 1300-2300Z++.	200608
CA28674	RDO	MF QUEBEC RDO		122.2   M					15 NM to 3000'.	Opr 1300-2300Z++.	200608
CA28862	UNIC	CTAF/UNICOM		123.5   M					SEE REMARKS.		200105
CA29147	A/G	MF		122.2   M					5 NM to 4000'.		200102
CA29147	CNTR	MONTREAL CNTR		125.9   M							200108
CA29147	RCO	QUEBEC RDO		126.7   M							200305
CA29147	RDO	RDO	V	122.2   M							200305
CA29266	RCO	CHARLO RDO		123.45  M						Opr 1015-0400Z++	200006
CA29266	UNIC	CTAF/UNICOM		123.0   M					5NM TO 3100 FT MSL.	Opr ltd hr.	200105
CA29765	RDO	QUEBEC RDO									200303
CA29765	UNIC	CTAF/UNICOM		122.8   M					5 NM to 3100'.	UNICOM opr ltd hr.	200403
CA29767	A/D	MONTREAL APP DEP	R	125.15  M	268.3   M						200603
CA29767	A/G	VFR ADVSY		134.15  M							200408
CA29767	CTAF	CTAF		118.2   M					5 NM to 3000'.	Opr 0230-1230Z++ Apr-Oct; 0200-1300Z Nov-Mar.	200206
CA29767	GND	GND		121.7   M						Opr 1230-0230Z++ Apr-Oct; 1300-0200Z Nov-Mar.	200206
CA29767	TWR	TWR	V	118.2   M	356.8   M					Opr 1230-0230Z++ Apr-Oct; 1300-0200Z Nov-Mar.	200206
CA29783	CNTR	CLEVELAND CNTR	R	126.35  M	360.0   M						200505
CA29783	UNIC	CTAF/UNICOM		123.2   M					5 NM to 3600'.		200501
