ARPT_IDENT	COMM_TYPE	RMK_SEQ	REMARK	CYCLE_DATE
JA94953	MISC	1	HAVE QUICK timing avbl 355.2. For HF freq call DSN 634-1800.	200606
JA94953	POST	1	Call KEYSTONE OPS. HAVE QUICK timing avbl. For HF freq call DSN 634-1800.	200008
JA95646	A/G	1	(CWP 2) SELCAL avbl. 2998 4666 8903 11384 13300 17904	200003
JA95906	TWR	1	Rescue only 123.1x 247.0x.	200008
JA95954	A/G	1	See Global HF Systems listing in FIH.	200003
JA95954	APP	1	118.3 270.6 (Sfc to upper limits of airspace outside 30 NM of YOK, abv 5000'  wi30 NM of YOK) 123.8 261.4 (Sfc to 5000' wi 30 NM of YOK)	200303
JA95954	ATIS	1	(MP 2245-2315Z Thu)	200003
JA95954	GND	1	All aircraft contact prior to engine start.	200003
JA95954	PMSV	1	(Unuse 210  to 330  byd 40 NM blw 14,000').	200003
JA95954	POST	1	AMC/AMC contract aircraft must ctc AMC COMMAND POST prior to ldg and make rqr known.	200003
JA95954	PTD	1	VFR tran copter acft ctc with ETA, gnd handling, and VIP info prior to entering CTLZ.	200008
JA95954	RDO	1	Secure capable.	200003
JA95954	TWR	1	TWR on-call 1300-2000Z dly with 20 min response.	200113
JA97518	TWR	1	(123.1 SAR only)	200002
JA99447	A/G	1	(126.2 unusable NW and SE quad from afld). Apch svc provided by TOKYO CONTROL thru RDO.	200003
JA99577	TWR	1	(123.1x 138.05 247.0x for rescue only.)	200501
JA99891	TWR	1	(123.1 Rescue only)	200003
JA99919	APP	1	123.8 261.4 (Sfc to 5000 feet wi 30 NM of YOK) 118.3 270.6 (fr 5000 to 10000 feet wi 30 NM of YOK and sfc to 10,000 feet byd 30 NM of YOK) 120.7 261.4 (abv 10,000 feet).	200003
JA99919	TWR	1	(ATSUGI TWR 126.2 340.2, Opr 2100-1300Z OT 1 hr PN).	200202
JM89498	FSS	1	Ctc MANLEY TWR 120.6 when FIS Clsd.	200005
KE07776	RMP	1	For Apn 1 - Main trml apn.	200213
KG74545	APP	1	(R)	200310
KG74545	GND	1	(CS Bishkek Taxiing)	200310
KG74545	PTD	1	(PTD)	200308
KG74545	TWR	1	(CS Bishkek Start)	200310
KG84680	APP	1	(R)	200005
KR43099	INFO	1	11339 13300 Avbl for all notified movements.	200301
KR64553	CTAF	1	HS. O/T 24 hr PPN 1800-0600Z thru Nadi.	200604
KS00004	APP	1	VFR Acft- 119.05 353.2	200113
KS00004	ATIS	1	Digital ATIS svc avbl.	200501
KS00011	GND	1	Use GND as CLNC DEL also.	200201
KS10983	ATIS	1	Digital ATIS svc avbl.	200412
KS10983	GND	1	Digital PDC svc avbl.	200412
KS18851	TWR	1	Twr clnc rqr to opr within CTLZ blw 5000' VFR.	200004
KS20127	APP	1	Radar svc avbl. Call APP before 20 NM out.	200102
KS20127	TWR	1	(36.70x ROKA only).	200004
KS23347	APP	1	Lost com pro while in Seoul CTLZ have been reduced to 30 sec.  Disregard of these pro may result in violation of (RK)P518/DMZ.	200102
KS23937	A/D	1	Ctc OSAN APP wi 20 NM at or blw 4000'. See OSAN RADAR ADVSY SVC Sec C and OSAN AB VFR-SVFR Helicopter Routes Sec E.	200105
KS23937	OPS	1	(TIGER OPS 39.90, INNKEEPER OPS 40.90, PHOENIX OPS 47.55, BLACKCAT OPS 53.25, DUSTOFF OPS 43.20)	200007
KS30467	ACP	1	(Call BRICKWALL)	200208
KS30467	APP	1	VFR svc avbl at or before 25 NM out. SEE RADAR SVC PROGRAM IN SECTION C.	200013
KS30467	GND	1	All tran acft ctc prior to eng start.	200004
KS30467	PMSV	1	METRO svc ltd. Remote wx briefing/phone patches avbl H24 fr 17th Wx Sqdn at DSN 315-449-7924/8333/8335.	200608
KS30467	POST	1	HAVE QUICK timing avbl.	200004
KS35832	APP	1	VFR svc avbl at or before 20 NM out.  Call 230.8	200010
KS40957	ATIS	1	Digital ATIS svc avail.	200412
KS40957	TWR	1	(267.6 Emerg aux recovery for F4 acft).	200003
KS45940	APP	1	(VFR RADAR svc avbl wi 20 NM.  Call APP)	200105
KS48012	ATIS	1	DIGITAL ATIS SERVICE AVAILABLE.	200412
KS48012	PMSV	1	Osan AB remote briefing svc avbl fr OSAN METRO DSN 784-9370/4377.	200509
KS48753	A/D	1	(R) All arr VFR acft call 356.8 around 30 NM.	200004
KS48753	POST	1	Trans acft call 15 min before ldg (Monitors 123.45).	200004
KS51390	APP	1	VFR svc avbl call APP CON at or before 20 NM N at or blw 6000' and S at or blw 13,000'. See RADAR ADVISORY SERVICE Sec C.	200014
KS51390	GND	1	Rotary Wing acft ctc prior to eng start.	200004
KS51390	POST	1	276.2 277.2 (Call ROUNDUP). (227.525 HAVE QUICK timing avbl). Air Mobility Control Cntr-(AMC COMD POST)-(Call BRICKWALL) 120.0 349.4  RESCUE COORDINATION CENTER- 282.8 381.0 Sby fac. Freq unmto exc dur SAR emerg or SAR trng, acft ctc COMD	200101
KS51390	POST	2	POST OT.	200101
KS60585	ATIS	1	Digital ATIS svc avbl.	200412
KS60585	CLD	1	Digital PDC service available.	200412
KS85850	ATIS	1	Digital ATIS avbl.	200501
KS87140	A/D	1	VFR RADAR svc wi 20 NM call APP.	200103
KS87140	TWR	1	No rdo ctc with twr in W, SW, S and SE quad byd 18 NM blw 7500' due to terrain.	200003
KS89580	APP	1	VFR svc avbl prior to 25 NM out. Call 230.1 250.4x	200311
KS89580	ATIS	1	Digital ATIS svc avbl.	200412
KS89580	OPS	1	(PDM acft)	200003
KS89580	TWR	1	Unable to ctc in W quad byd 17 NM blw 4000'.  All acft flying S quad within 10 NM and CTLZ blw 4000' should ctc twr prior to cros for clnc.	200003
KS93016	A/D	1	All acft ctc Pohang APP CON blw 7000' N of W-42/G-585, blw 5000' S of  W-42/G-585.	200102
KS99721	FCC	1	FCC GO NEE 67.45	199809
KS99723	FCC	1	FCC LEE 32.3M 30.4M. FCC SUN 32.3 30.4	200208
KS99754	TWR	1	SEUNG RI TWR (R-113) 38.0M 123.4M	199809
KS99817	TWR	1	BAEK DU SAN TWR 38.0 233.8	199809
KT14337	FSS	1	(SEA-3)	200309
KT14337	UNIC	1	(required)	200609
KZ00004	TWR	1	(START)(GND)	200208
KZ00016	TWR	1	(Twr functions as Rdr and Gnd also).	200309
KZ49763	GCA	1	Call Krug	200601
LH49116	RMP	1	Gnd handling and PAX svc.	200506
LO54076	APP	1	CALL RADAR	200105
LO72485	APP	1	Call TWR (TWR provides APP svc.) (Mil 135.0 121.825 121.833)	200401
LO72485	TWR	1	(Civ 119.15 122.9 121.3)  (Mil 135.0)	200401
LO73507	APP	1	Call TWR (TWR provides APP svc.)	200405
LO97547	APP	1	(civ 119.85) (mil 133.75 129.575 129.583)	200005
LO97547	TWR	1	(civ 120.4) (mil 133.75)	200005
MA01747	A/G	1	(CIV) Opr wkd O/R 6 hr PN to ANTANANARIVO FIC; Sun and hol O/R prior 0900Z prev day.	200602
MA01747	AFIS	1	Opr wkd O/R 6 hr PN to ANTANANARIVO FIC; Sun and hol O/R prior 0900Z prev day.	200602
MA01988	A/G	1	(CIV)	200001
MA10410	A/G	1	(CIV)	200001
MA29219	A/G	1	(CIV)	200001
MA29379	A/G	1	Opr HS, OT OR 6 hr to ANTANANARIVO FIC, Sun and hol OR prior to 0900Z prev day.	200006
MA34995	A/G	1	(CIV)	200001
MA35793	A/G	1	(CIV)	200001
MA36759	A/G	1	(CIV)	200001
MA38981	A/G	1	(CIV)	200001
MA48958	A/G	1	(CIV)	200001
MA51867	A/G	1	(CIV)	200008
MA80078	A/G	1	(CIV)	200001
MA92056	TWR	1	(APP svc)	200101
MA97324	A/G	1	(CIV)	200001
MG00001	APP	1	Provides APP CON svc.	200304
MI82967	AFIS	1	Opr 0600-1500Z Mon-Fri;0600-0930Z Sat; 0600-1500Z Sun.	200106
MQ71207	AWOS	1	C808-674-8237.	200607
MQ71207	CTAF	1	CTAF unmnt.	200407
MQ71207	RDO	1	Inbd acft ctc 100 NM out for advsy svc and svc req. Use 126.2 for all inbd and outbd com. Freq 126.2 mnt 1900-0400Z dly and dur apv acft ops.	200408
MU33769	APP	1	MP 1030-1500Z Tue .	200211
MX76780	APP	1	(APP SVC)	200005
MY00002	APP	1	Two-way rdo com shall be estab with APP or twr prior to enter Tawau CTLZ.	200605
MY17518	APP	1	1400-2230Z all JOHOR AIRSPACE is released to LUMPUR CON 132.2M OR 126.1M for ATS.	200405
MY87207	APP	1	WMR 225, WMR226 and transit acft.	200402
MY87220	AFIS	1	HF Link with Johore Tower.	200105
MY87257	A/D	1	South- 119.45 232.2, North- 124.2 230.0, Director-125.1	200604
MY87257	GND	1	Rwy 14L-32R-121.65 229.0, Rwy 14R-32L-121.8 229.0, Apron Controller-Main Terminal-122.15, Apron Controller-Satellite Apron North and West-122.85, Apron Controller-Satellite Apron East and South and Cargo Aprons (exc Cargo South)-122.275, Ca	200605
MY87257	GND	2	rgo South-121.8 229.0, Low Cost Carrier(LCC)Terminal 123.25.	200605
MY87257	TWR	1	Rwy 14L/32R-118.8 229.0, Rwy 14R/32L-118.5 229.0	200604
MZ64898	APP	1	(Ctc FIC 126.1)	200001
MZ86983	AFIS	1	VHF extn rg sctr N.	200202
NC00001	AFIS	1	By NOTAM. 24 hr PPR. Fone C(687)47-8430. Fax (687)47-8432.	200607
NC55139	TWR	1	Ctl provided O/R 1 hr 30 min PN for all non-sked flt. ATS Fone C(687)46-1660 Fax(687)46-1662.	200607
NC67736	INFO	1	Opr 1830-0000Z and 0130-0600Z, FIS and Alerting Svc provided. Outside these hr FIS for IFR flt only and Alerting Svc for all flt provided on 5680. (128.3 SAR) (North 128.2)(South 128.3)	200009
NC91917	AFIS	1	OT A/A in French only. AD Fone C(687)45-7910 Fax (687)45-7912.	200607
NC91928	AFIS	1	OT A/A in French only. ATS Fone (687)42-6380 Fax (687)42-6382,	200607
NC91935	APP	1	APP TONTOUTA 119.7, MAGENTA	200408
NC91935	ATIS	1	INFO TONTOUTA 128.3 (South), 128.2 (North), 3023, 5680. MAGENTA	200509
NC91935	TWR	1	TWR TONTOUTA 118.1, TWR ILE DES PINS 118.9, MAGENTA	200408
NC91936	AFIS	1	ATS Fone C-(687)45-4970 Fax (687)45-4972.	200607
NC91937	TWR	1	ATS Fone C (687)45-5050 Fax (687)45-5052.	200607
NE45256	AFIS	1	ATS C(683)4020 Fax (683)4010.	200607
NF19741	CTAF	1	(required)	200604
NG03976	TWR	1	Provides APP.	200101
NG70068	TWR	1	Provides APP.	200102
NG74411	TWR	1	Provides APP.	200007
NH00001	CTAF	1	Unattended. Mand bcst rqr wi 10 NM rad, sfc-3000'.	200605
NH96641	CTAF	1	Unattended. Mand bcst rqr wi 10 NM rad, sfc-3000'.	200605
NI22980	TWR	1	(APP CON Svc)	200001
NI46500	TWR	1	(APP svc)	200101
NI88823	TWR	1	(Provides APP)	200504
NL29038	CLD	1	Pilots are strongly req, aft obtaining readback for EN-ROUTE clnc, to switch wo ATC instr to START-UP CON 119.9. Schiphol Chan 9-130.15 (Rwy info relating to SIDS dur peak hrs.)	200307
NL80130	GND	1	Start-up	200112
NO91672	ATIS	1	337.95X	200413
NR75871	A/G	1	O/R 2998 3425 6553 5652 5680 13300.	200501
NT00001	APP	1	TCA Radar opr 1200-2400Z to FL 150	200508
NZ02484	APP	1	Provides FIS. (Outside twr hr, ctc CHRISTCHURCH INFO 124.8.)	200609
NZ02484	TWR	1	Provides FIS. (Outside twr hr, ctc CHRISTCHURCH INFO 124.8.)	200609
NZ04808	AFIS	1	(IFR acft on gnd).	200504
NZ05099	APP	1	Provides FIS.  (126.2 123.7 FIS ctc OHAKEA or CHRISTCHURCH CON for IFR acft on gnd outside ATS hr)	200212
NZ05099	TWR	1	Provides FIS.	199811
NZ05204	APP	1	Provides FIS.	200504
NZ05204	TWR	1	Provides FIS.	199810
NZ14465	APP	1	Provides FIS.	200504
NZ14465	TWR	1	Provides FIS.	199812
NZ17722	AFIS	1	Ctc for clnc and tfc info before entering IMC or ctl airspace.(After hr ctc CHRISTCHURCH FIS 124.2.)	200505
NZ17722	AWIB	1	ACTIVATE 4 clicks.	200504
NZ18372	TWR	1	Provides FIS. (outside TWR hr ctc CHRISTCHURCH INFO 129.9,airborne 124.8)	200609
NZ19958	AFIS	1	Provides CLNC DEL.	200504
NZ25496	AFIS	1	FIS for IFR acft on gnd outside ATS hr.	200505
NZ25496	APP	1	Provides FIS.	199812
NZ25496	TWR	1	Provides FIS.	199812
NZ31730	AFIS	1	(Outside ATS hr call for IFR acft on gnd).	200504
NZ31730	APP	1	Provides FIS.	200001
NZ31730	TWR	1	Provides FIS.	199812
NZ46570	APP	1	Provides FIS.	199812
NZ46570	TWR	1	Provides FIS.	199812
NZ51443	AFIS	1	FIS for IFR acft on gnd outside ATS hr.	200505
NZ51443	APP	1	Provides FIS.	199810
NZ51443	TWR	1	Provides FIS.	199810
NZ54165	TWR	1	Provides FIS (outside twr hr ctc CHRISTCHURCH INFO 125.6.)	200608
NZ55791	ACC	1	Ctc for clnc and tfc info prior to entering IMC or ctl airspace.	200505
NZ59788	APP	1	Provides FIS.	200002
NZ59788	TWR	1	Provides FIS.  All acft ctc prior to eng start.	199811
NZ60556	APP	1	Provides FIS.	200504
NZ60556	TWR	1	Provides FIS.	199812
NZ66141	AFIS	1	Provides FIS for IFR acft on gnd.	200505
NZ68365	AFIS	1	Provides FIS for IFR acft on gnd.	200505
NZ71462	APP	1	Provides FIS.	199810
NZ71462	TWR	1	Provides FIS.	199810
NZ73742	APP	1	Provides FIS.	199810
NZ73742	TWR	1	Provides FIS. (Outside twr hr ctc CHRISTCHURCH CON fone C0800-626-765 for clnc.)	200505
NZ74309	AFIS	1	Ctc prior to entering IMC or ctl airspace.	200505
NZ75233	AFIS	1	Ctc for tfc info and clnc prior to dep.	200505
NZ77387	AFIS	1	Ctc for clnc and tfc info prior to entering IMC or ctl airspace.	200505
NZ84546	ACC	1	Provides FIS for IFR acft on gnd outside WELLINGTON APP hr.	200505
NZ84546	APP	1	Provides FIS.	199812
NZ84546	TWR	1	Provides FIS.	199812
NZ88678	APP	1	Provides FIS	200301
NZ88678	TWR	1	Provides FIS.	200002
NZ91632	APP	1	Provides FIS.	199813
NZ91632	CLD	1	(123.0 Intl apn, call prior to start, req pushback if nec.)	200013
NZ91632	TWR	1	Provides FIS.	199813
NZ94208	APP	1	Provides FIS.  (Outside twr hr for acft on gnd at fld, ctc NAPIER TWR or CHRISTCHURCH INFO 125.6)	200608
NZ94208	TWR	1	Provides FIS.  (Outside twr hr acft rpt arr and prior to dep, ctc NAPIER TWR or CHRISTCHURCH INFO 125.6)	200609
NZ94384	ACC	1	Provides FIS for IFR acft on gnd.	200505
NZ96780	AFIS	1	(ctc CHRISTCHURCH INFO for acft on gnd outside ATS hr 122.2)	200609
NZ96822	AFIS	1	Ctc for clnc and tfc info prior entering IMC or ctl airspace.	200505
PK26927	GND	1	(Gnd Con)	200513
PK27177	GND	1	(GND CON)	200501
PK28198	APP	1	(APP CON)	200501
PK28198	GND	1	(GND)	200501
PK36538	GND	1	(Gnd Con)	200406
PK37223	GND	1	(GND)	200411
PK37345	GND	1	(GND)	200405
PL00011	TWR	1	(131.0 2000-0200Z++, 0400-0600Z++, 1100-1400Z++)(128.5 0200-0400Z++ 0600-1100Z++, 1400-2000Z++)	200513
PM03183	MISC	1	Ctc PANAMA APP See FLIP AP1 for RADAR Advsy Svc Pro.	200006
PM80180	MISC	1	Ctc PANAMA APP See FLIP AP1 for RADAR Advsy Svc Pro.	200006
PP56784	FSS	1	Acft maint ctc with Madang CNTR while opr in CTLZ.	200606
PS42770	FSS	1	(2182 5202x Emerg only.)	200308
PU42227	A/G	1	(CIV)	200005
RM30099	A/G	1	See FIH HF Station List-Pacific, Asia.	200106
RM31749	RDO	1	(2182 5205x USB emerg only.)	200106
RM68886	AAS	1	Trml advsy svc.	200106
RM99586	A/G	1	See FIH HF Station List-Pacific, Asia.	200307
RP05569	CLD	1	DEP DOMESTIC IFR FLT - call 5 min prior to engine start specifying preferred rwyand required ATC clearance. DEP INTL IFR FLT - call 10 min prior to engine start. Failure to start engine within start-up time renders ATC clearance void neces	200202
RP05569	CLD	2	sitating an additional 25 min prior call-up. Anticipated start-up delay should be relayed to CLNC DEL.	200202
RP05569	RMP	1	Call 10 min before engine start to receive start-up, push-back clnc. INTL RAMP 121.7, DOMESTIC RAMP 123.25, CENTENNIAL II RAMP 128.8.Acft at trml III, Twy N ctcGND CON on 121.9. Start-up, push-back only after receipt of clnc from RAMP CON.	200503
RP05569	RMP	2	Entry to main twy or rwy only after clearance fr GND CON on 121.9. If ctc not estab with RAMP CON, flw-me veh is mandatory.	200503
RP10979	FSS	1	OT 24 hr PN.	200602
RP15522	FSS	1	ATS svc extn 24 hr PN.	200602
RP22905	FSS	1	ATS svc extn 24 hr PN.	200601
RP27693	FSS	1	OT 24 hr PN.	200602
RP47169	FSS	1	ATS svc extn 24 hr PN.	200601
RP49991	TWR	1	OT 24 hr PN.	200602
RP60396	FSS	1	ATS svc extn 24 hr PN.	200601
RP66869	FSS	1	Svc extn PPR.	200609
RP85876	FSS	1	OT 24 hr PN.	200602
RP97703	FSS	1	OT 24 hr PN.	200602
RP99369	FSS	1	5205 KHz - Mactan area PT to PT.  118.1 MHz - Air ground.	200508
RQ01380	A/D	1	(APP DEP svc).	200006
RQ32836	APP	1	(APP DEP svc).	200006
RQ73251	A/D	1	(APP DEP svc).	200006
RQ79502	A/D	1	(APP DEP svc.)	200006
RQ86793	A/D	1	(APP DEP svc).	200005
SA00012	EMR	1	Ctc 15 min prior ETA.	200406
SA05543	PMSV	1	(No WX RADAR, full fcst-obsn avbl H24)(US METRO opr H24, V478-1100 extn 5582 or 5657. USAF Wx obsn-fcst avbl under ICAO ident KQGT 259.9)	200008
SA05543	POST	1	(US Mil Trng Msn)	199910
SA13546	APP	1	Ctc APP 119.7 at 100 NM inbd.	200501
SA29680	EMR	1	Ctc 15 min prior ETA 1400-0400Z.	200406
SA50798	MISC	1	Ctc 15 min prior ETA 1800-0400Z.	200406
SA59997	EMR	1	Ctc 15 min prior to ETA	200502
SA68268	EMR	1	- 15 min prior ETA.	200304
SA82432	A/G	1	Call DISPATCH	200005
SA82691	ACP	1	(Call CRAYON 8993 USB 0700-1500Z, 6738 USB 1500-0700Z) (All AMC msn ctc AMC OPS 3 hr and 1 hr out.)	200011
SA82691	POST	1	(US Mil Trng Msn)	199910
SA88896	EMR	1	Ctc 15 min prior ETA.	200406
SA91579	EMR	1	- 15 min prior ETA	199912
SB55711	A/D	1	(ARR DEP CON svc)	199907
SB55711	TWR	1	Bil Communication Mon-Fri 1030-1500Z++, 1600-1930Z++ OT French Communication only.	199907
SB55739	A/D	1	(ARR/DEP svc)	200406
SF00829	OPS	1	(Gldr use 123.4. Powered Aircraft 125.4).	200202
SF01539	APP	1	(CALL JOHANNESBURG RADAR)	200005
SF32667	APP	1	(Call JOHANNESBURG RADAR)	200005
SF45689	A/G	1	(CIV)	200001
SF57592	APP	1	APP CON at Makhado AFB 10 miles west	200404
SF67604	APP	1	Extn rng relay at Greyton.	200202
SF69941	APP	1	(CALL JOHANNESBURG RADAR)	200005
SG57999	TWR	1	Opr 0700-1900Z Mon-Sat, OT 1 hr prior to 1200Z, Sun on req Sat prior to 1200Z.	200202
SH07710	ACC	1	(USAF) See Global HF Systems listing in FIH.	200001
SH07710	RDO	1	Ascension HF remoted to KADW.	200202
SH07710	TWR	1	Pri RDO Blind Spot E of afld. Twr normally manned 1hr prior to PPR ETA, 30 min prior to engine start till 100 DME or 30 min after dep.	200202
SI92733	A/D	1	Freq 135.275MHZ is used in ACC and APP Ljubljana when joint sector is applicable.	200307
SN40117	A/D	1	maint first Thu 0000-0900Z (ASR I) and every fourth Sat 1601-2359 (ASR II)	200610
SN90056	A/D	1	MP 0001-0500Z 1st Thu	200311
SN90056	TWR	1	Btn 0000-1600Z daily, Rwy 02L/20R opr on 118.6MHz and Rwy 02R/20L on 118.25MHz. (257.8 RSAF)	200305
SN91588	A/D	1	Maint first Thu 0001-0500Z.	200010
SP04438	PMSV	1	Ltd wx/PMSV METRO svc, avbl as duties permit dur posted hr, OT provided by 21 OWS DSN 496-6145/6, C011-49-630-267-6145/6 and PMSV svc provided by Rota NS METRO - 369.225. Svc avail 0600-1600Z Mon-Fri. Svc may be rstd due to manning or Coron	200604
SP04438	PMSV	2	et missions.	200604
SP07169	APP	1	119.7 O/S UFN. (Use 124.8)	200503
SP10365	GND	1	Eng start clnc rqr, rpt lctn.	200508
SP50708	OPS	1	Coord apn svc, provides info on slots and FPL, mnt arr and dep at Son Bonet arpt.	200508
SW07560	TWR	1	Opr 0500-2245Z++ Mon-Fri; 0630-0830Z++, 1400-1535Z++ Sat; 1100-2100Z++ Sun, OT O/R.  Opr hr may be reduced around hol by NOTAM.	200605
SW09432	APP	1	Freq extn of opr hr.	200405
SW14079	AFIS	1	Opr 0500-0700Z++, 1600-2030Z++ Mon-Fri; 0645-1230Z++ Sat; 1200-1600Z++, 1630-2030Z++ Sun; OT O/R. Freq extn of opr hr.	200605
SW28564	TWR	1	Opr 0500-2130Z++ Mon-Thu; 0500-2000Z++ Fri; 1215-1345Z++ Sat; 1300-1715Z++, 1730-2045Z++ Sun. Opr hr may be reduced around hol by NOTAM.	200605
SW29703	TWR	1	Opr 0715-1515Z++ Mon-Thu, 0715-1115Z++ Fri. Opr hr may be reduced around hol by NOTAM.	200405
SW31507	AFIS	1	Avbl outside opr hr fone C+46(0)8 797 68 66; 2hr PN for opr 1600Z++ Sat-0730Z++ Sun on fone C+46 (0)734 40 70 50.	200605
SW31717	TWR	1	Opr 0000-0120Z++, 0320-2400Z++ Mon-Fri; 0000-0120Z++, 0420-2120Z++ Sat; 0520-2400Z++ Sun.OT O/R. H24 for amblance and rescue flt only.	200601
SW32861	TWR	1	Opr 0445-1030Z++, 1415-2120Z++ Mon; 0445-0900Z++, 1245-1940Z++ Tue; 0445-0900Z++, 1245-2120Z++ Wed; 0445-2120Z++ Thu; 0530-1940Z++ Fri; 1400-1930Z++ Sun. OT O/Rif req dur sked hr. Opr hr may be reduced around hol by NOTAM. Freq extn of opr	200605
SW32861	TWR	2	hr.	200605
SW37384	TWR	1	(118.5 Rwy 01L-19R, 08 and CTLZ West)(125.125 Rwy 01R-19L, 26 and CTLZ East)(123.1 SAR)	200312
SW51951	AFIS	1	Opr 0430-2050 Mon; 0430-0800Z++, 1315-2050Z++ Tue-Wed; 0430-2050Z++ Thu-Fri; 1530-1900Z++ Sun.	200605
SW52242	TWR	1	Opr 0500-2345Z++ Mon-Thu; 0500-2145Z++ Fri; 1330-1530Z++ Sat; 1230-1330Z++, 2000-2145Z++ Sun.	200605
SW53900	APP	1	Svc reduced or clsd hol and day before.	200305
SW54122	AFIS	1	Opr 0500-0910Z++, 1535-1850Z++ Mon-Wed; 0500-0910Z++, 1115-1435Z++, 1535-1850Z++Thu; 0500-0910Z++, 1535-1850Z++ Fri; 1650-2015Z++ Sun.	200605
SW87016	TWR	1	Opr hr may be reduced around hol by NOTAM.	200405
SW89007	TWR	1	Opr 0500-2300Z++ Mon-Fri, 0715-2130Z++ Sat, 1015-2300Z++ Sun. Opr hr may be reduced around hol by NOTAM.	200605
SW89881	TWR	1	Opr hr may be reduced around hol by NOTAM.	200511
TH00001	APP	1	(KHORAT DEP/ARR 134.1/129.75/122.2)	200401
TH00353	TWR	1	Provides Gnd svc.	200304
TH09152	TWR	1	(110.8T in case of airborne com failure tune rdo as indicated and comply with ATC instr.)	200007
TH72379	RDO	1	(Call NAKHON SI THAMMARAT)	200008
TH72379	TWR	1	(Call NAKHON SI THAMMARAT)	200007
TH92136	CLD	1	Ctc 5 min prior to eng start.	200003
TH92136	GND	1	(Btn 0100-1900Z - 121.9 Arr acft; 122.5 Dep acft)	200403
TI02578	ATIS	1	(Russian - English)	200005
TI02578	GND	1	(CS Taxiing)	200313
TI66723	GCA	1	(R)	200309
TI66723	TWR	1	(CS Start)	200309
TN79772	AFIS	1	HS and O/R thru NADI, 24 hr PN rqr.	200007
TN79775	AFIS	1	ATS Fone/Fax C (676)70-288.	200607
TO75565	A/G	1	unsvc N half of Togo	200005
TP47202	AFIS	1	(Sao Tome TWR)	200005
TP57651	TWR	1	(APP CON Svc)	200001
TT03037	CTAF	1	(Abv 10,000')	200602
TT03037	INFO	1	(Blw 10,000')	200602
TU21194	CLD	1	Acft ctc YESILKOY clnc del for ATC clnc 10 min prior to start up.	200303
TW20388	APP	1	(Flt flw 119.5, 329.5)	200107
TW20388	ATIS	1	D-ATIS avbl.	200504
TW32269	TWR	1	(286.0)	200005
TW44353	APP	1	(Flt Flw 119.5 329.5)	200007
TW48371	APP	1	Manned by CAF ctl.	200510
TW48371	TWR	1	Manned by CAF ctl.	200007
TW51955	ATIS	1	D-ATIS avbl.	200504
TW71200	APP	1	119.5,329.5 flt flw	200107
TW71200	TWR	1	(118.1 civ prim).	200007
TW71853	ACC	1	Enroute RADAR Svc - see FLIP PLANNING AP3.	200007
TW72386	APP	1	251.3 330.9 306.6 (119.5 329.5 Flt Flw)	200007
TW72386	ATIS	1	D-ATIS avbl.	200504
TW84777	TWR	1	(118.1 civ prim)	200007
TX00009	TWR	1	(CS Start)	200309
TX00010	APP	1	(Krug)	200202
TX00010	GND	1	(Taxiing)	200202
TX00010	TWR	1	(Start)	200202
TX00011	APP	1	(R)(CS Krug)	200309
TX00011	GND	1	(CS Taxiing)	200309
TX00011	TWR	1	(CS Start)	200309
UG05419	APP	1	(Opr unrel)	200001
UK06347	APP	1	All inbd acft call CARDIFF APP CON 5 min before CTLZ, if unable call ST ATHAN APP CON 125.85 277.225 NOTE--Due to VHF interference on 122.1, use full CS, also NATO UHF is preferred for R T com.	200203
UK08465	GND	1	(GND info and start-up clnc only.)	200004
UK19224	ATIS	1	Opr 0730-1900Z++ Mon; 2000Z++ Mon-0400Z++ Tue; 0700-1900Z++ and 2000-0400Z++ Tue-Fri; 0730-1900Z++ Sat,Sun.	200308
UK20730	A/G	1	(Advisory svc only).	200003
UK25933	APP	1	122.1, 362.3 NATO freqs O/R only.	200307
UK25933	PMSV	1	Remote briefing svc avbl fr 21 OWS DSN496-6145, 6146. C +49-6302-67-6145/6146.	200602
UK27460	CAC	1	(Call CRANWELL ZONE- IFR Ops to Rwy 08 will be under radar info svc of CRANWELL ZONE 119.375 250.05)	200309
UK28936	ATIS	1	Avbl 0630-2230Z Mon-Fri, 0630-1230Z Sat, 1230-2230Z Sun, 0900-2230Z hol (0530-2100Z Mon-Fri, 0530-1130Z Sat, 1130-2100Z Sun, 0800-2100Z hol sum).	200212
UK28936	TWR	1	Avbl 0630-2230Z Mon-Fri, 0630-1230Z Sat, 1230-2230Z Sun, 0900-2230Z hol (0530-2100Z Mon-Fri, 0530-1130Z Sat, 1130-2100Z Sun, 0800-2100Z hol sum).	200212
UK39245	CAC	1	(Call COTTESMORE APP - All inbd acft call APP at least 10 NM before COTTESMORE-WITTERING MATZ bdry - 130.2 312.075 340.575)	200008
UK48218	CAC	1	-Crossing acft ctc LONDON MIL or LAKENHEATH APP CON 5 min or 20 NM before entering or leaving MATZ bdry. Acft ldg at MILDENHALL ctc LONDON MIL or LAKENHEATH APP5 min or 20NM before MATZ bdry.	200006
UK48218	PMSV	1	Full obsn, fcst, PMSV, and wx radar svc avbl H24. Remote briefing svc avbl fr 21OWS DSN 496-6145/6146 or C011-49-6302-67-6145/6146.	200606
UK57373	ATIS	1	Airborne-ADN VOR 114.3; gnd use only 121.85	200008
UK58751	APP	1	All inbd acft call APP CON- Jets 40 NM, Piston pwr 20 NM before MATZ bdry.	200009
