ARPT_IDENT	PROC	TRM_IDENT	SEC_NBR	SEC_ALT	ICAO	NAV_IDENT	NAV_TYPE	NAV_CTRY	NAV_KEY_CD	SEC_BEAR1	SEC_BEAR2	WPT_IDENT	WPT_CTRY	SEC_MILE1	SEC_MILE2	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	CYCLE_DATE
MX59326	3	I10    ILSDME 1 RW10	1	3500	MMAA	ACA	4	MX	1	008	098			00	25	N16453050	16.758472	W099451427	-99.753964	200610
MX59326	3	I10    ILSDME 1 RW10	2	9400	MMAA	ACA	4	MX	1	098	188			00	25	N16453050	16.758472	W099451427	-99.753964	200610
MX59326	3	I10    ILSDME 1 RW10	3	6500	MMAA	ACA	4	MX	1	188	278			00	25	N16453050	16.758472	W099451427	-99.753964	200610
MX59326	3	I10    ILSDME 1 RW10	4	2000	MMAA	ACA	4	MX	1	278	008			00	25	N16453050	16.758472	W099451427	-99.753964	200610
MX59326	3	I28    ILSDME 1 RW28	1	3500	MMAA	ACA	4	MX	1	008	098			00	25	N16453050	16.758472	W099451427	-99.753964	200610
MX59326	3	I28    ILSDME 1 RW28	2	9400	MMAA	ACA	4	MX	1	098	188			00	25	N16453050	16.758472	W099451427	-99.753964	200610
MX59326	3	I28    ILSDME 1 RW28	3	6500	MMAA	ACA	4	MX	1	188	278			00	25	N16453050	16.758472	W099451427	-99.753964	200610
MX59326	3	I28    ILSDME 1 RW28	4	2000	MMAA	ACA	4	MX	1	278	008			00	25	N16453050	16.758472	W099451427	-99.753964	200610
MX59326	3	L28    LOC/DME RW28	1	6500	MMAA	ACA	4	MX	1	188	278			00	25	N16453050	16.758472	W099451427	-99.753964	200302
MX59326	3	L28    LOC/DME RW28	2	2000	MMAA	ACA	4	MX	1	278	008			00	25	N16453050	16.758472	W099451427	-99.753964	200302
MX59326	3	L28    LOC/DME RW28	3	3500	MMAA	ACA	4	MX	1	008	098			00	25	N16453050	16.758472	W099451427	-99.753964	200302
MX59326	3	L28    LOC/DME RW28	4	9400	MMAA	ACA	4	MX	1	098	188			00	25	N16453050	16.758472	W099451427	-99.753964	200302
MX63240	3	D05L   VORDME 1 RW05L	1	14800	MMMX	MEX	4	MX	1	040	130			00	25	N19262162	19.439339	W099040042	-99.066783	200302
MX63240	3	D05L   VORDME 1 RW05L	2	12100	MMMX	MEX	4	MX	1	130	220			00	25	N19262162	19.439339	W099040042	-99.066783	200302
MX63240	3	D05L   VORDME 1 RW05L	3	19400	MMMX	MEX	4	MX	1	220	040			00	25	N19262162	19.439339	W099040042	-99.066783	200302
MX63240	3	D05R   VORDME 1 RW05R	1	14800	MMMX	MEX	4	MX	1	040	130			00	25	N19262162	19.439339	W099040042	-99.066783	200302
MX63240	3	D05R   VORDME 1 RW05R	2	12100	MMMX	MEX	4	MX	1	130	220			00	25	N19262162	19.439339	W099040042	-99.066783	200302
MX63240	3	D05R   VORDME 1 RW05R	3	19400	MMMX	MEX	4	MX	1	220	040			00	25	N19262162	19.439339	W099040042	-99.066783	200302
MX63240	3	D23L   VORDME 1 RW23L	1	14800	MMMX	MEX	4	MX	1	040	130			00	25	N19262162	19.439339	W099040042	-99.066783	200302
MX63240	3	D23L   VORDME 1 RW23L	2	12100	MMMX	MEX	4	MX	1	130	220			00	25	N19262162	19.439339	W099040042	-99.066783	200302
MX63240	3	D23L   VORDME 1 RW23L	3	19400	MMMX	MEX	4	MX	1	220	040			00	25	N19262162	19.439339	W099040042	-99.066783	200302
MX63240	3	D23R   VORDME 1 RW23R	1	14800	MMMX	MEX	4	MX	1	040	130			00	25	N19262162	19.439339	W099040042	-99.066783	200507
MX63240	3	D23R   VORDME 1 RW23R	2	12100	MMMX	MEX	4	MX	1	130	220			00	25	N19262162	19.439339	W099040042	-99.066783	200507
MX63240	3	D23R   VORDME 1 RW23R	3	19400	MMMX	MEX	4	MX	1	220	040			00	25	N19262162	19.439339	W099040042	-99.066783	200507
MX63240	3	I05R   ILS/DME 1 RW05R	1	14800	MMMX	MEX	4	MX	1	040	130			00	25	N19262162	19.439339	W099040042	-99.066783	200501
MX63240	3	I05R   ILS/DME 1 RW05R	2	12100	MMMX	MEX	4	MX	1	130	220			00	25	N19262162	19.439339	W099040042	-99.066783	200501
MX63240	3	I05R   ILS/DME 1 RW05R	3	19400	MMMX	MEX	4	MX	1	220	040			00	25	N19262162	19.439339	W099040042	-99.066783	200501
MX78290	3	D31    VORDME 1 RW31	1	2000	MMTM	TAM	4	MX	1	000				00	25	N22172257	22.289603	W097514688	-97.863022	200302
MX85165	3	D05    VOR/DME 1 RW05	1	2000	MMCZ	CZM	4	MX	1	000				00	25	N20311943	20.522064	W086554540	-86.929278	200313
MX85165	3	D11    VORDME 1 RW11	1	2000	MMCZ	CZM	4	MX	1	000				00	25	N20311943	20.522064	W086554540	-86.929278	200302
MX85165	3	D23    VOR/DME 1 RW23	1	2000	MMCZ	CZM	4	MX	1	000				00	25	N20311943	20.522064	W086554540	-86.929278	200313
MX85165	3	D29    VORDME 1 RW29	1	2000	MMCZ	CZM	4	MX	1	000				00	25	N20311943	20.522064	W086554540	-86.929278	200302
MX90657	3	D12    VORDME 1 RW12	1	2000	MMUN	CUN	4	MX	1	000				00	25	N21013039	21.025108	W086513138	-86.858717	200302
MX90657	3	D30    VORDME 2 RW30	1	2000	MMUN	CUN	4	MX	1	000				00	25	N21013039	21.025108	W086513138	-86.858717	200302
MX90657	3	I12-1  ILS/DME RW12	1	2000	MMUN	CUN	4	MX	1	000				00	25	N21013039	21.025108	W086513138	-86.858717	200302
MX90657	3	I12-3  ILS/DME RW12	1	2000	MMUN	CUN	4	MX	1	000				00	25	N21013039	21.025108	W086513138	-86.858717	200302
MY02247	3	T18    TACAN 1 HI/LO RW18	1	7000	WMKD	VKN	2	MY	1	360	180			00	25	N03463420	3.776167	E103123600	103.210000	200211
MY02247	3	T18    TACAN 1 HI/LO RW18	2	2900	WMKD	VKN	2	MY	1	180	270			00	25	N03463420	3.776167	E103123600	103.210000	200211
MY02247	3	T18    TACAN 1 HI/LO RW18	3	3400	WMKD	VKN	2	MY	1	270	360			00	25	N03463420	3.776167	E103123600	103.210000	200211
MY02247	3	T36-2  TACAN 2 HI/LO RW36	1	7000	WMKD	VKN	2	MY	1	360	180			00	25	N03463420	3.776167	E103123600	103.210000	200211
MY02247	3	T36-2  TACAN 2 HI/LO RW36	2	2900	WMKD	VKN	2	MY	1	180	270			00	25	N03463420	3.776167	E103123600	103.210000	200211
MY02247	3	T36-2  TACAN 2 HI/LO RW36	3	3400	WMKD	VKN	2	MY	1	270	360			00	25	N03463420	3.776167	E103123600	103.210000	200211
MY02247	3	T36-3  TACAN 3 HI/LO RW36	1	7000	WMKD	VKN	2	MY	1	360	180			00	25	N03463420	3.776167	E103123600	103.210000	200604
MY02247	3	T36-3  TACAN 3 HI/LO RW36	2	2900	WMKD	VKN	2	MY	1	180	270			00	25	N03463420	3.776167	E103123600	103.210000	200604
MY02247	3	T36-3  TACAN 3 HI/LO RW36	3	3400	WMKD	VKN	2	MY	1	270	360			00	25	N03463420	3.776167	E103123600	103.210000	200604
MY06516	3	D14    VOR/DME ARC RW14	1	1800	WBKL	VLB	4	MY	1	360	260			00	25	N05172400	5.290000	E115150620	115.251722	200211
MY06516	3	D14    VOR/DME ARC RW14	2	5000	WBKL	VLB	4	MY	1	260	360			00	25	N05172400	5.290000	E115150620	115.251722	200211
MY06516	3	D32    VOR/DME ARC RW32	1	1800	WBKL	VLB	4	MY	1	360	260			00	25	N05172400	5.290000	E115150620	115.251722	200211
MY06516	3	D32    VOR/DME ARC RW32	2	5000	WBKL	VLB	4	MY	1	260	360			00	25	N05172400	5.290000	E115150620	115.251722	200211
MY19731	2	RW15N  NORTH RW15	1	7700	WMSA	VBA	4	MY	1	150	340			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	2	RW15N  NORTH RW15	2	2200	WMSA	VBA	4	MY	1	340	150			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	2	RW15NE NORTHEAST RW15	1	7700	WMSA	VBA	4	MY	1	150	340			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	2	RW15NE NORTHEAST RW15	2	2200	WMSA	VBA	4	MY	1	340	150			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	2	RW15S  SOUTH RW15	1	7700	WMSA	VBA	4	MY	1	150	340			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	2	RW15S  SOUTH RW15	2	2200	WMSA	VBA	4	MY	1	340	150			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	2	RW33N  NORTH RW33	1	7700	WMSA	VBA	4	MY	1	150	340			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	2	RW33N  NORTH RW33	2	2200	WMSA	VBA	4	MY	1	340	150			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	2	RW33NE NORTHEAST RW33	1	7700	WMSA	VBA	4	MY	1	150	340			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	2	RW33NE NORTHEAST RW33	2	2200	WMSA	VBA	4	MY	1	340	150			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	2	RW33S  SOUTH RW33	1	7700	WMSA	VBA	4	MY	1	150	340			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	2	RW33S  SOUTH RW33	2	2200	WMSA	VBA	4	MY	1	340	150			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	3	D15    VOR/DME/LOCATOR RW15	1	7700	WMSA	VBA	4	MY	1	150	340			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	3	D15    VOR/DME/LOCATOR RW15	2	2200	WMSA	VBA	4	MY	1	340	150			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	3	I15    ILS RW15	1	7700	WMSA	VBA	4	MY	1	150	340			00	25	N03192930	3.324806	E101272490	101.456917	200604
MY19731	3	I15    ILS RW15	2	2200	WMSA	VBA	4	MY	1	340	150			00	25	N03192930	3.324806	E101272490	101.456917	200604
MY19731	3	I33    ILS RW33	1	7700	WMSA	VBA	4	MY	1	150	340			00	25	N03192930	3.324806	E101272490	101.456917	200113
MY19731	3	I33    ILS RW33	2	2200	WMSA	VBA	4	MY	1	340	150			00	25	N03192930	3.324806	E101272490	101.456917	200113
MY19731	3	Q33    NDB/DME(NDB/LOC) RW33	1	7700	WMSA	VBA	4	MY	1	150	340			00	25	N03192930	3.324806	E101272490	101.456917	200408
MY19731	3	Q33    NDB/DME(NDB/LOC) RW33	2	2200	WMSA	VBA	4	MY	1	340	150			00	25	N03192930	3.324806	E101272490	101.456917	200408
MY19731	3	S15    VOR LOCATOR RW15	1	7700	WMSA	VBA	4	MY	1	150	340			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY19731	3	S15    VOR LOCATOR RW15	2	2200	WMSA	VBA	4	MY	1	340	150			00	25	N03192930	3.324806	E101272490	101.456917	200305
MY87257	2	BATARA RW 14L/32R SOUTH	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	2	BATARA RW 14L/32R SOUTH	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	2	DUMOKA RW 14L/32R SOUTH	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	2	DUMOKA RW 14L/32R SOUTH	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	2	DUMOKC RW 14L/32R SOUTH	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	2	DUMOKC RW 14L/32R SOUTH	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	2	POBOSA RW 14L/32R NORTHEAST	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	2	POBOSA RW 14L/32R NORTHEAST	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	2	PULIPA RW 14L/32R NORTHEAST	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	2	PULIPA RW 14L/32R NORTHEAST	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	2	RUMIDA RW 14L/32R SOUTH	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	2	RUMIDA RW 14L/32R SOUTH	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	2	SAPATA RW 14L/32R SOUTH	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	2	SAPATA RW 14L/32R SOUTH	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	I14L   ILS/DME 14L	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	I14L   ILS/DME 14L	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	I14R   ILS/DME RW14R	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	I14R   ILS/DME RW14R	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	I32L   ILS/DME RW32L	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	I32L   ILS/DME RW32L	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	I32R   ILS/DME RW32R	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	I32R   ILS/DME RW32R	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	L14L   LLZ/DME 14L	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	L14L   LLZ/DME 14L	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	L14R   LLZ/DME RW14R	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	L14R   LLZ/DME RW14R	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	L32L   LLZ/DME RW32L	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	L32L   LLZ/DME RW32L	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	L32R   LLZ/DME RW32R	1	5300	WMKK	VKL	4	MY	1	145	315			00	25	N02432800	2.724444	E101441700	101.738056	200507
MY87257	3	L32R   LLZ/DME RW32R	2	2200	WMKK	VKL	4	MY	1	315	145			00	25	N02432800	2.724444	E101441700	101.738056	200507
NL15268	3	T02    TACAN RW02	1	1700	EHDL	DLN	3	NL	2	000				00	25	N52032600	52.057222	E005522200	5.872778	200105
NL15268	3	T20    TACAN RW20	1	1700	EHDL	DLN	3	NL	2	000				00	25	N52032600	52.057222	E005522200	5.872778	200105
NL26044	3	I21    ILS/DME RW21	1	2600	EHBK	MAS	4	NL	1	015	055			00	25	N50581899	50.971942	E005573754	5.960428	200603
NL26044	3	I21    ILS/DME RW21	2	2100	EHBK	MAS	4	NL	1	055	281			00	25	N50581899	50.971942	E005573754	5.960428	200603
NL26044	3	I21    ILS/DME RW21	3	3300	EHBK	MAS	4	NL	1	281	015			00	25	N50581899	50.971942	E005573754	5.960428	200603
NL26044	3	Q21    NDB/DME RW21	1	2600	EHBK	MAS	4	NL	1	015	055			00	25	N50581899	50.971942	E005573754	5.960428	200603
NL26044	3	Q21    NDB/DME RW21	2	2100	EHBK	MAS	4	NL	1	055	281			00	25	N50581899	50.971942	E005573754	5.960428	200603
NL26044	3	Q21    NDB/DME RW21	3	3300	EHBK	MAS	4	NL	1	281	015			00	25	N50581899	50.971942	E005573754	5.960428	200603
NL29038	3	I06-AR ILS RW06(ARTIP)	1	2300	EHAM	SPL	4	NL	1	311	354			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I06-AR ILS RW06(ARTIP)	2	1700	EHAM	SPL	4	NL	1	354	311			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I06-LI ILS RW06(LISDA)	1	2300	EHAM	SPL	4	NL	1	311	354			00	25	N52195572	52.332144	E004445958	4.749883	200610
NL29038	3	I06-LI ILS RW06(LISDA)	2	1700	EHAM	SPL	4	NL	1	354	311			00	25	N52195572	52.332144	E004445958	4.749883	200610
NL29038	3	I06-RI ILS RW06(RIVER)	1	2300	EHAM	SPL	4	NL	1	311	354			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I06-RI ILS RW06(RIVER)	2	1700	EHAM	SPL	4	NL	1	354	311			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I06-SP ILS RW06(SPL)	1	2300	EHAM	SPL	4	NL	1	311	354			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I06-SP ILS RW06(SPL)	2	1700	EHAM	SPL	4	NL	1	354	311			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I06-SU ILS RW06(SUGOL)	1	2300	EHAM	SPL	4	NL	1	311	354			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I06-SU ILS RW06(SUGOL)	2	1700	EHAM	SPL	4	NL	1	354	311			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I27-AR ILS RW27(ARTIP)	1	2300	EHAM	SPL	4	NL	1	311	354			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I27-AR ILS RW27(ARTIP)	2	1700	EHAM	SPL	4	NL	1	354	311			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I27-RI ILS RW27(RIVER)	1	2300	EHAM	SPL	4	NL	1	311	354			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I27-RI ILS RW27(RIVER)	2	1700	EHAM	SPL	4	NL	1	354	311			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I27-SP ILS RW27(SPL)	1	2300	EHAM	SPL	4	NL	1	311	354			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I27-SP ILS RW27(SPL)	2	1700	EHAM	SPL	4	NL	1	354	311			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I27-SU ILS RW27(SUGOL)	1	2300	EHAM	SPL	4	NL	1	311	354			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I27-SU ILS RW27(SUGOL)	2	1700	EHAM	SPL	4	NL	1	354	311			00	25	N52195572	52.332144	E004445958	4.749883	200604
NL29038	3	I36R   ILS RW36R	1	2300	EHAM	SPL	4	NL	1	311	354			00	25	N52195572	52.332144	E004445958	4.749883	200413
NL29038	3	I36R   ILS RW36R	2	1700	EHAM	SPL	4	NL	1	354	311			00	25	N52195572	52.332144	E004445958	4.749883	200413
NL29991	3	D04    VORDME RW04	1	1700	EHKD	HDR	4	NL	1	000				00	25	N52542500	52.906944	E004455700	4.765833	200002
NL29991	3	D22    VORDME RW22	1	1700	EHKD	HDR	4	NL	1	000				00	25	N52542500	52.906944	E004455700	4.765833	200002
NL29991	3	I22    ILS/DME RW22	1	1700	EHKD	HDR	4	NL	1	000				00	25	N52542500	52.906944	E004455700	4.765833	200002
NL32256	2	VK3	1	1700	EHVK	VKL	3	NL	1	000				00	25	N51392000	51.655556	E005422500	5.706944	199511
NL32256	3	T06L   TACAN RW06L	1	1700	EHVK	VKL	3	NL	1	000				00	25	N51392000	51.655556	E005422500	5.706944	200610
NL32256	3	T06R   TACAN RW06R	1	1700	EHVK	VKL	3	NL	1	000				00	25	N51392000	51.655556	E005422500	5.706944	200610
NL32256	3	T24L   TACAN RW24L	1	1700	EHVK	VKL	3	NL	1	000				00	25	N51392000	51.655556	E005422500	5.706944	200405
NL32256	3	T24L-H HI TACAN RW24L	1	1700	EHVK	VKL	3	NL	1	000				00	25	N51392000	51.655556	E005422500	5.706944	200407
NL32256	3	T24R   TACAN RW24R	1	1700	EHVK	VKL	3	NL	1	000				00	25	N51392000	51.655556	E005422500	5.706944	200512
NL32256	3	T24R-H HI TACAN RW24R	1	1700	EHVK	VKL	3	NL	1	000				00	25	N51392000	51.655556	E005422500	5.706944	200508
NL44676	3	D05    VORDME RW05	1	1200	EHVB	VBG	3	NL	1	060	190			00	25	N52094100	52.161389	E004245100	4.414167	200208
NL44676	3	D05    VORDME RW05	2	1800	EHVB	VBG	3	NL	1	190	060			00	25	N52094100	52.161389	E004245100	4.414167	200208
NL44676	3	I05    ILSDME RW05	1	1200	EHVB	VBG	3	NL	1	060	190			00	25	N52094100	52.161389	E004245100	4.414167	200208
NL44676	3	I05    ILSDME RW05	2	1800	EHVB	VBG	3	NL	1	190	060			00	25	N52094100	52.161389	E004245100	4.414167	200208
NL44676	3	I23    ILSDME 1 RW23	1	1200	EHVB	VBG	3	NL	1	060	190			00	25	N52094100	52.161389	E004245100	4.414167	200208
NL44676	3	I23    ILSDME 1 RW23	2	1800	EHVB	VBG	3	NL	1	190	060			00	25	N52094100	52.161389	E004245100	4.414167	200208
NL79518	2	LWD1   LEEUWARDEN1	1	1500	EHLW	LWD	3	NL	1	000				00	25	N53132500	53.223611	E005450700	5.751944	200609
NL79518	2	LWD3   LEEUWARDEN3	1	1500	EHLW	LWD	3	NL	1	000				00	25	N53132500	53.223611	E005450700	5.751944	200609
NL80130	3	D06    VORDME RW06	1	1500	EHRD	RTM	4	NL	1	094	246			00	25	N51582531	51.973697	E004285149	4.480969	200605
NL80130	3	D06    VORDME RW06	2	2300	EHRD	RTM	4	NL	1	246	289			00	25	N51582531	51.973697	E004285149	4.480969	200605
NL80130	3	D06    VORDME RW06	3	1800	EHRD	RTM	4	NL	1	289	094			00	25	N51582531	51.973697	E004285149	4.480969	200605
NL80130	3	D24    VORDME RW24	1	1500	EHRD	RTM	4	NL	1	094	246			00	25	N51582531	51.973697	E004285149	4.480969	200605
NL80130	3	D24    VORDME RW24	2	2300	EHRD	RTM	4	NL	1	246	289			00	25	N51582531	51.973697	E004285149	4.480969	200605
NL80130	3	D24    VORDME RW24	3	1800	EHRD	RTM	4	NL	1	289	094			00	25	N51582531	51.973697	E004285149	4.480969	200605
NL80130	3	I24    ILS RW24	1	1500	EHRD	RTM	4	NL	1	094	246			00	25	N51582531	51.973697	E004285149	4.480969	200605
NL80130	3	I24    ILS RW24	2	2300	EHRD	RTM	4	NL	1	246	289			00	25	N51582531	51.973697	E004285149	4.480969	200605
NL80130	3	I24    ILS RW24	3	1800	EHRD	RTM	4	NL	1	289	094			00	25	N51582531	51.973697	E004285149	4.480969	200605
NL89877	3	T04-H  HI TACAN RW04	1	1600	EHEH	EHV	3	NL	1	000				00	25	N51265300	51.448056	E005223000	5.375000	200411
NL89877	3	T22-H  HI TACAN RW22	1	1600	EHEH	EHV	3	NL	1	000				00	25	N51265300	51.448056	E005223000	5.375000	200411
NL95277	2	TWEN1  TWENTHE1	1	2200	EHTW	TWN	3	NL	1	000				00	25	N52162826	52.274517	E006532950	6.891528	199907
NL95277	2	TWEN3  TWENTHE3	1	2200	EHTW	TWN	3	NL	1	000				00	25	N52162826	52.274517	E006532950	6.891528	199907
NL98201	2	SSB1   SOESTERBERG 1	1	2300	EHSB	SSB	3	NL	1	360	090			00	25	N52074200	52.128333	E005163200	5.275556	200609
NL98201	2	SSB1   SOESTERBERG 1	2	1700	EHSB	SSB	3	NL	1	090	360			00	25	N52074200	52.128333	E005163200	5.275556	200609
NL98201	2	SSB3   SOESTERBERG 3	1	2300	EHSB	SSB	3	NL	1	360	090			00	25	N52074200	52.128333	E005163200	5.275556	200609
NL98201	2	SSB3   SOESTERBERG 3	2	1700	EHSB	SSB	3	NL	1	090	360			00	25	N52074200	52.128333	E005163200	5.275556	200609
NL98201	3	T09    TACAN RW09	1	2300	EHSB	SSB	3	NL	1	360	090			00	25	N52074200	52.128333	E005163200	5.275556	200512
NL98201	3	T09    TACAN RW09	2	1700	EHSB	SSB	3	NL	1	090	360			00	25	N52074200	52.128333	E005163200	5.275556	200512
NL98201	3	T09-H  HI TACAN RW09	1	2300	EHSB	SSB	3	NL	1	360	090			00	25	N52074200	52.128333	E005163200	5.275556	200512
NL98201	3	T09-H  HI TACAN RW09	2	1700	EHSB	SSB	3	NL	1	090	360			00	25	N52074200	52.128333	E005163200	5.275556	200512
NL98201	3	T27    TACAN RW27	1	2300	EHSB	SSB	3	NL	1	360	090			00	25	N52074200	52.128333	E005163200	5.275556	200512
NL98201	3	T27    TACAN RW27	2	1700	EHSB	SSB	3	NL	1	090	360			00	25	N52074200	52.128333	E005163200	5.275556	200512
NL98201	3	T27-H  HI TACAN RW27	1	2300	EHSB	SSB	3	NL	1	360	090			00	25	N52074200	52.128333	E005163200	5.275556	200512
NL98201	3	T27-H  HI TACAN RW27	2	1700	EHSB	SSB	3	NL	1	090	360			00	25	N52074200	52.128333	E005163200	5.275556	200512
NO06890	2	RW09	1	4100	ENVA	TRM	4	NO	1	360	090			00	25	N63313313	63.525869	E010532427	10.890075	200113
NO06890	2	RW09	2	3300	ENVA	TRM	4	NO	1	090	180			00	25	N63313313	63.525869	E010532427	10.890075	200113
NO06890	2	RW09	3	4700	ENVA	TRM	4	NO	1	180	270			00	25	N63313313	63.525869	E010532427	10.890075	200113
NO06890	2	RW09	4	5800	ENVA	TRM	4	NO	1	270	360			00	25	N63313313	63.525869	E010532427	10.890075	200113
NO06890	2	RW27	1	4100	ENVA	TRM	4	NO	1	360	090			00	25	N63313313	63.525869	E010532427	10.890075	200113
NO06890	2	RW27	2	3300	ENVA	TRM	4	NO	1	090	180			00	25	N63313313	63.525869	E010532427	10.890075	200113
NO06890	2	RW27	3	4700	ENVA	TRM	4	NO	1	180	270			00	25	N63313313	63.525869	E010532427	10.890075	200113
NO06890	2	RW27	4	5800	ENVA	TRM	4	NO	1	270	360			00	25	N63313313	63.525869	E010532427	10.890075	200113
NO06890	3	I27-N  ILS RW27 N	1	4100	ENVA	TRM	4	NO	1	360	090			00	25	N63313313	63.525869	E010532427	10.890075	200604
NO06890	3	I27-N  ILS RW27 N	2	3300	ENVA	TRM	4	NO	1	090	180			00	25	N63313313	63.525869	E010532427	10.890075	200604
NO06890	3	I27-N  ILS RW27 N	3	4700	ENVA	TRM	4	NO	1	180	270			00	25	N63313313	63.525869	E010532427	10.890075	200604
NO06890	3	I27-N  ILS RW27 N	4	5800	ENVA	TRM	4	NO	1	270	360			00	25	N63313313	63.525869	E010532427	10.890075	200604
NO06890	3	I27-S  ILS RW27 S	1	4100	ENVA	TRM	4	NO	1	360	090			00	25	N63313313	63.525869	E010532427	10.890075	200604
NO06890	3	I27-S  ILS RW27 S	2	3300	ENVA	TRM	4	NO	1	090	180			00	25	N63313313	63.525869	E010532427	10.890075	200604
NO06890	3	I27-S  ILS RW27 S	3	4700	ENVA	TRM	4	NO	1	180	270			00	25	N63313313	63.525869	E010532427	10.890075	200604
