ARPT_IDENT	PROC	TRM_IDENT	FDR_RTE_IDENT	SEQ_NBR	ICAO	WPT1_IDENT	WPT1_CTRY	WPT2_IDENT	WPT2_CTRY	ALT	MAG_CRS	DISTANCE	WPT1_WGS_LAT	WPT1_WGS_DLAT	WPT1_WGS_LONG	WPT1_WGS_DLONG	WPT2_WGS_LAT	WPT2_WGS_DLAT	WPT2_WGS_LONG	WPT2_WGS_DLONG	CYCLE_DATE
SP04438	3	T20    HI TACAN RW20	HIJ	10	LEMO	HIJ	SP	MRN34	SP		7.6	53.7	N38302928	38.508133	W005055886	-5.099683	N37364882	37.613561	W005101386	-5.170518	200405
SP04438	3	T20    HI TACAN RW20	SVL	20	LEMO	SVL	SP	MRN34	SP		72.3	30.3	N37254038	37.427883	W005454395	-5.762208	N37364882	37.613561	W005101386	-5.170518	200002
SP04438	3	T20    HI TACAN RW20	TBC	10	LEMO	TBC	SP	MRN34	SP		317.2	109.2	N38532983	38.891619	W006490725	-6.818681	N37364882	37.613561	W005101386	-5.170518	200405
SP04438	3	T20    HI TACAN RW20	VJF	10	LEMO	VJF	SP	MRN34	SP		29.0	90.4	N36144986	36.247183	W005581874	-5.971872	N37364882	37.613561	W005101386	-5.170518	200002
SP50708	3	T06L-H HI TACAN RW06L	VSJ	10	LESJ	VSJ	SP	SSJ53	SP		57.7	162.7	N37464720	37.779778	W000484600	-0.812778	N39144218	39.245050	E002055542	2.098727	200411
SP64068	3	D27    VORDME RW27	JRZ48	10	LEZL	JRZ48	SP	SVL	SP	03000	297.8	24.8	N37360868	37.602410	W006135832	-6.232868	N37254038	37.427883	W005454395	-5.762208	200506
SP64068	3	I27    NDB-ILSDME-VORDMERW27	JRZ48	10	LEZL	JRZ48	SP	SPP	SP	03000	300.7	23.6	N37360868	37.602410	W006135832	-6.232868	N37250501	37.418058	W005474386	-5.795517	200506
SP84983	3	D24-A  VOR/DME-A RW24	ADX	10	LEIB	ADX	SP	BEBES	SP	04000	49.2	43.0	N39325799	39.549442	E002234508	2.395856	N39042400	39.073333	E001421200	1.703333	200405
SP84983	3	I24    NDB-ILS/DME RW24	ADX	10	LEIB	ADX	SP	IBA20	SP	04000	49.1	43.0	N39325799	39.549442	E002234508	2.395856	N39041964	39.072123	E001421694	1.704705	200405
TH09152	3	D36    VORDME RW36	BKK	10	VTBU	BKK	TH	BUT	TH	07000	342.8	76.8	N13533680	13.893556	E100354630	100.596194	N12400632	12.668421	E100594803	100.996674	200503
TH09152	3	D36    VORDME RW36	RYN	10	VTBU	RYN	TH	BUT	TH	04000	81.1	40.5	N12464830	12.780083	E101404170	101.678250	N12400632	12.668421	E100594803	100.996674	200408
UK16263	3	I33    ILS/DME RW33	CHASE	10	EGBB	CHASE	UK	BHX	UK	04000	330.8	11.3	N52364800	52.613333	W001550200	-1.917222	N52271637	52.454547	W001450859	-1.752386	200407
US00071	3	L17    LOC RW17	ABI	10	KZ	ABI	US	BWD	US	04000	297.1	58.0	N32285278	32.481328	W099514845	-99.863458	N31533332	31.892589	W098572687	-98.957464	200205
US00071	3	L17    LOC RW17	BUILT	10	KZ	BUILT	US	BWD	US	05000	285.6	36.7	N31402445	31.673458	W098171362	-98.287117	N31533332	31.892589	W098572687	-98.957464	200205
US00071	3	L17    LOC RW17	LLO	10	KZ	LLO	US	BWD	US	04000	344.5	66.2	N30474683	30.796342	W098471460	-98.787389	N31533332	31.892589	W098572687	-98.957464	200205
US00071	3	S17    VOR RW17	ABI	10	KZ	ABI	US	BWD	US	04000	297.1	58.0	N32285278	32.481328	W099514845	-99.863458	N31533332	31.892589	W098572687	-98.957464	200003
US00071	3	S17    VOR RW17	BUILT	10	KZ	BUILT	US	BWD	US	05000	285.6	36.7	N31402445	31.673458	W098171362	-98.287117	N31533332	31.892589	W098572687	-98.957464	200003
US00071	3	S17    VOR RW17	LLO	10	KZ	LLO	US	BWD	US	04000	344.5	66.2	N30474683	30.796342	W098471460	-98.787389	N31533332	31.892589	W098572687	-98.957464	200003
US00094	3	N24    NDB RW24	CHART	10	KZ	CHART	US	CDN	US	02000	312.0	20.2	N34044342	34.078728	W080142011	-80.238919	N34170075	34.283542	W080334148	-80.561522	200607
US00094	3	N24    NDB RW24	COINT	10	KZ	COINT	US	CDN	US	02600	16.0	19.0	N33582247	33.972908	W080375343	-80.631508	N34170075	34.283542	W080334148	-80.561522	200607
US00094	3	N24    NDB RW24	CTF	10	KZ	CTF	US	CDN	US	02000	216.0	26.2	N34390162	34.650450	W080162978	-80.274939	N34170075	34.283542	W080334148	-80.561522	200607
US00094	3	N24    NDB RW24	LOAFS	10	KZ	LOAFS	US	CDN	US	02000	126.0	13.3	N34235253	34.397926	W080472469	-80.790192	N34170075	34.283542	W080334148	-80.561522	200607
US00094	3	O24    GPS RW24(OVERLAY)	CHART	10	KZ	CHART	US	CDN	US	02000	312.0	20.2	N34044342	34.078728	W080142011	-80.238919	N34170075	34.283542	W080334148	-80.561522	200607
US00094	3	O24    GPS RW24(OVERLAY)	COINT	10	KZ	COINT	US	CDN	US	02600	16.0	19.0	N33582247	33.972908	W080375343	-80.631508	N34170075	34.283542	W080334148	-80.561522	200607
US00094	3	O24    GPS RW24(OVERLAY)	CTF	10	KZ	CTF	US	CDN	US	02000	216.0	26.2	N34390162	34.650450	W080162978	-80.274939	N34170075	34.283542	W080334148	-80.561522	200607
US00094	3	O24    GPS RW24(OVERLAY)	LOAFS	10	KZ	LOAFS	US	CDN	US	02000	126.0	13.3	N34235253	34.397926	W080472469	-80.790192	N34170075	34.283542	W080334148	-80.561522	200607
US00105	3	G06    GPS RW06	PVQ	10	PABA	PVQ	US	ROCES	US	01700	246.5	88.5	N70132162	70.222672	W148245828	-148.416189	N70084186	70.144961	W144051812	-144.088367	200409
US00105	3	G06    GPS RW06	SYLVI	10	PABA	SYLVI	US	UCUBA	US	02500	319.2	21.1	N69432475	69.723542	W143510324	-143.850900	N70034393	70.062203	W144062560	-144.107111	200409
US00105	3	G24    GPS RW24	PVQ	10	PABA	PVQ	US	AYVEY	US	01700	249.3	109.7	N70132162	70.222672	W148245828	-148.416189	N70012986	70.024961	W143053380	-143.092722	200409
US00105	3	G24    GPS RW24	SYLVI	10	PABA	SYLVI	US	AYVEY	US	02500	14.2	24.0	N69432475	69.723542	W143510324	-143.850900	N70012986	70.024961	W143053380	-143.092722	200409
US00115	3	GGPSA  GPSA	EAV	10	PAKP	EAV	US	AKUMY	US	10000	317.7	65.4	N66533548	66.893189	W151334940	-151.563722	N67542629	67.907303	W152345805	-152.582792	200409
US00116	3	G20    RNAV (GPS) RW20	JEKPU	10	PARC	JEKPU	US	SOCBO	US	10800	21.0	42.7	N67495093	67.830814	W146145665	-146.249069	N68183258	68.309050	W144505727	-144.849242	200603
US00116	3	G20    RNAV (GPS) RW20	OMEDE	10	PARC	OMEDE	US	SOCBO	US	10800	345.0	82.2	N66582122	66.972561	W145342471	-145.573531	N68183258	68.309050	W144505727	-144.849242	200603
US00121	3	G04    RNAV (GPS) RW04	ZADRO	10	PAQT	ZADRO	US	JUBGI	US	01700	46.9	26.0	N70131094	70.219706	W150120415	-150.201153	N70041910	70.071972	W151233740	-151.393722	200208
US00121	3	G22    RNAV (GPS) RW22	CEDUN	10	PAQT	CEDUN	US	HUBIN	US	01700	248.9	22.5	N70214462	70.362394	W151431255	-151.720153	N70204947	70.347075	W150364397	-150.612214	200208
US00133	3	QDMEA  NDBDME ALPHA	LUR	10	PALU	LUR	US	GRAAY	US	05000	47.8	11.0	N68521614	68.871150	W166043512	-166.076422	N68572268	68.956300	W165373986	-165.627739	200206
US00142	3	G21    RNAV (GPS) RW21	ARBOR	10	PHTO	ARBOR	US	JESOM	US	04200	94.0	6.1	N19585161	19.981003	W155075970	-155.133250	N19571891	19.955253	W155014167	-155.028242	200603
US00142	3	G21    RNAV (GPS) RW21	HAKRI	10	PHTO	HAKRI	US	COGDA	US	04200	259.0	18.9	N19492368	19.823244	W154300303	-154.500842	N19491779	19.821608	W154500528	-154.834800	200603
US00142	3	G26    RNAV (GPS) RW26	ARBOR	10	PHTO	ARBOR	US	COGDA	US	04000	289.5	19.4	N19585161	19.981003	W155075970	-155.133250	N19491779	19.821608	W154500528	-154.834800	200502
US00142	3	G26    RNAV (GPS) RW26	GEBNE	10	PHTO	GEBNE	US	FAMOP	US	04000	279.7	13.7	N19383873	19.644092	W154300303	-154.500842	N19431585	19.721069	W154434421	-154.728947	200502
US00142	3	G26    RNAV (GPS) RW26	HAKRI	10	PHTO	HAKRI	US	FAMOP	US	04000	54.8	14.3	N19492368	19.823244	W154300303	-154.500842	N19431585	19.721069	W154434421	-154.728947	200502
US00146	3	Q34    NDBDME RW34	FDV	10	PA	FDV	US	TNC	US	07000	301.5	92.3	N64294055	64.494597	W165185035	-165.313986	N65334327	65.562019	W167552691	-167.924142	200503
US00146	3	Q34    NDBDME RW34	HHM	10	PA	HHM	US	TNC	US	05000	44.9	153.0	N66540451	66.901253	W162335179	-162.564386	N65334327	65.562019	W167552691	-167.924142	200503
US00146	3	Q34    NDBDME RW34	TNC	10	PA	TNC	US	WNGCO	US	05000	340.6	11.0	N65334327	65.562019	W167552691	-167.924142	N65225039	65.380664	W167521471	-167.870753	200503
US00174	3	G18    RNAV (GPS) RW18	TNC	10	PA	TNC	US	FAVSO	US	04300	338.1	15.2	N65334327	65.562019	W167552691	-167.924142	N65484069	65.811303	W168013430	-168.026194	200502
US00174	3	G36    RNAV (GPS) RW36	TNC	10	PA	TNC	US	HIRKU	US	04300	36.9	11.8	N65334327	65.562019	W167552691	-167.924142	N65260035	65.433431	W168165827	-168.282853	200502
US00175	3	G12    RNAV (GPS) RW12	JEGTU	10	PAVL	JEGTU	US	CALGA	US	03500	323.0	15.2	N67402930	67.674806	W164441272	-164.736867	N67543187	67.908853	W164592898	-164.991383	200502
US00175	3	G30    RNAV (GPS) RW30	JEGTU	10	PAVL	JEGTU	US	DINEC	US	02600	276.8	12.6	N67402930	67.674806	W164441272	-164.736867	N67354854	67.596817	W164132956	-164.224878	200402
US00177	3	G10    RNAV (GPS) RW10	KATEL	10	PABL	KATEL	US	AKUDY	US	04000	279.3	77.6	N65312152	65.522644	W158422707	-158.707520	N66044671	66.079642	W161322693	-161.540814	200402
US00177	3	G10    RNAV (GPS) RW10	OTZ	10	PABL	OTZ	US	LEMMA	US	03000	314.2	49.1	N66530835	66.885653	W162322366	-162.539906	N66091559	66.154331	W161374935	-161.630375	200409
US00177	3	G10    RNAV (GPS) RW10	WLK	10	PABL	WLK	US	AKUDY	US	03000	29.9	48.8	N66355811	66.599475	W159592698	-159.990828	N66044671	66.079642	W161322693	-161.540814	200409
US00177	3	Q10    NDBDME RW10	BVK	10	PABL	BVK	US	MICKA	US	03700	289.0	5.0	N65584728	65.979800	W161085778	-161.149383	N66015268	66.031300	W161183387	-161.309408	200605
US00177	3	Q10    NDBDME RW10	CASAC	10	PABL	CASAC	US	BVK	US	04800	37.0	20.4	N66105769	66.182692	W160284292	-160.478589	N65584728	65.979800	W161085778	-161.149383	200609
US00177	3	Q10    NDBDME RW10	CASAC	20	PABL	BVK	US	MICKA	US	03700	289.0	5.0	N65584728	65.979800	W161085778	-161.149383	N66015268	66.031300	W161183387	-161.309408	200609
US00177	3	Q10    NDBDME RW10	WLK	10	PABL	WLK	US	BVK	US	04500	196.0	46.7	N66355811	66.599475	W159592698	-159.990828	N65584728	65.979800	W161085778	-161.149383	200605
US00177	3	Q10    NDBDME RW10	WLK	20	PABL	BVK	US	MICKA	US	03700	289.0	5.0	N65584728	65.979800	W161085778	-161.149383	N66015268	66.031300	W161183387	-161.309408	200605
US00177	3	Q28    NDBDME RW28	BALIN	10	PABL	BALIN	US	BVK	US	03100	145.0	36.7	N66335497	66.565269	W161343385	-161.576070	N65584728	65.979800	W161085778	-161.149383	200605
US00177	3	Q28    NDBDME RW28	BALIN	20	PABL	BVK	US	FERSU	US	02700	95.0	5.4	N65584728	65.979800	W161085778	-161.149383	N65563425	65.942847	W160565637	-160.948992	200605
US00177	3	Q28    NDBDME RW28	BVK	10	PABL	BVK	US	FERSU	US	02700	95.0	5.4	N65584728	65.979800	W161085778	-161.149383	N65563425	65.942847	W160565637	-160.948992	200605
US00177	3	Q28    NDBDME RW28	CASAC	10	PABL	CASAC	US	BVK	US	04800	37.0	20.4	N66105769	66.182692	W160284292	-160.478589	N65584728	65.979800	W161085778	-161.149383	200609
US00177	3	Q28    NDBDME RW28	CASAC	20	PABL	BVK	US	FERSU	US	02700	95.0	5.4	N65584728	65.979800	W161085778	-161.149383	N65563425	65.942847	W160565637	-160.948992	200609
US00177	3	Q28    NDBDME RW28	WLK	10	PABL	WLK	US	BVK	US	04500	196.0	46.7	N66355811	66.599475	W159592698	-159.990828	N65584728	65.979800	W161085778	-161.149383	200605
US00177	3	Q28    NDBDME RW28	WLK	20	PABL	BVK	US	FERSU	US	02700	95.0	5.4	N65584728	65.979800	W161085778	-161.149383	N65563425	65.942847	W160565637	-160.948992	200605
US00180	3	I07    ILS RW07	ORL	10	KZ	ORL	US	HERNY	US	02000	73.3	5.7	N28323380	28.542722	W081200606	-81.335017	N28302611	28.507253	W081260306	-81.434183	200404
US00180	3	L07    LOC RW07	ORL	10	KZ	ORL	US	HERNY	US	02000	73.3	5.7	N28323380	28.542722	W081200606	-81.335017	N28302611	28.507253	W081260306	-81.434183	200404
US00186	3	D01    VORDME RW01	BTT15	10	PABT	BTT15	US	BTT	US	04000	317.1	15.0	N67081519	67.137554	W151455604	-151.765568	N66541803	66.905009	W151320918	-151.535883	200409
US00186	3	D01    VORDME RW01	BTT51	10	PABT	BTT51	US	BTT	US	04000	356.3	15.0	N67083103	67.141953	W151201605	-151.337793	N66541803	66.905009	W151320918	-151.535883	200409
US00186	3	G01    GPS RW01	BTT	10	PABT	BTT	US	MELME	US	03100	6.0	11.9	N66541803	66.905009	W151320918	-151.535883	N66442108	66.739189	W151482845	-151.807903	200409
US00186	3	L01    LOCDME RW01	BTT15	10	PABT	BTT15	US	BTT	US	04000	317.1	15.0	N67081519	67.137554	W151455604	-151.765568	N66541803	66.905009	W151320918	-151.535883	200409
US00186	3	L01    LOCDME RW01	BTT15	20	PABT	BTT	US	DANIA	US	03100	7.4	4.0	N66541803	66.905009	W151320918	-151.535883	N66510223	66.850619	W151375008	-151.630578	200409
US00186	3	L01    LOCDME RW01	BTT51	10	PABT	BTT51	US	BTT	US	04000	356.3	15.0	N67083103	67.141953	W151201605	-151.337793	N66541803	66.905009	W151320918	-151.535883	200409
US00186	3	L01    LOCDME RW01	BTT51	20	PABT	BTT	US	DANIA	US	03100	7.4	4.0	N66541803	66.905009	W151320918	-151.535883	N66510223	66.850619	W151375008	-151.630578	200409
US00186	3	L01    LOCDME RW01	BTT85	10	PABT	BTT85	US	DANIA	US	01800	8.0	8.0	N66440605	66.735014	W151474849	-151.796803	N66510223	66.850619	W151375008	-151.630578	200409
US00186	3	L01    LOCDME RW01	EAV	10	PABT	EAV	US	DANIA	US	03300	10.1	3.0	N66533548	66.893189	W151334940	-151.563722	N66510223	66.850619	W151375008	-151.630578	200409
US00188	3	D07    VORDME RW07	TAL	10	PA	TAL	US	TAL02	US	03300	251.0	2.0	N65103773	65.177147	W152103926	-152.177572	N65105224	65.181178	W152152191	-152.256087	200208
US00197	3	D26    VORDME RW26	BLH	10	KZ	BLH	US	ILREF	US	04200	52.0	8.0	N33354585	33.596069	W114454026	-114.761183	N33390108	33.650300	W114365495	-114.615264	200305
US00200	3	G21    RNAV (GPS) RW21	GAL	10	PARY	GAL	US	VEYUP	US	07000	66.1	49.2	N64441736	64.738155	W156463772	-156.777146	N64442019	64.738942	W154515279	-154.864664	200406
US00200	3	G21    RNAV (GPS) RW21	HORSI	10	PARY	HORSI	US	VEYUP	US	07000	251.7	14.0	N64440451	64.734586	W154191440	-154.320667	N64442019	64.738942	W154515279	-154.864664	200406
US00201	3	D03    VORDME RW03	FYU	10	PFYU	FYU	US	WANZE	US	02000	3.0	5.0	N66342736	66.574268	W145163601	-145.276668	N66301934	66.505372	W145233487	-145.393019	199910
US00201	3	D21    VORDME RW21	FYU	10	PFYU	FYU	US	SKOKI	US	02300	45.0	5.0	N66342736	66.574268	W145163601	-145.276668	N66353923	66.594231	W145042661	-145.074058	199910
US00201	3	G03    GPS RW03	OMEDE	10	PFYU	OMEDE	US	IVITY	US	03200	344.2	25.2	N66582122	66.972561	W145342471	-145.573531	N66332845	66.557903	W145434252	-145.728478	200502
US00201	3	G03    GPS RW03	UCUMU	10	PFYU	UCUMU	US	IVITY	US	03200	4.7	34.3	N67032198	67.056106	W145014615	-145.029486	N66332845	66.557903	W145434252	-145.728478	200502
US00201	3	G21    GPS RW21	OMEDE	10	PFYU	OMEDE	US	RUJOV	US	03200	291.2	20.4	N66582122	66.972561	W145342471	-145.573531	N66434642	66.729561	W144581973	-144.972147	200502
US00201	3	G21    GPS RW21	UCUMU	10	PFYU	UCUMU	US	RUJOV	US	03200	331.5	19.7	N67032198	67.056106	W145014615	-145.029486	N66434642	66.729561	W144581973	-144.972147	200502
US00201	3	G21    GPS RW21	ULUHA	10	PFYU	ULUHA	US	WIFJO	US	02700	34.0	23.5	N66224963	66.380453	W145355329	-145.598136	N66350522	66.584783	W144460128	-144.767022	200502
US00201	3	T03    TACAN RW03	FYU	10	PFYU	FYU	US	WANZE	US	02000	3.0	5.0	N66342736	66.574268	W145163601	-145.276668	N66301934	66.505372	W145233487	-145.393019	199910
US00201	3	T21    TACAN RW21	FYU	10	PFYU	FYU	US	SKOKI	US	02300	45.0	5.0	N66342736	66.574268	W145163601	-145.276668	N66353923	66.594231	W145042661	-145.074058	199910
US00243	3	G27    RNAV (GPS) RW27	AMF	10	PAGH	AMF	US	CISVO	US	07500	96.0	37.9	N67062434	67.106760	W157512878	-157.857996	N66495450	66.831806	W156245238	-156.414550	200603
US00243	3	G27    RNAV (GPS) RW27	WLK	10	PAGH	WLK	US	GUYER	US	06400	63.0	83.6	N66355811	66.599475	W159592698	-159.990828	N66452869	66.757969	W156303908	-156.510856	200603
US00259	3	G21    RNAV (GPS) RW21	FTO	10	PA	FTO	US	FIDKA	US	03000	44.9	44.9	N66344807	66.580019	W145124590	-145.212751	N66500515	66.834764	W143263336	-143.442600	200509
US00259	3	G21    RNAV (GPS) RW21	FYU	10	PA	FYU	US	FIDKA	US	03000	38.4	46.4	N66342736	66.574268	W145163601	-145.276668	N66500515	66.834764	W143263336	-143.442600	200509
US00317	3	G10    RNAV (GPS) RW10	ANI	10	PA	ANI	US	IKUFU	US	03200	287.4	8.9	N61352461	61.590169	W159355247	-159.597908	N61401762	61.671562	W159512501	-159.856947	200103
US00317	3	G10    RNAV (GPS) RW10	CABOT	10	PA	CABOT	US	SUWWO	US	04000	29.6	30.6	N61120131	61.200364	W160452077	-160.755769	N61332674	61.557428	W160000100	-160.000278	200409
US00317	3	G28    RNAV (GPS) RW28	ANI	10	PA	ANI	US	APWIS	US	03500	283.4	13.1	N61352461	61.590169	W159355247	-159.597908	N61285602	61.482228	W159120479	-159.201331	200507
US00317	3	I10    ILSDME RW10	ANI	10	PA	ANI	US	OPKEW	US	03200	289.3	4.9	N61352461	61.590169	W159355247	-159.597908	N61381593	61.637758	W159441858	-159.738494	200409
US00317	3	L10    LOCDME RW10	ANI	10	PA	ANI	US	OPKEW	US	03200	289.3	4.9	N61352461	61.590169	W159355247	-159.597908	N61381593	61.637758	W159441858	-159.738494	200110
US00317	3	Q28    NDB/DME RW28	ANI	10	PA	ANI	US	IHTUD	US	03200	93.0	7.3	N61352461	61.590169	W159355247	-159.597908	N61324700	61.546389	W159214095	-159.361375	200607
US00343	3	G07    RNAV (GPS) RW07	BGQ	10	PA	BGQ	US	ICARU	US	03900	233.0	7.4	N61341004	61.569454	W149580172	-149.967144	N61320909	61.535858	W150124812	-150.213367	200604
US00343	3	G25    RNAV (GPS) RW25	BGQ	10	PA	BGQ	US	ECIGO	US	02800	71.0	15.4	N61341004	61.569454	W149580172	-149.967144	N61333996	61.561100	W149255285	-149.431347	200604
US00364	3	I04    ILS RW04	FAY	10	KFAY	FAY	US	DOONE	US	02300	220.0	5.4	N34590798	34.985550	W078523023	-78.875064	N34544482	34.912450	W078562275	-78.939653	200607
US00364	3	I04    ILS RW04	ROWEL	10	KFAY	ROWEL	US	DOONE	US	02300	49.0	17.6	N34414168	34.694912	W079104573	-79.179369	N34544482	34.912450	W078562275	-78.939653	200607
US00436	3	EVORD  VORDME-D	UNK	10	PANK	UNK	US	UNK11	US	03000	269.0	11.0	N63533100	63.891944	W160410360	-160.684333	N63570341	63.950948	W161043923	-161.077564	200012
US00436	3	G14    GPS RW14	EARMI	10	PANK	EARMI	US	IPUKY	US	03000	18.2	2.5	N63581403	63.970564	W161131831	-161.221753	N64001975	64.005486	W161100417	-161.167825	200409
US00436	3	L14    LOC RW14	JNR	10	PANK	JNR	US	DRIGE	US	03000	323.4	3.3	N63542780	63.907722	W160484300	-160.811944	N63573470	63.959639	W160512237	-160.856214	200409
US00436	3	L14    LOC RW14	UNK	10	PANK	UNK	US	DRIGE	US	03000	291.9	6.1	N63533100	63.891944	W160410360	-160.684333	N63573470	63.959639	W160512237	-160.856214	200409
US00438	3	G02    RNAV (GPS) RW02	SAHKU	10	PA	SAHKU	US	URICA	US	02500	259.9	6.3	N60305532	60.515367	W161351016	-161.586156	N60312639	60.523997	W161475299	-161.798053	200404
US00440	3	Q02    NDB/DME RW02	CZF	10	PACZ	CZF	US	MOTRS	US	04500	220.0	13.2	N61464920	61.780333	W166021920	-166.038667	N61394433	61.662314	W166195832	-166.332867	200607
US00445	3	I27    ILS RW27	AHN	10	KAHN	AHN	US	BJT	US	02500	92.4	5.3	N33565130	33.947583	W083192910	-83.324750	N33570531	33.951475	W083131055	-83.219597	200607
US00445	3	I27    ILS RW27	VESTO	10	KAHN	VESTO	US	BJT	US	02500	276.0	18.4	N33555597	33.932213	W082510563	-82.851563	N33570531	33.951475	W083131055	-83.219597	200607
US00445	3	N27    NDB RW27	VESTO	10	KAHN	VESTO	US	BJT	US	02500	279.0	18.4	N33555597	33.932213	W082510563	-82.851563	N33570531	33.951475	W083131055	-83.219597	200008
US00445	3	O09    GPS RW09(OVERLAY)	CONNI	10	KAHN	CONNI	US	SALIN	US	02500	46.9	23.6	N33391632	33.654533	W083490093	-83.816925	N33564140	33.944833	W083295400	-83.498333	200107
US00445	3	O09    GPS RW09(OVERLAY)	IRMOS	10	KAHN	IRMOS	US	SALIN	US	02500	14.4	16.6	N34130587	34.218296	W083263623	-83.443398	N33564140	33.944833	W083295400	-83.498333	200107
US00445	3	O09    GPS RW09(OVERLAY)	MADDI	10	KAHN	MADDI	US	SALIN	US	02500	350.7	17.0	N33400985	33.669403	W083245515	-83.415319	N33564140	33.944833	W083295400	-83.498333	200107
US00445	3	O20    GPS RW20(OVERLAY)	DANBI	10	KAHN	DANBI	US	UMMIL	US	03000	315.1	18.9	N33523402	33.876118	W082582151	-82.972641	N34044020	34.077833	W083154740	-83.263167	200107
US00445	3	O20    GPS RW20(OVERLAY)	IRMOS	10	KAHN	IRMOS	US	UMMIL	US	03000	318.0	12.3	N34130587	34.218296	W083263623	-83.443398	N34044020	34.077833	W083154740	-83.263167	200107
US00445	3	O20    GPS RW20(OVERLAY)	VESTO	10	KAHN	VESTO	US	UMMIL	US	03000	298.4	22.3	N33555597	33.932213	W082510563	-82.851563	N34044020	34.077833	W083154740	-83.263167	200107
US00445	3	O27    GPS RW27(OVERLAY)	VESTO	10	KAHN	VESTO	US	BJT	US	02500	279.0	18.4	N33555597	33.932213	W082510563	-82.851563	N33570531	33.951475	W083131055	-83.219597	200008
US00445	3	R09    VORDME RNAV RW09	CONNI	10	KAHN	CONNI	US	SALIN	US	02500	46.9	23.6	N33391632	33.654533	W083490093	-83.816925	N33564140	33.944833	W083295400	-83.498333	200103
US00445	3	R09    VORDME RNAV RW09	IRMOS	10	KAHN	IRMOS	US	SALIN	US	02500	14.4	16.6	N34130587	34.218296	W083263623	-83.443398	N33564140	33.944833	W083295400	-83.498333	200103
US00445	3	R09    VORDME RNAV RW09	MADDI	10	KAHN	MADDI	US	SALIN	US	02500	350.7	17.0	N33400985	33.669403	W083245515	-83.415319	N33564140	33.944833	W083295400	-83.498333	200103
US00445	3	R20    VORDME RNAV RW20	DANBI	10	KAHN	DANBI	US	UMMIL	US	03000	315.1	18.9	N33523402	33.876118	W082582151	-82.972641	N34044020	34.077833	W083154740	-83.263167	200103
US00445	3	R20    VORDME RNAV RW20	IRMOS	10	KAHN	IRMOS	US	UMMIL	US	03000	318.0	12.3	N34130587	34.218296	W083263623	-83.443398	N34044020	34.077833	W083154740	-83.263167	200103
US00445	3	R20    VORDME RNAV RW20	VESTO	10	KAHN	VESTO	US	UMMIL	US	03000	298.4	22.3	N33555597	33.932213	W082510563	-82.851563	N34044020	34.077833	W083154740	-83.263167	200103
US00447	3	FNDBA  NDBDMEA	AIX	10	PAMY	AIX	US	AIX06	US	02500	49.0	6.0	N60230611	60.385031	W166125319	-166.214775	N60201444	60.337343	W166233034	-166.391760	199912
US00453	3	D23    VORDME RW23	GAM	10	PASA	GAM	US	ULL	US	03000	268.6	34.2	N63465536	63.782044	W171441217	-171.736713	N63413232	63.692311	W170281209	-170.470025	200409
US00453	3	D23    VORDME RW23	GAM	20	PASA	ULL	US	ILOCE	US	03000	46.0	4.0	N63413232	63.692311	W170281209	-170.470025	N63433533	63.726481	W170202943	-170.341508	200409
US00453	3	D23    VORDME RW23	ULL	10	PASA	ULL	US	ILOCE	US	03000	46.0	4.0	N63413232	63.692311	W170281209	-170.470025	N63433533	63.726481	W170202943	-170.341508	200012
US00453	3	G05    GPS RW05	GAM	10	PASA	GAM	US	EPNOW	US	02800	280.2	24.7	N63465536	63.782044	W171441217	-171.736713	N63381772	63.638256	W170520479	-170.867997	200409
US00453	3	O23    GPS RW23(OVERLAY)	GAM	10	PASA	GAM	US	ULL	US	03000	268.6	34.2	N63465536	63.782044	W171441217	-171.736713	N63413232	63.692311	W170281209	-170.470025	200012
US00453	3	O23    GPS RW23(OVERLAY)	GAM	20	PASA	ULL	US	ILOCE	US	03000	46.0	4.0	N63413232	63.692311	W170281209	-170.470025	N63433533	63.726481	W170202943	-170.341508	200012
US00453	3	O23    GPS RW23(OVERLAY)	ULL	10	PASA	ULL	US	ILOCE	US	03000	46.0	4.0	N63413232	63.692311	W170281209	-170.470025	N63433533	63.726481	W170202943	-170.341508	200012
US00455	3	G35    GPS RW35	ANV	10	PANV	ANV	US	ANVOW	US	02700	351.7	9.9	N62382906	62.641405	W160112408	-160.190023	N62284115	62.478096	W160141864	-160.238510	200404
US00458	3	L17    LOCDME RW17	ENM	10	PASM	ENM	US	OMASY	US	03100	123.0	49.4	N62470450	62.784583	W164291521	-164.487558	N62104101	62.178058	W163172423	-163.290064	200606
US00458	3	L17    LOCDME RW17	MARSI	10	PASM	MARSI	US	SMA	US	03000	310.0	48.0	N61240733	61.402035	W162200431	-162.334530	N62033015	62.058375	W163172980	-163.291611	200606
US00458	3	L17    LOCDME RW17	MARSI	20	PASM	SMA	US	OMASY	US	03000	345.0	7.2	N62033015	62.058375	W163172980	-163.291611	N62104101	62.178058	W163172423	-163.290064	200606
US00460	3	G28    GPS RW28	AKELT	10	PACM	AKELT	US	ACERU	US	04000	358.1	5.5	N61591892	61.988589	W165090482	-165.151339	N61535440	61.898444	W165112402	-165.190006	200409
US00460	3	G28    GPS RW28	HALEM	10	PACM	HALEM	US	ACERU	US	04000	294.3	27.2	N62102498	62.173606	W165571470	-165.954083	N61535440	61.898444	W165112402	-165.190006	200409
